shot_id,player_id,shot_zone,made
S1862,P19501,midrange,True
S1863,P14192,paint,True
S1864,P17014,midrange,False
S1865,P19310,midrange,False
S1866,P8564,midrange,False
S1867,P19156,three_point,False
S1868,P9,three_point,True
S1869,P11273,three_point,False
S1870,P14868,paint,False
S1871,P2313,three_point,True
S1872,P3005,three_point,True
S1873,P11026,midrange,True
S1874,P12983,three_point,False
S1875,P13925,paint,True
S1876,P5441,paint,False
S1877,P8915,midrange,True
S1878,P18206,midrange,True
S1879,P9522,three_point,False
S1880,P2899,three_point,True
S1881,P16952,paint,True
S1882,P9060,three_point,False
S1883,P5402,midrange,True
S1884,P18462,paint,False
S1885,P17073,three_point,False
S1886,P4054,midrange,False
S1887,P13769,paint,True
S1888,P13201,three_point,False
S1889,P10176,paint,True
S1890,P12099,three_point,False
S1891,P2491,paint,True
S1892,P19183,paint,True
S1893,P8066,paint,False
S1894,P17702,paint,True
S1895,P14691,midrange,False
S1896,P8504,three_point,True
S1897,P16520,paint,True
S1898,P9717,three_point,False
S1899,P4245,three_point,True
S1900,P10768,three_point,True
S1901,P14042,three_point,False
S1902,P4484,three_point,True
S1903,P18722,midrange,True
S1904,P18644,paint,False
S1905,P3601,midrange,True
S1906,P5133,midrange,False
S1907,P3067,midrange,False
S1908,P12982,midrange,True
S1909,P4175,three_point,False
S1910,P3620,paint,True
S1911,P9707,three_point,True
S1912,P5350,midrange,False
S1913,P11419,three_point,True
S1914,P15950,three_point,True
S1915,P5390,midrange,True
S1916,P7361,three_point,True
S1917,P1235,three_point,False
S1918,P15175,midrange,False
S1919,P9072,paint,False
S1920,P23,three_point,False
S1921,P811,midrange,True
S1922,P7567,midrange,False
S1923,P1019,three_point,True
S1924,P2701,midrange,False
S1925,P3517,midrange,True
S1926,P11630,three_point,True
S1927,P4533,three_point,False
S1928,P10161,midrange,False
S1929,P4940,three_point,True
S1930,P5728,three_point,False
S1931,P11562,paint,False
S1932,P2266,paint,True
S1933,P2472,three_point,True
S1934,P5709,paint,False
S1935,P4313,midrange,True
S1936,P376,midrange,False
S1937,P3990,midrange,True
S1938,P11564,paint,False
S1939,P15316,midrange,True
S1940,P8016,three_point,False
S1941,P2852,three_point,False
S1942,P1295,midrange,True
S1943,P15896,three_point,False
S1944,P14968,three_point,False
S1945,P1106,midrange,False
S1946,P15664,midrange,False
S1947,P12317,midrange,False
S1948,P3775,three_point,True
S1949,P14532,paint,True
S1950,P1378,three_point,True
S1951,P8847,three_point,True
S1952,P6547,paint,False
S1953,P15482,midrange,False
S1954,P4942,three_point,False
S1955,P7116,paint,True
S1956,P3334,midrange,True
S1957,P10277,paint,True
S1958,P15466,midrange,False
S1959,P1680,midrange,True
S1960,P15082,three_point,False
S1961,P2999,midrange,False
S1962,P6805,paint,False
S1963,P5917,three_point,True
S1964,P11125,three_point,True
S1965,P15233,paint,True
S1966,P13915,paint,True
S1967,P15472,midrange,False
S1968,P3651,paint,False
S1969,P11138,paint,True
S1970,P7551,three_point,False
S1971,P2387,midrange,True
S1972,P11713,midrange,False
S1973,P10970,three_point,False
S1974,P1720,midrange,False
S1975,P8911,midrange,True
S1976,P11129,paint,True
S1977,P5940,three_point,False
S1978,P9656,midrange,False
S1979,P1460,paint,True
S1980,P4748,paint,False
S1981,P1296,midrange,True
S1982,P13009,paint,True
S1983,P3671,three_point,True
S1984,P12298,three_point,False
S1985,P13107,midrange,False
S1986,P9294,paint,True
S1987,P3824,midrange,True
S1988,P2179,three_point,False
S1989,P19726,three_point,True
S1990,P4966,midrange,True
S1991,P1225,three_point,False
S1992,P10309,paint,False
S1993,P12147,midrange,False
S1994,P11970,midrange,True
S1995,P7678,midrange,False
S1996,P10347,three_point,True
S1997,P14756,three_point,True
S1998,P14285,three_point,False
S1999,P2336,midrange,False
S2000,P1024,three_point,True
S2001,P4297,paint,False
S2002,P10246,midrange,False
S2003,P7741,three_point,False
S2004,P11370,paint,True
S2005,P13594,midrange,False
S2006,P2466,midrange,False
S2007,P10778,paint,False
S2008,P19838,three_point,False
S2009,P18236,three_point,True
S2010,P17096,midrange,False
S2011,P11625,midrange,False
S2012,P4212,midrange,True
S2013,P18425,midrange,False
S2014,P2701,paint,True
S2015,P10214,paint,True
S2016,P18533,three_point,True
S2017,P8858,paint,True
S2018,P2913,paint,True
S2019,P7721,midrange,True
S2020,P8905,paint,True
S2021,P6760,three_point,True
S2022,P9205,three_point,False
S2023,P7967,three_point,False
S2024,P12553,three_point,False
S2025,P16990,midrange,True
S2026,P967,paint,False
S2027,P14025,midrange,True
S2028,P2062,midrange,True
S2029,P5634,three_point,False
S2030,P5083,paint,True
S2031,P6168,three_point,True
S2032,P3639,paint,True
S2033,P12446,midrange,False
S2034,P10728,midrange,False
S2035,P6356,midrange,True
S2036,P626,three_point,True
S2037,P10090,paint,False
S2038,P16835,midrange,False
S2039,P3152,midrange,False
S2040,P17715,paint,True
S2041,P14917,paint,False
S2042,P6401,three_point,True
S2043,P7167,midrange,False
S2044,P8749,paint,True
S2045,P8093,three_point,False
S2046,P5724,three_point,True
S2047,P15788,midrange,True
S2048,P7014,three_point,True
S2049,P16751,paint,True
S2050,P14308,paint,True
S2051,P6174,paint,False
S2052,P5259,paint,False
S2053,P1697,paint,True
S2054,P12484,three_point,False
S2055,P2727,paint,True
S2056,P18911,paint,False
S2057,P15375,paint,False
S2058,P12197,midrange,False
S2059,P383,midrange,True
S2060,P13152,midrange,True
S2061,P2864,three_point,True
S2062,P17116,paint,True
S2063,P19524,three_point,False
S2064,P16620,paint,False
S2065,P11499,midrange,False
S2066,P10061,midrange,False
S2067,P6039,three_point,True
S2068,P3216,midrange,True
S2069,P6679,midrange,False
S2070,P19647,three_point,False
S2071,P12080,midrange,False
S2072,P3509,three_point,True
S2073,P1258,midrange,True
S2074,P5155,three_point,False
S2075,P4617,midrange,True
S2076,P14467,paint,False
S2077,P17276,three_point,True
S2078,P3091,paint,False
S2079,P2825,paint,True
S2080,P13408,paint,True
S2081,P7070,three_point,True
S2082,P9746,midrange,False
S2083,P11807,midrange,True
S2084,P5017,midrange,False
S2085,P1211,three_point,False
S2086,P4828,three_point,False
S2087,P1955,three_point,False
S2088,P11091,paint,True
S2089,P13357,three_point,False
S2090,P11173,paint,True
S2091,P13399,three_point,False
S2092,P14291,midrange,True
S2093,P9167,midrange,False
S2094,P19704,midrange,False
S2095,P3356,three_point,True
S2096,P16792,midrange,True
S2097,P12829,paint,False
S2098,P4775,three_point,False
S2099,P6466,three_point,False
S2100,P6449,midrange,False
S2101,P4909,midrange,False
S2102,P14414,midrange,True
S2103,P7947,three_point,True
S2104,P17330,paint,False
S2105,P2897,three_point,True
S2106,P13742,paint,False
S2107,P17703,paint,False
S2108,P14974,three_point,False
S2109,P14060,paint,False
S2110,P4830,midrange,False
S2111,P68,paint,False
S2112,P3146,three_point,True
S2113,P11757,three_point,False
S2114,P594,midrange,True
S2115,P3208,three_point,True
S2116,P18497,three_point,False
S2117,P15521,three_point,True
S2118,P19221,midrange,False
S2119,P12796,midrange,True
S2120,P16086,paint,True
S2121,P7251,three_point,True
S2122,P10071,three_point,False
S2123,P12001,midrange,False
S2124,P4516,paint,True
S2125,P10167,midrange,False
S2126,P17923,midrange,False
S2127,P19892,paint,False
S2128,P11768,three_point,True
S2129,P18862,paint,False
S2130,P16231,midrange,True
S2131,P11051,midrange,True
S2132,P13633,paint,True
S2133,P10084,paint,False
S2134,P17460,paint,False
S2135,P4193,midrange,True
S2136,P16268,paint,True
S2137,P11319,midrange,False
S2138,P10151,midrange,False
S2139,P11653,paint,False
S2140,P10779,midrange,True
S2141,P1111,paint,True
S2142,P13961,paint,True
S2143,P9251,three_point,False
S2144,P9760,three_point,False
S2145,P6871,midrange,False
S2146,P637,paint,True
S2147,P278,paint,True
S2148,P4953,paint,True
S2149,P6923,paint,True
S2150,P19851,midrange,False
S2151,P123,midrange,False
S2152,P3006,three_point,False
S2153,P18603,three_point,True
S2154,P5980,midrange,False
S2155,P13815,paint,False
S2156,P17619,three_point,False
S2157,P7207,paint,False
S2158,P15711,midrange,True
S2159,P3507,three_point,False
S2160,P9916,paint,True
S2161,P10295,midrange,False
S2162,P9871,three_point,True
S2163,P16972,paint,True
S2164,P3903,paint,True
S2165,P19412,three_point,True
S2166,P917,three_point,False
S2167,P3347,three_point,False
S2168,P8341,paint,True
S2169,P7135,three_point,False
S2170,P13552,paint,False
S2171,P9716,three_point,False
S2172,P19307,three_point,False
S2173,P3110,paint,False
S2174,P14427,three_point,False
S2175,P6383,paint,False
S2176,P1044,midrange,True
S2177,P13089,paint,True
S2178,P14593,midrange,False
S2179,P10605,three_point,False
S2180,P12875,paint,True
S2181,P18035,paint,False
S2182,P14612,paint,False
S2183,P9698,midrange,False
S2184,P5811,paint,True
S2185,P5925,paint,False
S2186,P14479,paint,False
S2187,P6145,midrange,True
S2188,P3197,three_point,True
S2189,P8544,midrange,False
S2190,P1691,three_point,True
S2191,P14831,three_point,False
S2192,P5323,midrange,True
S2193,P12389,paint,False
S2194,P3420,midrange,True
S2195,P17881,paint,False
S2196,P16815,midrange,True
S2197,P2870,three_point,False
S2198,P19863,midrange,True
S2199,P12695,midrange,False
S2200,P1546,midrange,True
S2201,P14428,midrange,True
S2202,P2629,three_point,True
S2203,P5193,paint,True
S2204,P6731,midrange,False
S2205,P8566,paint,False
S2206,P3630,midrange,False
S2207,P8774,paint,False
S2208,P7732,midrange,True
S2209,P4548,midrange,True
S2210,P10904,paint,True
S2211,P3505,three_point,True
S2212,P12104,paint,True
S2213,P5784,paint,True
S2214,P9012,midrange,False
S2215,P15437,three_point,True
S2216,P17362,three_point,True
S2217,P19431,midrange,False
S2218,P9945,three_point,False
S2219,P12471,paint,False
S2220,P17175,paint,True
S2221,P14760,midrange,False
S2222,P9288,midrange,False
S2223,P14621,three_point,False
S2224,P14776,midrange,True
S2225,P1958,paint,False
S2226,P5337,paint,False
S2227,P2327,paint,False
S2228,P2800,midrange,False
S2229,P9238,three_point,False
S2230,P9206,midrange,True
S2231,P5261,midrange,False
S2232,P18200,midrange,False
S2233,P6869,three_point,False
S2234,P5192,paint,False
S2235,P10138,three_point,False
S2236,P10174,three_point,True
S2237,P5400,paint,False
S2238,P6654,paint,False
S2239,P14257,midrange,False
S2240,P5729,paint,False
S2241,P13509,paint,False
S2242,P16011,midrange,False
S2243,P6190,paint,True
S2244,P15778,paint,True
S2245,P18408,paint,True
S2246,P1194,paint,True
S2247,P15693,midrange,True
S2248,P12507,paint,False
S2249,P1480,paint,True
S2250,P4114,three_point,True
S2251,P1709,three_point,True
S2252,P597,three_point,False
S2253,P13568,midrange,False
S2254,P8421,three_point,True
S2255,P1214,paint,True
S2256,P8690,three_point,True
S2257,P7124,midrange,False
S2258,P7183,paint,True
S2259,P12270,paint,True
S2260,P8267,three_point,False
S2261,P2414,three_point,False
S2262,P17545,paint,False
S2263,P2374,three_point,False
S2264,P5169,three_point,True
S2265,P17124,paint,False
S2266,P10935,midrange,False
S2267,P16331,three_point,False
S2268,P3095,three_point,False
S2269,P8825,midrange,False
S2270,P18809,paint,False
S2271,P5592,midrange,False
S2272,P12303,midrange,True
S2273,P15660,paint,False
S2274,P1834,three_point,False
S2275,P2766,three_point,False
S2276,P6970,paint,True
S2277,P3173,midrange,True
S2278,P10314,three_point,True
S2279,P3691,three_point,False
S2280,P2048,three_point,False
S2281,P4803,midrange,False
S2282,P6602,three_point,True
S2283,P10184,paint,False
S2284,P4260,paint,True
S2285,P2145,three_point,True
S2286,P13117,midrange,True
S2287,P19846,paint,True
S2288,P14870,three_point,True
S2289,P12264,midrange,True
S2290,P3746,midrange,True
S2291,P15716,three_point,True
S2292,P5684,three_point,False
S2293,P14788,three_point,False
S2294,P13989,three_point,False
S2295,P14250,three_point,True
S2296,P594,three_point,False
S2297,P3397,paint,False
S2298,P19217,three_point,True
S2299,P14659,midrange,True
S2300,P11324,paint,False
S2301,P9437,three_point,False
S2302,P14735,paint,False
S2303,P10490,three_point,False
S2304,P14629,three_point,True
S2305,P8052,three_point,True
S2306,P5512,midrange,False
S2307,P16336,midrange,True
S2308,P15745,midrange,False
S2309,P15746,midrange,False
S2310,P11624,three_point,False
S2311,P10301,three_point,False
S2312,P17004,midrange,True
S2313,P16164,paint,False
S2314,P12984,midrange,True
S2315,P19702,three_point,False
S2316,P4503,three_point,True
S2317,P18058,three_point,False
S2318,P11175,midrange,False
S2319,P15268,three_point,True
S2320,P3091,midrange,True
S2321,P18066,midrange,True
S2322,P1594,midrange,True
S2323,P8862,paint,False
S2324,P8314,midrange,False
S2325,P192,midrange,True
S2326,P12775,paint,False
S2327,P3867,midrange,False
S2328,P4655,three_point,True
S2329,P195,three_point,True
S2330,P11238,paint,True
S2331,P6132,three_point,False
S2332,P7338,midrange,False
S2333,P6812,three_point,False
S2334,P16149,three_point,False
S2335,P15044,paint,True
S2336,P3673,paint,True
S2337,P8131,three_point,True
S2338,P14938,three_point,False
S2339,P17882,paint,False
S2340,P16430,three_point,True
S2341,P14250,paint,False
S2342,P18951,paint,False
S2343,P11921,paint,False
S2344,P12180,three_point,False
S2345,P15225,paint,False
S2346,P17431,three_point,True
S2347,P18342,three_point,False
S2348,P7362,three_point,True
S2349,P8788,three_point,False
S2350,P17031,paint,False
S2351,P264,three_point,True
S2352,P1025,paint,True
S2353,P13695,midrange,False
S2354,P8775,paint,False
S2355,P6592,three_point,True
S2356,P1642,three_point,True
S2357,P1952,three_point,False
S2358,P8228,paint,True
S2359,P8048,three_point,False
S2360,P8940,midrange,True
S2361,P15549,midrange,True
S2362,P12860,paint,True
S2363,P4621,three_point,True
S2364,P4909,three_point,True
S2365,P1241,paint,False
S2366,P17157,paint,True
S2367,P2961,midrange,True
S2368,P10572,paint,True
S2369,P6128,midrange,True
S2370,P7332,midrange,True
S2371,P17746,midrange,False
S2372,P16727,midrange,False
S2373,P1666,three_point,True
S2374,P15901,paint,True
S2375,P16355,midrange,False
S2376,P13363,midrange,True
S2377,P18442,midrange,False
S2378,P12807,three_point,True
S2379,P8477,three_point,True
S2380,P15134,three_point,False
S2381,P15289,three_point,False
S2382,P10685,midrange,True
S2383,P16489,three_point,False
S2384,P10929,midrange,True
S2385,P16071,paint,False
S2386,P14666,midrange,False
S2387,P7383,paint,True
S2388,P12110,three_point,True
S2389,P10891,midrange,False
S2390,P14812,three_point,False
S2391,P9160,midrange,False
S2392,P16964,three_point,True
S2393,P18498,paint,True
S2394,P9663,paint,False
S2395,P13649,midrange,True
S2396,P12061,three_point,False
S2397,P4401,three_point,True
S2398,P15966,three_point,True
S2399,P8330,three_point,True
S2400,P19432,midrange,True
S2401,P12600,paint,False
S2402,P18328,midrange,True
S2403,P7368,midrange,True
S2404,P13855,paint,False
S2405,P11176,midrange,False
S2406,P1523,three_point,False
S2407,P15765,midrange,False
S2408,P13237,midrange,False
S2409,P12435,three_point,False
S2410,P577,paint,True
S2411,P10584,paint,False
S2412,P19217,paint,True
S2413,P4028,three_point,True
S2414,P545,three_point,True
S2415,P10870,paint,True
S2416,P3055,paint,False
S2417,P6671,three_point,False
S2418,P3883,midrange,True
S2419,P14219,paint,True
S2420,P19466,midrange,False
S2421,P13034,three_point,False
S2422,P19322,paint,True
S2423,P18024,midrange,False
S2424,P4357,midrange,False
S2425,P18344,three_point,False
S2426,P18989,midrange,True
S2427,P17878,three_point,True
S2428,P16787,three_point,False
S2429,P10612,midrange,True
S2430,P10154,midrange,True
S2431,P1985,paint,True
S2432,P6878,paint,False
S2433,P14266,three_point,True
S2434,P17195,midrange,False
S2435,P10692,three_point,False
S2436,P10167,midrange,False
S2437,P6378,paint,True
S2438,P9970,three_point,True
S2439,P180,three_point,True
S2440,P11184,three_point,False
S2441,P12590,midrange,True
S2442,P8938,paint,False
S2443,P7084,three_point,True
S2444,P12946,three_point,False
S2445,P1146,three_point,True
S2446,P13679,midrange,False
S2447,P4185,midrange,False
S2448,P724,midrange,True
S2449,P11730,three_point,True
S2450,P11943,midrange,False
S2451,P2535,paint,True
S2452,P14346,paint,True
S2453,P5477,three_point,False
S2454,P1197,midrange,True
S2455,P18211,three_point,True
S2456,P17164,three_point,False
S2457,P8861,paint,True
S2458,P4114,paint,True
S2459,P9353,midrange,False
S2460,P19161,paint,False
S2461,P241,midrange,True
S2462,P12670,three_point,False
S2463,P4873,midrange,False
S2464,P267,three_point,True
S2465,P1441,midrange,True
S2466,P7512,paint,True
S2467,P5852,three_point,True
S2468,P10045,paint,True
S2469,P16120,midrange,False
S2470,P11904,midrange,False
S2471,P17142,midrange,True
S2472,P19883,three_point,True
S2473,P56,midrange,True
S2474,P3284,midrange,False
S2475,P9649,paint,True
S2476,P15723,three_point,True
S2477,P223,three_point,True
S2478,P16362,midrange,True
S2479,P14369,midrange,False
S2480,P19833,paint,False
S2481,P3665,three_point,False
S2482,P10333,three_point,True
S2483,P3136,three_point,False
S2484,P3801,three_point,False
S2485,P4006,paint,True
S2486,P3237,midrange,True
S2487,P15171,three_point,False
S2488,P14374,paint,True
S2489,P1220,three_point,False
S2490,P7067,paint,False
S2491,P18007,three_point,False
S2492,P2515,three_point,True
S2493,P3702,three_point,False
S2494,P8700,paint,False
S2495,P11389,paint,True
S2496,P14302,three_point,True
S2497,P18874,midrange,False
S2498,P12901,three_point,False
S2499,P10292,three_point,False
S2500,P13405,three_point,False
S2501,P134,midrange,False
S2502,P2786,three_point,False
S2503,P5586,midrange,True
S2504,P18549,three_point,False
S2505,P16589,midrange,True
S2506,P9243,three_point,True
S2507,P19106,midrange,True
S2508,P9206,midrange,False
S2509,P19958,three_point,False
S2510,P10296,three_point,False
S2511,P4566,three_point,True
S2512,P1533,three_point,False
S2513,P11005,midrange,False
S2514,P7008,paint,False
S2515,P7276,three_point,False
S2516,P9472,paint,True
S2517,P6144,midrange,True
S2518,P15391,three_point,False
S2519,P11570,three_point,True
S2520,P9729,paint,False
S2521,P6743,three_point,True
S2522,P18001,paint,False
S2523,P18683,midrange,True
S2524,P16657,midrange,False
S2525,P7995,three_point,False
S2526,P4255,three_point,False
S2527,P12740,paint,True
S2528,P19791,paint,True
S2529,P14625,midrange,False
S2530,P14054,midrange,True
S2531,P11200,paint,True
S2532,P6707,three_point,False
S2533,P6620,midrange,False
S2534,P9151,three_point,False
S2535,P13816,paint,False
S2536,P12695,paint,False
S2537,P14875,three_point,False
S2538,P9540,paint,False
S2539,P12160,three_point,False
S2540,P14989,three_point,True
S2541,P1036,three_point,True
S2542,P18306,paint,True
S2543,P1785,paint,True
S2544,P352,three_point,False
S2545,P14777,paint,True
S2546,P5046,midrange,False
S2547,P12209,three_point,True
S2548,P3517,three_point,True
S2549,P11728,paint,True
S2550,P2548,paint,False
S2551,P15622,midrange,False
S2552,P10514,paint,True
S2553,P10200,midrange,True
S2554,P15558,three_point,True
S2555,P18907,paint,True
S2556,P16711,three_point,False
S2557,P742,midrange,True
S2558,P4226,midrange,False
S2559,P11774,midrange,False
S2560,P6673,paint,True
S2561,P11599,midrange,True
S2562,P19341,midrange,True
S2563,P6,midrange,False
S2564,P17065,midrange,True
S2565,P5754,paint,True
S2566,P3515,three_point,False
S2567,P6095,paint,False
S2568,P10174,three_point,True
S2569,P7836,midrange,True
S2570,P17013,paint,False
S2571,P6611,three_point,True
S2572,P10317,three_point,False
S2573,P17272,three_point,True
S2574,P8533,paint,True
S2575,P7412,three_point,False
S2576,P5165,three_point,True
S2577,P8167,midrange,True
S2578,P1851,midrange,True
S2579,P491,paint,False
S2580,P10620,paint,False
S2581,P17652,midrange,True
S2582,P2008,midrange,False
S2583,P2672,three_point,False
S2584,P4042,midrange,False
S2585,P9172,midrange,False
S2586,P3171,paint,True
S2587,P7899,three_point,True
S2588,P8228,midrange,True
S2589,P5985,midrange,True
S2590,P13142,midrange,True
S2591,P18383,paint,False
S2592,P6598,three_point,True
S2593,P18028,three_point,True
S2594,P698,midrange,False
S2595,P1509,midrange,True
S2596,P5337,paint,False
S2597,P560,midrange,False
S2598,P17953,paint,False
S2599,P19580,paint,False
S2600,P18828,paint,False
S2601,P2947,midrange,True
S2602,P5450,three_point,False
S2603,P17134,paint,False
S2604,P5303,three_point,True
S2605,P8012,paint,True
S2606,P13814,three_point,True
S2607,P11613,midrange,False
S2608,P11484,paint,False
S2609,P234,three_point,True
S2610,P6719,paint,True
S2611,P4869,paint,False
S2612,P12927,paint,False
S2613,P16899,three_point,False
S2614,P5743,midrange,True
S2615,P1493,three_point,False
S2616,P15209,three_point,False
S2617,P14297,midrange,True
S2618,P15257,midrange,False
S2619,P298,midrange,True
S2620,P15594,three_point,False
S2621,P16008,paint,True
S2622,P19095,three_point,True
S2623,P9667,three_point,True
S2624,P1609,three_point,False
S2625,P7562,midrange,False
S2626,P18409,paint,False
S2627,P5408,paint,True
S2628,P3672,paint,True
S2629,P7846,three_point,False
S2630,P15228,midrange,True
S2631,P18570,midrange,False
S2632,P11934,three_point,False
S2633,P15335,three_point,True
S2634,P11723,three_point,True
S2635,P14347,three_point,False
S2636,P19573,midrange,False
S2637,P6801,paint,False
S2638,P5906,midrange,True
S2639,P3980,three_point,True
S2640,P8993,midrange,True
S2641,P10207,three_point,False
S2642,P15247,paint,True
S2643,P9653,paint,False
S2644,P17373,three_point,True
S2645,P2465,paint,False
S2646,P11309,midrange,False
S2647,P6676,three_point,False
S2648,P2454,midrange,False
S2649,P10133,three_point,False
S2650,P15528,paint,True
S2651,P7084,three_point,True
S2652,P89,paint,True
S2653,P1652,three_point,False
S2654,P4597,paint,True
S2655,P10674,midrange,False
S2656,P14725,midrange,True
S2657,P13856,three_point,False
S2658,P7105,paint,True
S2659,P8362,midrange,False
S2660,P8227,midrange,True
S2661,P7679,three_point,False
S2662,P19694,midrange,False
S2663,P10987,three_point,True
S2664,P8718,midrange,False
S2665,P10695,paint,False
S2666,P9556,midrange,True
S2667,P9164,three_point,False
S2668,P3530,three_point,True
S2669,P19855,three_point,False
S2670,P14907,midrange,False
S2671,P18923,midrange,False
S2672,P18193,three_point,False
S2673,P6911,midrange,True
S2674,P8458,midrange,False
S2675,P9409,paint,True
S2676,P8540,midrange,True
S2677,P15107,midrange,False
S2678,P2002,paint,True
S2679,P12418,midrange,True
S2680,P14007,three_point,True
S2681,P4384,midrange,False
S2682,P13353,three_point,False
S2683,P14237,three_point,True
S2684,P17534,three_point,True
S2685,P3602,three_point,True
S2686,P8209,three_point,False
S2687,P852,midrange,False
S2688,P11071,paint,False
S2689,P10365,midrange,False
S2690,P13530,three_point,True
S2691,P18862,paint,False
S2692,P1925,three_point,True
S2693,P670,midrange,True
S2694,P8437,midrange,False
S2695,P1619,three_point,False
S2696,P5237,paint,True
S2697,P16246,paint,True
S2698,P510,paint,False
S2699,P5847,three_point,True
S2700,P1671,paint,False
S2701,P16115,paint,True
S2702,P12366,midrange,True
S2703,P60,three_point,False
S2704,P18080,paint,True
S2705,P8597,midrange,False
S2706,P5674,midrange,False
S2707,P12639,paint,False
S2708,P1115,paint,True
S2709,P13871,three_point,True
S2710,P1663,three_point,False
S2711,P3576,paint,True
S2712,P6419,midrange,False
S2713,P8649,midrange,True
S2714,P9058,paint,False
S2715,P4420,paint,False
S2716,P369,midrange,True
S2717,P382,paint,True
S2718,P13764,midrange,True
S2719,P3924,three_point,False
S2720,P1278,three_point,False
S2721,P5727,three_point,True
S2722,P18312,paint,False
S2723,P15524,paint,True
S2724,P17234,midrange,False
S2725,P13520,paint,True
S2726,P2856,three_point,True
S2727,P11790,midrange,False
S2728,P17193,three_point,False
S2729,P4981,three_point,True
S2730,P10924,paint,True
S2731,P3903,three_point,True
S2732,P557,three_point,False
S2733,P4392,midrange,True
S2734,P2620,midrange,False
S2735,P4607,three_point,True
S2736,P2,paint,True
S2737,P4908,three_point,False
S2738,P10471,midrange,True
S2739,P16324,three_point,False
S2740,P10925,midrange,True
S2741,P10172,midrange,False
S2742,P18744,three_point,False
S2743,P17746,paint,True
S2744,P6429,three_point,True
S2745,P7607,three_point,False
S2746,P15387,paint,False
S2747,P7177,paint,True
S2748,P3383,three_point,True
S2749,P616,paint,False
S2750,P18284,midrange,False
S2751,P8331,three_point,True
S2752,P15666,paint,True
S2753,P14097,three_point,False
S2754,P4186,three_point,True
S2755,P817,paint,False
S2756,P9176,three_point,True
S2757,P12746,three_point,False
S2758,P10705,three_point,False
S2759,P8764,three_point,True
S2760,P12673,midrange,True
S2761,P2020,three_point,True
S2762,P867,three_point,False
S2763,P10685,paint,True
S2764,P4446,midrange,False
S2765,P12168,paint,False
S2766,P8151,paint,False
S2767,P4849,midrange,False
S2768,P5580,three_point,True
S2769,P17998,three_point,False
S2770,P3640,paint,False
S2771,P19614,three_point,True
S2772,P1177,paint,True
S2773,P16950,midrange,False
S2774,P19172,three_point,False
S2775,P10252,three_point,False
S2776,P2098,midrange,False
S2777,P673,paint,True
S2778,P8078,midrange,True
S2779,P12254,paint,True
S2780,P14975,paint,False
S2781,P4465,paint,True
S2782,P4449,paint,True
S2783,P4703,paint,False
S2784,P1676,midrange,False
S2785,P13838,midrange,True
S2786,P4592,midrange,False
S2787,P876,paint,True
S2788,P17491,paint,False
S2789,P14343,paint,True
S2790,P19125,midrange,True
S2791,P3878,three_point,False
S2792,P16821,midrange,False
S2793,P19039,three_point,True
S2794,P3866,midrange,False
S2795,P17236,paint,False
S2796,P18796,midrange,False
S2797,P15059,three_point,True
S2798,P8025,paint,True
S2799,P3156,midrange,True
S2800,P156,three_point,True
S2801,P3610,paint,False
S2802,P16629,midrange,False
S2803,P6322,paint,False
S2804,P14813,midrange,False
S2805,P17990,paint,True
S2806,P2899,paint,False
S2807,P6379,three_point,False
S2808,P4678,midrange,True
S2809,P2245,three_point,True
S2810,P16259,midrange,True
S2811,P16515,three_point,True
S2812,P17304,three_point,True
S2813,P8796,three_point,True
S2814,P7342,paint,False
S2815,P11653,midrange,True
S2816,P9174,midrange,False
S2817,P4123,paint,False
S2818,P15420,paint,False
S2819,P11058,midrange,True
S2820,P6609,three_point,True
S2821,P6754,midrange,False
S2822,P1293,midrange,False
S2823,P317,midrange,False
S2824,P7146,three_point,False
S2825,P8687,three_point,True
S2826,P8263,paint,False
S2827,P3773,paint,False
S2828,P3980,paint,True
S2829,P18080,paint,False
S2830,P19361,paint,False
S2831,P18188,paint,True
S2832,P10042,three_point,True
S2833,P9847,three_point,True
S2834,P1203,three_point,True
S2835,P13321,midrange,True
S2836,P9032,three_point,False
S2837,P14429,midrange,True
S2838,P11191,paint,True
S2839,P10249,midrange,True
S2840,P12697,paint,False
S2841,P7176,three_point,True
S2842,P11455,three_point,False
S2843,P13392,midrange,True
S2844,P12403,paint,True
S2845,P5519,paint,False
S2846,P2758,paint,False
S2847,P16846,midrange,True
S2848,P5153,midrange,True
S2849,P14000,paint,True
S2850,P16949,paint,False
S2851,P13659,midrange,False
S2852,P1538,paint,True
S2853,P10007,three_point,True
S2854,P14807,midrange,True
S2855,P12757,midrange,False
S2856,P15215,midrange,True
S2857,P12709,midrange,False
S2858,P4093,midrange,False
S2859,P7961,paint,True
S2860,P19562,paint,False
S2861,P18432,paint,True
S2862,P18318,midrange,False
S2863,P17631,midrange,True
S2864,P11198,three_point,True
S2865,P13418,three_point,False
S2866,P4465,midrange,False
S2867,P16426,midrange,False
S2868,P17203,midrange,False
S2869,P14554,midrange,True
S2870,P6555,three_point,True
S2871,P15600,paint,True
S2872,P6640,three_point,False
S2873,P9825,paint,False
S2874,P13634,midrange,False
S2875,P3135,midrange,True
S2876,P13725,paint,False
S2877,P17590,midrange,True
S2878,P17854,paint,True
S2879,P15090,paint,False
S2880,P11167,three_point,True
S2881,P248,midrange,True
S2882,P19393,three_point,False
S2883,P5716,midrange,False
S2884,P15264,midrange,False
S2885,P17369,midrange,False
