game_id,player_id,points,assists,rebounds,game_date
G6331,P6331,44,13,13,2023-05-08
G6332,P6332,46,11,17,2023-12-11
G6333,P6333,15,9,4,2023-06-09
G6334,P6334,49,14,7,2023-04-30
G6335,P6335,16,6,10,2023-12-10
G6336,P6336,43,3,11,2023-02-26
G6337,P6337,14,11,5,2023-01-14
G6338,P6338,34,12,19,2023-02-20
G6339,P6339,21,9,16,2023-01-13
G6340,P6340,43,10,18,2023-03-31
G6341,P6341,43,7,0,2023-01-10
G6342,P6342,12,5,20,2023-11-16
G6343,P6343,20,11,9,2023-08-07
G6344,P6344,20,8,11,2023-11-13
G6345,P6345,47,11,6,2023-01-29
G6346,P6346,8,5,17,2023-10-18
G6347,P6347,36,12,7,2023-08-14
G6348,P6348,12,6,5,2023-10-25
G6349,P6349,12,0,15,2023-11-24
G6350,P6350,17,11,6,2023-02-11
G6351,P6351,45,14,15,2023-11-22
G6352,P6352,15,0,5,2023-04-22
G6353,P6353,9,2,12,2023-11-04
G6354,P6354,6,8,12,2023-04-13
G6355,P6355,0,10,20,2023-10-15
G6356,P6356,47,7,2,2023-01-22
G6357,P6357,42,5,11,2023-12-02
G6358,P6358,14,3,8,2023-04-24
G6359,P6359,37,9,1,2023-05-17
G6360,P6360,8,0,19,2023-01-09
G6361,P6361,25,11,19,2023-09-03
G6362,P6362,27,0,15,2023-02-15
G6363,P6363,4,10,2,2023-11-22
G6364,P6364,45,12,4,2023-01-07
G6365,P6365,17,12,10,2023-05-28
G6366,P6366,14,1,1,2023-04-12
G6367,P6367,50,8,13,2023-05-13
G6368,P6368,44,1,4,2023-08-15
G6369,P6369,7,10,12,2023-05-05
G6370,P6370,31,0,7,2023-06-18
G6371,P6371,43,10,1,2023-01-28
G6372,P6372,38,3,10,2023-12-04
G6373,P6373,28,10,3,2023-01-04
G6374,P6374,9,10,8,2023-11-20
G6375,P6375,37,4,1,2023-12-28
G6376,P6376,45,3,13,2023-01-11
G6377,P6377,28,10,20,2023-03-03
G6378,P6378,42,0,10,2023-05-25
G6379,P6379,16,11,10,2023-02-14
G6380,P6380,47,8,10,2023-10-04
G6381,P6381,14,10,14,2023-03-28
G6382,P6382,23,15,6,2023-04-03
G6383,P6383,28,1,13,2023-11-09
G6384,P6384,44,9,1,2023-12-17
G6385,P6385,17,10,16,2023-04-18
G6386,P6386,2,9,8,2023-03-23
G6387,P6387,3,8,18,2023-02-03
G6388,P6388,41,12,5,2023-01-09
G6389,P6389,31,7,7,2023-02-23
G6390,P6390,8,14,7,2023-11-06
G6391,P6391,47,1,16,2023-11-12
G6392,P6392,2,8,3,2023-09-10
G6393,P6393,26,9,1,2023-09-08
G6394,P6394,34,10,16,2023-12-19
G6395,P6395,30,15,0,2023-01-03
G6396,P6396,10,8,7,2023-12-22
G6397,P6397,12,3,14,2023-12-26
G6398,P6398,9,6,17,2023-04-24
G6399,P6399,5,12,4,2023-08-05
G6400,P6400,34,4,4,2023-11-20
G6401,P6401,26,8,0,2023-11-28
G6402,P6402,30,3,16,2023-10-17
G6403,P6403,18,7,7,2023-11-27
G6404,P6404,13,14,2,2023-01-18
G6405,P6405,5,13,15,2023-05-31
G6406,P6406,26,14,8,2023-06-17
G6407,P6407,18,13,11,2023-12-28
G6408,P6408,33,11,16,2023-02-10
G6409,P6409,41,14,8,2023-10-11
G6410,P6410,14,5,13,2023-08-26
G6411,P6411,26,8,1,2023-07-29
G6412,P6412,27,5,3,2023-04-30
G6413,P6413,11,14,8,2023-09-23
G6414,P6414,22,8,20,2023-09-22
G6415,P6415,30,9,0,2023-08-07
G6416,P6416,0,11,14,2023-08-27
G6417,P6417,0,6,16,2023-03-30
G6418,P6418,32,5,15,2023-05-10
G6419,P6419,48,4,4,2023-10-22
G6420,P6420,32,11,15,2023-05-24
G6421,P6421,29,4,10,2023-12-03
G6422,P6422,8,11,19,2023-09-07
G6423,P6423,22,0,8,2023-12-07
G6424,P6424,49,0,20,2023-03-04
G6425,P6425,49,12,12,2023-02-26
G6426,P6426,30,1,6,2023-07-23
G6427,P6427,17,3,5,2023-05-12
G6428,P6428,39,4,4,2023-09-29
G6429,P6429,40,15,14,2023-01-13
G6430,P6430,7,0,6,2023-12-20
G6431,P6431,8,15,7,2023-05-21
G6432,P6432,22,5,3,2023-01-21
G6433,P6433,16,0,9,2023-07-21
G6434,P6434,23,7,20,2023-04-20
G6435,P6435,48,1,9,2023-08-20
G6436,P6436,14,13,11,2023-04-12
G6437,P6437,22,6,19,2023-03-04
G6438,P6438,29,7,2,2023-02-17
G6439,P6439,29,4,15,2023-01-25
G6440,P6440,39,6,17,2023-11-17
G6441,P6441,24,13,16,2023-12-12
G6442,P6442,26,3,11,2023-07-15
G6443,P6443,6,11,9,2023-03-22
G6444,P6444,40,15,9,2023-09-13
G6445,P6445,6,13,5,2023-08-04
G6446,P6446,5,7,9,2023-09-18
G6447,P6447,33,10,6,2023-04-04
G6448,P6448,45,15,17,2023-07-01
G6449,P6449,16,7,15,2023-07-18
G6450,P6450,4,12,19,2023-03-21
G6451,P6451,30,9,2,2023-02-23
G6452,P6452,6,4,11,2023-12-16
G6453,P6453,6,9,7,2023-04-15
G6454,P6454,21,1,20,2023-06-21
G6455,P6455,32,12,9,2023-06-21
G6456,P6456,27,12,0,2023-08-06
G6457,P6457,40,2,2,2023-09-14
G6458,P6458,24,2,19,2023-10-11
G6459,P6459,16,6,11,2023-12-03
G6460,P6460,24,9,12,2023-12-05
G6461,P6461,37,15,9,2023-02-08
G6462,P6462,34,3,4,2023-01-31
G6463,P6463,8,9,5,2023-07-15
G6464,P6464,49,7,3,2023-10-21
G6465,P6465,8,2,13,2023-07-23
G6466,P6466,31,9,17,2023-09-16
G6467,P6467,20,7,19,2023-02-20
G6468,P6468,38,3,6,2023-01-21
G6469,P6469,2,5,10,2023-08-31
G6470,P6470,44,8,2,2023-12-19
G6471,P6471,36,0,8,2023-09-26
G6472,P6472,15,10,18,2023-02-09
G6473,P6473,16,13,8,2023-05-03
G6474,P6474,6,4,3,2023-04-24
G6475,P6475,20,9,6,2023-04-22
G6476,P6476,4,15,6,2023-07-15
G6477,P6477,9,6,14,2023-02-03
G6478,P6478,37,5,13,2023-11-20
G6479,P6479,41,1,10,2023-07-25
G6480,P6480,33,7,2,2023-06-18
G6481,P6481,32,8,2,2023-03-29
G6482,P6482,24,0,2,2023-05-28
G6483,P6483,12,6,4,2023-09-21
G6484,P6484,12,2,20,2023-12-03
G6485,P6485,41,13,2,2023-10-27
G6486,P6486,14,14,8,2023-03-16
G6487,P6487,41,0,14,2023-09-30
G6488,P6488,14,1,3,2023-04-19
G6489,P6489,24,3,2,2023-11-02
G6490,P6490,35,11,2,2023-05-25
G6491,P6491,31,13,14,2023-09-14
G6492,P6492,22,0,7,2023-08-21
G6493,P6493,33,2,15,2023-06-28
G6494,P6494,12,13,19,2023-02-08
G6495,P6495,22,1,5,2023-03-02
G6496,P6496,26,15,0,2023-03-05
G6497,P6497,47,2,17,2023-05-29
G6498,P6498,1,8,3,2023-06-19
G6499,P6499,31,0,1,2023-09-22
G6500,P6500,13,6,1,2023-09-10
G6501,P6501,32,4,11,2023-02-10
G6502,P6502,34,4,12,2023-05-10
G6503,P6503,8,13,20,2023-07-14
G6504,P6504,34,1,9,2023-02-17
G6505,P6505,1,11,17,2023-09-12
G6506,P6506,44,14,3,2023-08-01
G6507,P6507,1,0,14,2023-08-05
G6508,P6508,48,8,16,2023-05-17
G6509,P6509,31,8,0,2023-05-14
G6510,P6510,35,15,13,2023-01-11
G6511,P6511,48,4,6,2023-04-09
G6512,P6512,32,12,14,2023-11-14
G6513,P6513,44,0,9,2023-09-12
G6514,P6514,29,1,1,2023-09-17
G6515,P6515,33,8,7,2024-01-01
G6516,P6516,35,15,3,2023-08-21
G6517,P6517,0,7,0,2023-09-22
G6518,P6518,15,5,2,2023-03-20
G6519,P6519,38,5,12,2023-02-06
G6520,P6520,7,3,15,2023-07-28
G6521,P6521,27,2,19,2023-05-22
G6522,P6522,14,3,2,2023-05-28
G6523,P6523,46,2,11,2023-03-01
G6524,P6524,14,7,2,2023-06-25
G6525,P6525,36,11,6,2023-01-04
G6526,P6526,32,5,12,2023-01-23
G6527,P6527,46,0,0,2023-09-19
G6528,P6528,8,5,0,2023-07-15
G6529,P6529,19,14,19,2023-11-08
G6530,P6530,10,13,11,2023-11-25
G6531,P6531,16,13,8,2023-02-04
G6532,P6532,36,8,1,2023-03-08
G6533,P6533,23,11,17,2023-11-18
G6534,P6534,1,8,4,2023-03-02
G6535,P6535,43,6,11,2023-10-26
G6536,P6536,40,14,20,2023-02-19
G6537,P6537,33,5,7,2023-08-05
G6538,P6538,48,10,12,2023-10-28
G6539,P6539,6,15,14,2023-11-15
G6540,P6540,14,2,9,2023-09-01
G6541,P6541,15,14,18,2023-12-17
G6542,P6542,23,10,4,2023-01-22
G6543,P6543,18,11,14,2023-08-17
G6544,P6544,2,7,19,2023-05-27
G6545,P6545,4,11,15,2023-10-22
G6546,P6546,15,5,12,2023-04-12
G6547,P6547,22,6,0,2023-07-02
G6548,P6548,6,10,5,2023-08-19
G6549,P6549,21,14,13,2023-12-01
G6550,P6550,35,14,18,2023-09-20
G6551,P6551,20,3,6,2023-03-30
G6552,P6552,26,10,17,2023-04-12
G6553,P6553,42,14,13,2023-01-11
G6554,P6554,25,9,9,2023-09-20
G6555,P6555,19,11,5,2023-06-12
G6556,P6556,16,3,18,2023-11-30
G6557,P6557,23,10,11,2023-07-23
G6558,P6558,36,15,6,2023-03-31
G6559,P6559,37,14,5,2023-05-09
G6560,P6560,40,14,9,2023-12-09
G6561,P6561,36,3,0,2023-11-18
G6562,P6562,15,7,10,2023-01-23
G6563,P6563,7,1,1,2023-01-27
G6564,P6564,12,12,9,2023-11-07
G6565,P6565,14,13,6,2023-04-06
G6566,P6566,13,14,6,2023-11-11
G6567,P6567,0,14,5,2023-01-20
G6568,P6568,1,4,8,2023-06-06
G6569,P6569,45,13,4,2023-06-14
G6570,P6570,26,4,6,2023-05-09
G6571,P6571,17,14,0,2023-08-03
G6572,P6572,20,15,12,2023-09-11
G6573,P6573,0,0,3,2023-06-08
G6574,P6574,36,3,0,2023-08-17
G6575,P6575,5,8,16,2023-02-28
G6576,P6576,17,15,4,2023-02-02
G6577,P6577,8,9,19,2023-05-17
G6578,P6578,1,9,8,2023-07-15
G6579,P6579,3,15,6,2023-03-23
G6580,P6580,42,10,14,2023-07-30
G6581,P6581,22,5,18,2023-07-21
G6582,P6582,17,4,18,2023-04-26
G6583,P6583,33,7,2,2023-08-17
G6584,P6584,20,5,10,2023-10-09
G6585,P6585,36,7,6,2023-04-24
G6586,P6586,40,14,8,2023-07-31
G6587,P6587,20,5,5,2023-06-11
G6588,P6588,48,13,5,2023-11-12
G6589,P6589,32,0,16,2023-07-10
G6590,P6590,28,1,14,2023-05-05
G6591,P6591,30,1,4,2023-01-12
G6592,P6592,25,3,11,2023-08-17
G6593,P6593,35,6,5,2023-10-14
G6594,P6594,2,15,17,2023-04-04
G6595,P6595,31,5,11,2023-03-16
G6596,P6596,48,5,9,2023-11-21
G6597,P6597,17,3,11,2023-06-07
G6598,P6598,10,9,17,2023-11-20
G6599,P6599,39,1,9,2023-10-04
G6600,P6600,1,13,3,2023-02-13
G6601,P6601,50,12,9,2023-02-19
G6602,P6602,3,7,20,2023-01-13
G6603,P6603,7,9,1,2023-06-05
G6604,P6604,33,13,13,2023-03-04
G6605,P6605,36,4,5,2023-08-07
G6606,P6606,44,13,14,2023-06-21
G6607,P6607,2,6,2,2023-09-15
G6608,P6608,18,9,11,2023-09-17
G6609,P6609,43,0,2,2023-09-21
G6610,P6610,42,3,4,2023-08-19
G6611,P6611,29,11,9,2023-04-30
G6612,P6612,33,12,11,2023-01-26
G6613,P6613,2,8,8,2023-03-22
G6614,P6614,50,14,3,2023-05-15
G6615,P6615,17,6,18,2023-07-07
G6616,P6616,0,13,15,2023-05-14
G6617,P6617,9,11,9,2023-02-05
G6618,P6618,19,5,0,2023-08-25
G6619,P6619,3,1,13,2023-12-14
G6620,P6620,49,9,0,2023-11-02
G6621,P6621,13,3,20,2023-03-24
G6622,P6622,4,1,6,2023-06-21
G6623,P6623,42,5,7,2023-05-29
G6624,P6624,45,13,2,2023-10-07
G6625,P6625,39,1,19,2023-01-15
G6626,P6626,38,2,17,2023-05-05
G6627,P6627,41,10,3,2023-07-13
G6628,P6628,25,10,12,2023-08-25
G6629,P6629,24,13,12,2023-01-27
G6630,P6630,12,1,3,2023-01-07
G6631,P6631,27,12,20,2023-11-24
G6632,P6632,3,15,8,2023-05-15
G6633,P6633,42,2,8,2023-04-17
G6634,P6634,18,1,6,2023-12-05
G6635,P6635,0,15,14,2023-06-18
G6636,P6636,0,7,14,2023-07-22
G6637,P6637,13,2,4,2023-11-22
G6638,P6638,37,2,5,2023-08-23
G6639,P6639,4,5,10,2023-09-30
G6640,P6640,5,0,4,2023-11-05
G6641,P6641,33,3,9,2023-08-17
G6642,P6642,45,11,7,2023-06-15
G6643,P6643,2,13,11,2023-10-26
G6644,P6644,5,11,2,2023-02-20
G6645,P6645,50,3,18,2023-11-27
G6646,P6646,12,4,10,2023-07-17
G6647,P6647,0,1,20,2023-01-29
G6648,P6648,35,0,2,2023-01-27
G6649,P6649,48,1,14,2023-10-31
G6650,P6650,16,9,7,2023-01-03
G6651,P6651,40,10,5,2023-04-26
G6652,P6652,9,7,5,2023-08-30
G6653,P6653,39,0,9,2023-01-22
G6654,P6654,24,1,7,2023-07-09
G6655,P6655,26,4,16,2023-02-07
G6656,P6656,38,14,15,2023-03-31
G6657,P6657,26,2,12,2023-02-18
G6658,P6658,9,13,20,2023-01-08
G6659,P6659,39,0,3,2023-12-08
G6660,P6660,38,12,2,2023-03-18
G6661,P6661,28,2,17,2023-06-18
G6662,P6662,19,11,20,2023-08-25
G6663,P6663,8,5,3,2023-05-08
G6664,P6664,36,15,14,2023-02-25
G6665,P6665,46,13,4,2023-04-23
G6666,P6666,18,5,10,2023-03-29
G6667,P6667,45,1,7,2023-01-06
G6668,P6668,28,9,16,2023-07-14
G6669,P6669,47,1,18,2023-06-11
G6670,P6670,19,5,8,2023-04-01
G6671,P6671,12,8,7,2023-11-14
G6672,P6672,49,3,13,2023-01-23
G6673,P6673,9,5,13,2023-08-12
G6674,P6674,9,1,3,2023-11-08
G6675,P6675,19,1,11,2023-12-10
G6676,P6676,37,2,12,2023-12-10
G6677,P6677,29,13,5,2023-10-30
G6678,P6678,30,15,20,2023-11-23
G6679,P6679,4,9,4,2023-10-22
G6680,P6680,32,5,7,2023-07-24
G6681,P6681,41,14,19,2023-07-03
G6682,P6682,48,14,12,2023-08-31
G6683,P6683,2,6,14,2023-01-03
G6684,P6684,20,4,20,2023-05-31
G6685,P6685,2,13,14,2023-05-24
G6686,P6686,44,1,11,2023-09-19
G6687,P6687,43,3,14,2023-06-21
G6688,P6688,29,0,3,2023-08-24
G6689,P6689,27,6,7,2023-11-29
G6690,P6690,4,6,6,2023-02-07
G6691,P6691,20,15,0,2023-12-30
G6692,P6692,25,2,4,2023-03-15
G6693,P6693,29,5,4,2023-01-29
G6694,P6694,20,3,8,2023-09-12
G6695,P6695,30,10,8,2023-10-02
G6696,P6696,44,14,5,2023-06-05
G6697,P6697,19,9,13,2023-05-05
G6698,P6698,3,8,14,2023-08-31
G6699,P6699,4,5,11,2023-06-27
G6700,P6700,41,4,12,2023-07-11
G6701,P6701,27,9,12,2023-11-05
G6702,P6702,15,10,8,2023-10-29
G6703,P6703,0,5,16,2023-11-12
G6704,P6704,12,12,8,2023-12-24
G6705,P6705,16,0,3,2023-06-23
G6706,P6706,9,7,16,2023-12-07
G6707,P6707,20,8,17,2023-03-09
G6708,P6708,40,0,14,2023-11-30
G6709,P6709,47,11,0,2023-06-30
G6710,P6710,7,8,3,2023-12-15
G6711,P6711,33,1,7,2023-03-18
G6712,P6712,35,7,15,2023-07-23
G6713,P6713,41,9,8,2023-03-24
G6714,P6714,18,1,20,2023-07-13
G6715,P6715,40,3,4,2023-11-22
G6716,P6716,26,3,13,2023-09-07
G6717,P6717,32,7,5,2023-08-13
G6718,P6718,9,10,14,2023-11-25
G6719,P6719,5,4,17,2023-03-01
G6720,P6720,41,13,14,2023-07-04
G6721,P6721,36,0,0,2023-09-29
G6722,P6722,48,6,6,2023-07-19
G6723,P6723,10,13,10,2023-03-28
G6724,P6724,33,14,8,2023-06-12
G6725,P6725,15,10,8,2023-03-29
G6726,P6726,6,14,7,2023-04-12
G6727,P6727,11,13,0,2023-05-04
G6728,P6728,10,3,4,2023-04-06
G6729,P6729,37,11,9,2023-11-14
G6730,P6730,31,10,12,2023-07-23
G6731,P6731,16,14,6,2023-09-20
G6732,P6732,49,6,20,2023-12-04
G6733,P6733,27,5,11,2023-01-18
G6734,P6734,28,2,17,2023-09-25
G6735,P6735,7,1,11,2023-12-30
G6736,P6736,24,14,7,2023-04-27
G6737,P6737,7,3,3,2023-01-02
G6738,P6738,25,7,2,2023-07-07
G6739,P6739,1,7,7,2023-03-23
G6740,P6740,18,2,20,2023-06-03
G6741,P6741,25,0,15,2023-07-05
G6742,P6742,32,0,10,2023-11-07
G6743,P6743,12,7,1,2023-07-21
G6744,P6744,16,8,0,2023-07-12
G6745,P6745,44,14,0,2023-01-20
G6746,P6746,21,5,10,2023-04-10
G6747,P6747,35,5,15,2023-06-23
G6748,P6748,2,4,7,2023-01-23
G6749,P6749,29,14,9,2023-03-18
G6750,P6750,17,5,11,2023-05-10
G6751,P6751,47,0,2,2023-01-21
G6752,P6752,47,4,3,2023-09-01
G6753,P6753,13,7,13,2023-04-25
G6754,P6754,20,11,16,2023-07-22
G6755,P6755,28,11,6,2023-12-27
G6756,P6756,18,4,2,2023-05-24
G6757,P6757,38,3,14,2023-11-02
G6758,P6758,7,4,16,2023-01-14
G6759,P6759,1,13,14,2023-12-03
G6760,P6760,22,11,14,2023-08-06
G6761,P6761,19,5,19,2023-11-12
G6762,P6762,2,11,13,2023-08-14
G6763,P6763,38,4,5,2023-04-23
G6764,P6764,40,11,20,2023-01-04
G6765,P6765,28,7,18,2023-03-08
G6766,P6766,17,3,7,2023-05-29
G6767,P6767,6,15,2,2023-01-15
G6768,P6768,42,9,13,2023-02-25
G6769,P6769,48,0,0,2023-07-15
G6770,P6770,47,2,4,2023-04-09
G6771,P6771,28,2,5,2023-10-21
G6772,P6772,17,4,18,2023-10-25
G6773,P6773,29,3,2,2023-09-25
G6774,P6774,38,12,13,2023-09-28
G6775,P6775,38,5,5,2023-11-04
G6776,P6776,33,13,9,2023-05-07
G6777,P6777,38,12,0,2023-09-15
G6778,P6778,50,4,1,2023-05-08
G6779,P6779,31,3,12,2023-12-17
G6780,P6780,21,6,20,2023-04-27
G6781,P6781,24,12,19,2023-11-04
G6782,P6782,25,6,20,2023-06-08
G6783,P6783,37,13,17,2023-08-09
G6784,P6784,14,7,3,2023-10-19
G6785,P6785,8,6,1,2023-11-17
G6786,P6786,49,12,11,2023-11-13
G6787,P6787,43,3,0,2023-05-17
G6788,P6788,48,8,5,2023-08-03
G6789,P6789,31,13,13,2023-08-19
G6790,P6790,15,15,2,2023-02-07
G6791,P6791,25,15,7,2023-01-18
G6792,P6792,38,3,4,2023-08-29
G6793,P6793,18,15,4,2023-10-25
G6794,P6794,15,12,15,2023-01-18
G6795,P6795,44,7,14,2023-06-23
G6796,P6796,9,4,15,2023-12-21
G6797,P6797,25,5,11,2023-02-20
G6798,P6798,14,5,5,2023-12-25
G6799,P6799,38,14,14,2023-06-21
G6800,P6800,27,12,4,2023-03-06
G6801,P6801,45,9,5,2023-08-22
G6802,P6802,16,7,4,2023-09-03
G6803,P6803,30,3,12,2023-12-17
G6804,P6804,22,10,20,2023-10-21
G6805,P6805,3,6,9,2023-01-14
G6806,P6806,19,0,9,2023-02-10
G6807,P6807,26,15,6,2023-10-07
G6808,P6808,27,3,3,2023-04-24
G6809,P6809,41,12,19,2023-06-27
G6810,P6810,13,15,13,2023-02-24
G6811,P6811,34,3,14,2023-01-06
G6812,P6812,12,8,8,2023-04-22
G6813,P6813,36,9,11,2023-02-17
G6814,P6814,4,6,8,2023-02-24
G6815,P6815,12,2,6,2023-04-08
G6816,P6816,4,9,7,2023-09-19
G6817,P6817,28,10,0,2023-12-29
G6818,P6818,13,8,1,2023-04-28
G6819,P6819,20,4,13,2023-10-31
G6820,P6820,32,4,17,2023-05-10
G6821,P6821,11,4,12,2023-04-28
G6822,P6822,21,7,6,2023-07-22
G6823,P6823,8,0,2,2023-08-14
G6824,P6824,9,0,8,2023-07-30
G6825,P6825,50,6,4,2023-10-03
G6826,P6826,10,4,14,2023-12-18
G6827,P6827,10,15,20,2023-06-20
G6828,P6828,5,14,11,2023-08-04
G6829,P6829,49,7,13,2023-09-16
G6830,P6830,35,14,3,2023-10-21
G6831,P6831,36,15,19,2023-07-03
G6832,P6832,50,8,16,2023-11-30
G6833,P6833,14,7,14,2023-03-23
G6834,P6834,39,11,17,2023-09-02
G6835,P6835,6,5,9,2023-11-10
G6836,P6836,28,15,11,2023-05-17
G6837,P6837,32,4,5,2023-04-19
G6838,P6838,45,5,15,2023-08-01
G6839,P6839,36,3,0,2023-05-23
G6840,P6840,11,1,8,2023-03-27
G6841,P6841,49,0,7,2023-11-25
G6842,P6842,34,5,4,2023-08-12
G6843,P6843,10,6,2,2023-07-05
G6844,P6844,9,10,3,2023-09-03
G6845,P6845,23,12,19,2023-03-01
G6846,P6846,4,9,18,2023-01-19
G6847,P6847,19,11,17,2023-08-02
G6848,P6848,8,12,13,2023-05-04
G6849,P6849,17,12,17,2023-11-05
G6850,P6850,25,9,2,2023-04-20
G6851,P6851,11,4,18,2023-05-16
G6852,P6852,32,9,19,2023-11-25
G6853,P6853,33,2,10,2023-03-10
G6854,P6854,11,2,7,2023-07-17
G6855,P6855,28,1,4,2023-03-13
G6856,P6856,45,0,1,2023-10-12
G6857,P6857,34,1,0,2023-07-06
G6858,P6858,24,9,9,2023-11-01
G6859,P6859,8,11,3,2023-04-10
G6860,P6860,1,4,1,2023-08-10
G6861,P6861,0,11,9,2023-09-22
G6862,P6862,16,7,3,2023-09-29
G6863,P6863,31,7,12,2023-05-18
G6864,P6864,12,9,10,2023-07-26
G6865,P6865,16,9,19,2023-06-27
G6866,P6866,23,14,20,2023-09-02
G6867,P6867,10,2,19,2023-12-23
G6868,P6868,11,14,1,2023-03-24
G6869,P6869,46,10,9,2023-08-13
G6870,P6870,28,8,18,2023-12-22
G6871,P6871,5,0,15,2023-05-06
G6872,P6872,34,5,2,2023-03-24
G6873,P6873,29,15,11,2023-02-04
G6874,P6874,48,6,1,2023-05-11
G6875,P6875,19,8,6,2023-10-09
G6876,P6876,10,12,9,2023-05-22
G6877,P6877,46,2,8,2023-08-08
G6878,P6878,23,14,10,2023-08-10
G6879,P6879,14,4,4,2023-12-26
G6880,P6880,21,12,2,2023-10-03
G6881,P6881,40,7,0,2023-06-09
G6882,P6882,16,2,15,2023-11-17
G6883,P6883,23,9,14,2023-09-08
G6884,P6884,37,8,11,2023-10-12
G6885,P6885,45,14,9,2023-02-05
G6886,P6886,9,2,9,2023-06-24
G6887,P6887,36,5,3,2023-07-23
G6888,P6888,18,2,7,2023-05-20
G6889,P6889,10,13,0,2023-06-30
G6890,P6890,26,6,19,2023-12-24
G6891,P6891,39,1,19,2023-09-21
G6892,P6892,8,4,13,2023-09-17
G6893,P6893,6,8,13,2023-09-03
G6894,P6894,47,13,6,2023-03-13
G6895,P6895,3,15,5,2023-02-07
G6896,P6896,38,5,9,2023-03-22
G6897,P6897,16,8,5,2023-04-21
G6898,P6898,31,7,4,2023-02-18
G6899,P6899,31,6,19,2023-01-03
G6900,P6900,45,10,9,2023-02-20
G6901,P6901,9,1,0,2023-12-19
G6902,P6902,31,8,2,2023-01-31
G6903,P6903,1,4,14,2023-02-23
G6904,P6904,23,0,20,2023-12-25
G6905,P6905,34,11,18,2023-12-01
G6906,P6906,22,5,17,2023-07-01
G6907,P6907,8,10,9,2023-03-25
G6908,P6908,23,5,5,2023-07-14
G6909,P6909,45,13,1,2023-06-18
G6910,P6910,7,12,20,2023-05-27
G6911,P6911,30,10,10,2023-05-11
G6912,P6912,37,14,17,2023-03-03
G6913,P6913,42,8,16,2023-03-30
G6914,P6914,47,2,13,2023-09-12
G6915,P6915,15,15,20,2023-02-11
G6916,P6916,45,10,16,2023-03-07
G6917,P6917,21,11,10,2023-05-28
G6918,P6918,24,3,5,2023-02-21
G6919,P6919,15,6,8,2023-01-25
G6920,P6920,47,15,4,2023-01-06
G6921,P6921,31,0,20,2023-04-05
G6922,P6922,5,10,7,2023-02-04
G6923,P6923,34,0,14,2023-06-26
G6924,P6924,46,1,7,2023-06-16
G6925,P6925,26,6,5,2023-03-07
G6926,P6926,50,3,8,2023-12-20
G6927,P6927,44,8,6,2023-03-28
G6928,P6928,44,12,19,2023-01-13
G6929,P6929,20,13,0,2023-01-23
G6930,P6930,28,0,15,2023-11-27
G6931,P6931,5,3,19,2023-09-25
G6932,P6932,7,15,17,2023-09-16
G6933,P6933,42,6,15,2023-09-13
G6934,P6934,20,15,0,2023-06-19
G6935,P6935,2,11,10,2023-08-09
G6936,P6936,43,9,17,2023-04-18
G6937,P6937,18,10,0,2023-01-09
G6938,P6938,49,8,14,2023-08-03
G6939,P6939,31,3,18,2023-03-21
G6940,P6940,33,1,8,2023-02-17
G6941,P6941,23,9,18,2023-04-10
G6942,P6942,48,4,7,2023-05-11
G6943,P6943,4,4,10,2023-08-27
G6944,P6944,40,3,0,2023-11-08
G6945,P6945,30,5,14,2023-06-24
G6946,P6946,2,5,18,2023-07-14
G6947,P6947,20,11,7,2023-06-25
G6948,P6948,26,10,9,2023-05-25
G6949,P6949,10,6,16,2023-08-27
G6950,P6950,36,3,2,2023-03-06
G6951,P6951,26,3,8,2023-02-09
G6952,P6952,5,15,12,2023-04-05
G6953,P6953,47,4,8,2023-10-17
G6954,P6954,43,14,13,2023-08-05
G6955,P6955,45,8,11,2023-10-20
G6956,P6956,7,9,16,2023-04-21
G6957,P6957,0,0,11,2023-08-06
G6958,P6958,20,2,0,2023-04-18
G6959,P6959,41,11,10,2023-04-11
G6960,P6960,28,9,5,2023-11-19
G6961,P6961,7,13,9,2023-05-16
G6962,P6962,31,13,18,2023-09-07
G6963,P6963,5,10,12,2023-06-02
G6964,P6964,29,4,3,2023-04-23
G6965,P6965,22,4,10,2023-03-03
G6966,P6966,43,14,20,2023-09-07
G6967,P6967,29,7,13,2023-10-02
G6968,P6968,30,6,12,2023-02-06
G6969,P6969,38,2,0,2023-04-01
G6970,P6970,6,13,9,2023-01-23
G6971,P6971,47,15,0,2023-06-22
G6972,P6972,20,12,20,2023-10-09
G6973,P6973,6,12,17,2023-01-02
G6974,P6974,44,6,3,2023-11-01
G6975,P6975,28,10,15,2023-10-28
G6976,P6976,2,4,3,2023-06-22
G6977,P6977,42,7,18,2023-09-04
G6978,P6978,23,6,13,2023-08-04
G6979,P6979,12,7,13,2023-01-24
G6980,P6980,6,14,7,2023-08-24
G6981,P6981,45,3,11,2023-02-11
G6982,P6982,38,13,11,2023-03-03
G6983,P6983,37,1,8,2024-01-01
G6984,P6984,22,8,10,2023-02-08
G6985,P6985,25,12,1,2023-05-31
G6986,P6986,47,6,14,2023-11-14
G6987,P6987,11,4,7,2023-03-22
G6988,P6988,4,6,1,2023-09-12
G6989,P6989,13,9,20,2023-10-29
G6990,P6990,19,14,12,2023-08-31
G6991,P6991,28,11,0,2023-10-24
G6992,P6992,16,6,17,2023-11-29
G6993,P6993,46,14,13,2023-01-22
G6994,P6994,39,8,16,2023-05-14
G6995,P6995,22,4,4,2023-03-02
