id,soil_ph,soil_type
1322,7.4,sandy_loam
1323,6.8,clay
1324,7.1,clay
1325,7.5,sandy_loam
1326,6.0,peat
1327,6.8,sandy_loam
1328,7.2,sandy_loam
1329,6.0,clay
1330,6.0,peat
1331,6.6,clay
1332,6.5,sandy_loam
1333,6.8,peat
1334,5.9,sandy_loam
1335,5.9,sandy_loam
1336,7.0,sandy_loam
1337,6.5,clay
1338,7.3,sandy_loam
1339,7.2,sandy_loam
1340,5.7,sandy_loam
1341,7.3,clay
1342,6.5,sandy_loam
1343,6.7,clay
1344,5.6,peat
1345,6.7,clay
1346,6.0,peat
1347,5.8,sandy_loam
1348,7.5,sandy_loam
1349,5.7,clay
1350,5.8,clay
1351,6.4,sandy_loam
1352,6.3,clay
1353,6.8,clay
1354,7.4,clay
1355,7.0,sandy_loam
1356,6.1,peat
1357,7.1,sandy_loam
1358,7.3,peat
1359,6.1,peat
1360,5.7,peat
1361,6.3,clay
1362,5.7,sandy_loam
1363,6.7,clay
1364,6.2,clay
1365,6.9,sandy_loam
1366,6.0,clay
1367,7.1,sandy_loam
1368,6.8,sandy_loam
1369,5.9,peat
1370,5.6,clay
1371,6.2,peat
1372,6.1,clay
1373,6.1,peat
1374,5.7,clay
1375,5.6,sandy_loam
1376,5.8,peat
1377,5.6,sandy_loam
1378,5.7,clay
1379,5.6,sandy_loam
1380,5.9,sandy_loam
1381,5.7,peat
1382,6.6,peat
1383,6.0,sandy_loam
1384,6.0,clay
1385,6.9,sandy_loam
1386,6.4,peat
1387,6.5,clay
1388,7.0,peat
1389,6.4,sandy_loam
1390,6.2,peat
1391,6.7,sandy_loam
1392,7.1,sandy_loam
1393,6.4,clay
1394,6.3,clay
1395,6.4,sandy_loam
1396,6.1,sandy_loam
1397,7.4,sandy_loam
1398,6.5,sandy_loam
1399,6.9,sandy_loam
1400,6.9,sandy_loam
1401,5.8,peat
1402,7.4,clay
1403,6.7,clay
1404,7.5,sandy_loam
1405,7.1,clay
1406,5.8,clay
1407,6.7,clay
1408,6.4,clay
1409,7.3,sandy_loam
1410,6.4,peat
1411,6.1,sandy_loam
1412,7.3,clay
1413,5.7,sandy_loam
1414,6.2,clay
1415,7.4,peat
1416,6.9,peat
1417,6.7,clay
1418,6.0,clay
1419,7.3,clay
1420,5.8,sandy_loam
1421,6.3,peat
1422,5.9,sandy_loam
1423,7.4,sandy_loam
1424,7.4,sandy_loam
1425,7.4,sandy_loam
1426,7.4,peat
1427,7.2,peat
1428,6.5,clay
1429,5.7,peat
1430,6.6,peat
1431,6.7,peat
1432,6.4,clay
1433,6.5,clay
1434,6.6,clay
1435,6.7,clay
1436,5.9,sandy_loam
1437,6.4,clay
1438,6.3,clay
1439,7.2,peat
1440,6.5,peat
1441,6.0,clay
1442,7.4,sandy_loam
1443,7.5,sandy_loam
1444,5.8,sandy_loam
1445,6.8,clay
1446,6.9,sandy_loam
1447,5.8,clay
1448,5.9,sandy_loam
1449,6.2,sandy_loam
1450,7.0,clay
1451,5.5,sandy_loam
1452,6.5,sandy_loam
1453,7.4,sandy_loam
1454,5.8,clay
1455,6.4,peat
1456,6.8,sandy_loam
1457,6.1,sandy_loam
1458,6.0,peat
1459,5.7,clay
1460,6.3,sandy_loam
1461,7.4,sandy_loam
1462,5.8,sandy_loam
1463,6.7,clay
1464,6.5,sandy_loam
1465,7.1,sandy_loam
1466,5.9,peat
1467,6.8,peat
1468,5.7,peat
1469,6.6,peat
1470,6.5,clay
1471,5.8,clay
1472,6.3,peat
1473,6.7,clay
1474,7.3,sandy_loam
1475,5.9,clay
1476,6.4,sandy_loam
1477,6.8,clay
1478,6.9,peat
1479,6.3,peat
1480,7.3,clay
1481,6.3,sandy_loam
1482,6.3,peat
1483,6.5,sandy_loam
1484,6.8,sandy_loam
1485,5.9,sandy_loam
1486,6.7,clay
1487,7.4,peat
1488,7.3,sandy_loam
1489,6.6,clay
1490,5.7,sandy_loam
1491,6.7,clay
1492,7.0,sandy_loam
1493,6.0,sandy_loam
1494,6.8,peat
1495,5.7,peat
1496,7.2,clay
1497,7.4,clay
1498,5.8,peat
1499,7.3,peat
1500,7.0,peat
1501,7.2,clay
1502,7.5,clay
1503,6.9,sandy_loam
1504,5.8,sandy_loam
1505,6.1,peat
1506,6.4,sandy_loam
1507,5.7,sandy_loam
1508,6.0,clay
1509,6.6,clay
1510,6.3,clay
1511,6.8,clay
1512,6.0,clay
1513,6.6,clay
1514,6.3,peat
1515,7.1,sandy_loam
1516,6.0,clay
1517,6.1,clay
1518,6.8,sandy_loam
1519,6.2,clay
1520,5.9,sandy_loam
1521,6.4,clay
1522,6.1,sandy_loam
1523,6.3,peat
1524,5.7,clay
1525,7.5,peat
1526,7.3,sandy_loam
1527,5.7,clay
1528,6.0,sandy_loam
1529,7.3,sandy_loam
1530,6.2,clay
1531,5.9,clay
1532,7.3,sandy_loam
1533,7.0,clay
1534,6.1,clay
1535,7.4,peat
1536,6.4,clay
1537,7.2,clay
1538,6.9,sandy_loam
1539,7.2,clay
1540,7.3,peat
1541,7.3,sandy_loam
1542,6.0,sandy_loam
1543,5.8,peat
1544,6.9,clay
1545,5.5,peat
1546,5.9,peat
1547,6.7,clay
1548,6.9,clay
1549,6.7,clay
1550,6.1,peat
1551,7.0,sandy_loam
1552,6.5,clay
1553,7.3,peat
1554,5.9,sandy_loam
1555,7.2,clay
1556,7.3,peat
1557,6.6,clay
1558,7.0,clay
1559,7.4,peat
1560,7.3,sandy_loam
1561,7.3,clay
1562,7.0,sandy_loam
1563,6.0,clay
1564,7.3,clay
1565,6.6,clay
1566,5.8,sandy_loam
1567,5.5,clay
1568,6.4,peat
1569,7.1,sandy_loam
1570,6.8,sandy_loam
1571,6.5,peat
1572,6.1,peat
1573,7.5,clay
1574,7.4,peat
1575,6.3,peat
1576,5.5,clay
1577,5.7,clay
1578,7.4,clay
1579,7.0,clay
1580,6.0,clay
1581,6.2,sandy_loam
1582,6.1,sandy_loam
1583,5.8,clay
1584,6.1,sandy_loam
1585,5.7,sandy_loam
1586,7.1,sandy_loam
1587,7.0,sandy_loam
1588,6.4,sandy_loam
1589,6.4,sandy_loam
1590,6.8,sandy_loam
1591,5.9,sandy_loam
1592,6.2,sandy_loam
1593,6.7,sandy_loam
1594,6.2,peat
1595,6.7,clay
1596,5.7,peat
1597,7.2,clay
1598,5.5,clay
1599,6.0,sandy_loam
1600,6.9,clay
1601,7.1,peat
1602,6.8,peat
1603,6.8,clay
1604,5.6,clay
1605,6.8,clay
1606,5.5,peat
1607,7.1,sandy_loam
1608,7.0,peat
1609,6.0,sandy_loam
1610,6.1,sandy_loam
1611,7.0,sandy_loam
1612,6.8,peat
1613,6.3,clay
1614,6.4,clay
1615,5.5,sandy_loam
1616,7.2,sandy_loam
1617,7.4,sandy_loam
1618,6.4,sandy_loam
1619,7.4,clay
1620,7.0,clay
1621,6.4,sandy_loam
1622,7.4,peat
1623,6.9,peat
1624,7.1,peat
1625,6.0,peat
1626,6.1,peat
1627,6.4,sandy_loam
1628,5.6,sandy_loam
1629,5.5,clay
1630,6.4,sandy_loam
1631,7.2,clay
1632,7.4,peat
1633,6.2,peat
1634,6.4,peat
1635,6.9,sandy_loam
1636,7.1,peat
1637,5.7,peat
1638,6.9,clay
1639,6.7,peat
1640,5.5,clay
1641,6.1,clay
1642,7.4,peat
1643,5.6,clay
1644,6.3,sandy_loam
1645,7.1,clay
1646,5.5,sandy_loam
1647,6.6,sandy_loam
1648,6.1,sandy_loam
1649,7.0,peat
1650,6.7,peat
1651,5.5,sandy_loam
1652,6.8,clay
1653,6.4,sandy_loam
1654,6.5,clay
1655,5.8,sandy_loam
1656,5.9,sandy_loam
1657,7.3,sandy_loam
1658,6.0,clay
1659,6.5,sandy_loam
1660,7.3,clay
1661,6.4,clay
1662,5.9,sandy_loam
1663,6.2,clay
1664,6.8,sandy_loam
1665,6.3,peat
1666,7.4,sandy_loam
1667,6.1,peat
1668,6.0,sandy_loam
1669,5.7,sandy_loam
1670,7.4,peat
1671,7.3,clay
1672,6.8,sandy_loam
1673,5.9,clay
1674,5.8,sandy_loam
1675,7.1,sandy_loam
1676,6.4,peat
1677,7.2,peat
1678,7.0,sandy_loam
1679,7.5,clay
1680,7.3,peat
1681,6.4,sandy_loam
1682,6.7,sandy_loam
1683,7.3,sandy_loam
1684,6.6,sandy_loam
1685,6.5,sandy_loam
1686,7.0,clay
1687,7.1,sandy_loam
1688,6.6,sandy_loam
1689,7.3,peat
1690,6.3,sandy_loam
1691,6.5,peat
1692,7.3,sandy_loam
1693,6.7,peat
1694,7.2,peat
1695,6.5,peat
1696,5.8,peat
1697,7.5,clay
1698,6.0,sandy_loam
1699,6.7,clay
1700,6.6,peat
1701,5.8,sandy_loam
1702,6.9,clay
1703,6.0,sandy_loam
1704,5.5,clay
1705,6.7,sandy_loam
1706,7.0,peat
1707,5.6,sandy_loam
1708,6.4,peat
1709,6.2,peat
1710,6.5,peat
1711,5.8,sandy_loam
1712,5.9,peat
1713,5.7,sandy_loam
1714,6.8,peat
1715,6.3,clay
1716,5.7,sandy_loam
1717,7.1,peat
1718,5.5,peat
1719,6.3,peat
1720,6.6,sandy_loam
1721,6.1,peat
1722,5.8,peat
1723,6.0,peat
1724,7.4,peat
1725,6.8,peat
1726,5.9,clay
1727,5.7,clay
1728,6.7,peat
1729,6.7,clay
1730,5.9,sandy_loam
1731,7.2,peat
1732,6.6,clay
1733,6.1,sandy_loam
1734,6.2,peat
1735,7.0,peat
1736,6.0,clay
1737,6.0,clay
1738,6.3,sandy_loam
1739,6.8,clay
1740,6.6,sandy_loam
1741,5.9,peat
1742,7.2,peat
1743,6.5,clay
1744,7.3,sandy_loam
1745,6.5,peat
1746,6.9,sandy_loam
1747,7.1,sandy_loam
1748,5.7,peat
1749,6.7,clay
1750,6.9,sandy_loam
1751,6.5,clay
1752,6.0,clay
1753,7.1,clay
1754,6.1,sandy_loam
1755,6.8,clay
1756,6.0,clay
1757,6.0,sandy_loam
1758,5.7,clay
1759,6.2,clay
1760,6.6,sandy_loam
1761,6.7,clay
1762,5.6,sandy_loam
1763,6.1,peat
1764,6.8,peat
1765,6.4,clay
1766,7.0,clay
1767,6.4,sandy_loam
1768,6.2,clay
1769,5.5,clay
1770,6.6,peat
1771,5.7,sandy_loam
1772,7.0,peat
1773,5.5,clay
1774,6.3,peat
1775,5.8,clay
1776,6.5,peat
1777,6.4,peat
1778,6.4,sandy_loam
1779,7.1,clay
1780,7.1,clay
1781,7.1,clay
1782,6.8,sandy_loam
1783,5.9,peat
1784,7.5,clay
1785,6.7,clay
1786,6.4,sandy_loam
1787,7.3,clay
1788,7.3,clay
1789,6.3,clay
1790,5.6,peat
1791,6.4,sandy_loam
1792,6.9,peat
1793,6.8,sandy_loam
1794,7.1,clay
1795,7.1,peat
1796,6.6,sandy_loam
1797,7.0,peat
1798,7.0,clay
1799,6.0,clay
1800,6.3,peat
1801,5.7,clay
1802,6.3,peat
1803,6.8,clay
1804,6.7,peat
1805,6.2,sandy_loam
1806,6.1,peat
1807,5.7,clay
1808,6.1,peat
1809,6.6,peat
1810,6.9,clay
1811,6.4,clay
1812,6.5,peat
1813,7.3,sandy_loam
1814,6.6,clay
1815,6.8,sandy_loam
1816,6.2,peat
1817,6.9,sandy_loam
1818,6.2,sandy_loam
1819,7.4,peat
1820,6.1,sandy_loam
1821,7.0,sandy_loam
1822,7.2,clay
1823,7.3,clay
1824,5.8,clay
1825,5.7,sandy_loam
1826,7.1,sandy_loam
1827,6.4,peat
1828,7.1,peat
1829,7.3,clay
1830,6.3,peat
1831,6.9,peat
1832,6.0,sandy_loam
1833,6.4,clay
1834,7.3,sandy_loam
1835,7.1,peat
1836,6.2,peat
1837,5.5,clay
1838,5.9,peat
1839,5.8,sandy_loam
1840,6.5,clay
1841,5.5,clay
1842,6.0,sandy_loam
1843,6.8,peat
1844,6.7,clay
1845,6.5,peat
1846,7.0,peat
1847,6.3,clay
1848,5.7,peat
1849,5.5,sandy_loam
1850,6.6,clay
1851,6.8,sandy_loam
1852,6.2,sandy_loam
1853,6.8,sandy_loam
1854,6.9,peat
1855,5.9,sandy_loam
1856,6.8,peat
1857,7.4,sandy_loam
1858,6.9,peat
1859,6.0,sandy_loam
1860,6.7,peat
1861,7.2,peat
1862,7.5,sandy_loam
1863,7.3,sandy_loam
1864,6.9,clay
1865,6.3,clay
1866,7.2,peat
1867,6.0,clay
1868,5.8,sandy_loam
1869,6.7,peat
1870,6.8,clay
1871,5.8,peat
1872,7.0,clay
1873,5.8,sandy_loam
1874,6.6,peat
1875,5.8,sandy_loam
1876,6.9,sandy_loam
1877,5.9,sandy_loam
1878,6.6,clay
1879,7.0,sandy_loam
1880,6.6,sandy_loam
1881,7.4,peat
1882,6.3,peat
1883,5.6,peat
1884,6.3,peat
1885,6.7,clay
1886,7.3,peat
1887,6.7,sandy_loam
1888,6.0,clay
1889,6.4,clay
1890,6.9,sandy_loam
1891,5.6,peat
1892,5.9,sandy_loam
1893,6.5,sandy_loam
1894,5.6,peat
1895,6.1,sandy_loam
1896,6.8,clay
1897,7.0,clay
1898,6.9,sandy_loam
1899,6.5,clay
1900,6.1,clay
1901,5.6,clay
1902,7.1,peat
1903,6.3,sandy_loam
1904,5.7,clay
1905,6.0,peat
1906,5.6,sandy_loam
1907,6.1,clay
1908,6.5,sandy_loam
1909,5.7,clay
1910,6.5,peat
1911,7.0,sandy_loam
1912,5.6,sandy_loam
1913,6.9,peat
1914,7.4,clay
1915,6.6,clay
1916,7.5,peat
1917,6.5,sandy_loam
1918,6.2,sandy_loam
1919,6.3,clay
1920,5.8,clay
1921,6.7,clay
1922,6.9,clay
1923,6.6,sandy_loam
1924,5.7,clay
1925,5.9,clay
1926,5.9,clay
1927,7.3,peat
1928,6.3,clay
1929,6.4,clay
1930,5.8,sandy_loam
1931,7.3,sandy_loam
1932,5.7,sandy_loam
1933,5.9,clay
1934,6.8,peat
1935,7.0,sandy_loam
1936,6.6,clay
1937,5.8,peat
1938,5.6,clay
1939,6.8,peat
1940,7.1,sandy_loam
1941,6.2,clay
1942,7.4,clay
1943,5.7,clay
1944,7.2,sandy_loam
1945,5.8,sandy_loam
1946,6.1,clay
1947,5.7,sandy_loam
1948,6.6,clay
1949,5.7,clay
1950,6.3,clay
1951,6.9,peat
1952,6.4,clay
1953,7.0,clay
1954,6.2,sandy_loam
1955,5.5,clay
1956,7.2,clay
1957,6.7,clay
1958,6.0,sandy_loam
1959,7.1,sandy_loam
1960,5.9,clay
1961,6.8,sandy_loam
1962,6.0,sandy_loam
1963,7.0,peat
1964,7.3,clay
1965,6.1,peat
1966,6.9,clay
1967,5.7,sandy_loam
1968,6.3,clay
1969,5.7,sandy_loam
1970,5.5,peat
1971,6.6,clay
1972,6.7,peat
1973,5.9,peat
1974,7.3,peat
1975,6.9,clay
1976,7.2,peat
1977,6.0,clay
1978,6.0,peat
1979,5.6,peat
1980,6.6,clay
1981,6.3,sandy_loam
1982,5.6,sandy_loam
1983,7.5,peat
1984,7.4,peat
1985,6.3,sandy_loam
1986,6.3,sandy_loam
1987,7.1,sandy_loam
1988,6.3,peat
1989,7.4,peat
1990,7.4,clay
1991,7.4,sandy_loam
1992,6.9,peat
1993,6.8,peat
1994,6.2,peat
1995,6.2,clay
1996,6.1,sandy_loam
1997,5.8,clay
1998,7.3,peat
1999,5.5,clay
2000,6.8,sandy_loam
