ticker,date,open,high,low,close,volume
TICK904,2024-04-21,122.31,155.98,169.62,190.86,48111216
TICK905,2023-05-14,188.67,172.02,167.03,126.41,6120390
TICK906,2023-11-05,152.5,182.63,192.35,109.36,20926646
TICK907,2023-09-12,182.56,175.37,184.33,122.45,7388950
TICK908,2024-07-21,107.36,102.2,149.45,103.93,79172161
TICK909,2023-12-21,189.8,192.06,123.43,184.4,43402982
TICK910,2024-07-19,138.44,167.15,149.06,107.55,40956450
TICK911,2024-11-28,147.76,119.36,180.52,157.25,87790714
TICK912,2023-10-02,133.81,127.82,159.17,168.11,74109153
TICK913,2023-12-19,122.0,187.26,181.13,125.8,86820083
TICK914,2023-10-06,164.65,130.07,133.66,183.42,25956383
TICK915,2023-11-29,115.32,168.18,172.32,129.65,60812489
TICK916,2024-04-15,195.47,135.83,194.24,189.31,10194858
TICK917,2024-01-05,186.03,130.28,169.62,165.2,1038545
TICK918,2024-11-06,185.57,138.67,102.04,190.05,29794074
TICK919,2024-04-03,138.94,139.14,195.0,143.48,8831925
TICK920,2023-05-31,199.04,100.72,100.45,131.79,56877214
TICK921,2023-03-15,127.38,197.78,159.08,118.33,10969255
TICK922,2024-11-27,101.56,194.49,162.32,197.25,21454355
TICK923,2024-01-25,122.22,147.27,180.44,180.34,52652480
TICK924,2023-05-26,105.95,162.17,191.94,196.01,3398884
TICK925,2024-01-09,195.33,102.66,144.17,105.06,45092055
TICK926,2023-05-12,147.92,126.2,172.67,123.03,80888111
TICK927,2024-07-29,151.4,112.78,154.12,160.04,51085903
TICK928,2024-11-06,178.9,142.46,107.09,149.7,56545840
TICK929,2024-10-04,115.78,113.75,103.27,165.85,8125449
TICK930,2024-12-01,137.22,173.82,150.13,195.62,73868331
TICK931,2023-02-05,150.73,183.48,162.86,134.17,57743671
TICK932,2023-02-25,140.06,122.75,153.25,127.03,66739773
TICK933,2023-08-10,172.96,160.26,159.26,156.9,9977322
TICK934,2024-01-04,118.7,164.18,117.14,195.23,78133994
TICK935,2023-01-10,118.48,123.53,111.1,161.32,11934597
TICK936,2023-09-19,128.91,109.24,126.51,177.99,61331684
TICK937,2024-05-31,130.36,150.41,151.08,108.05,52553560
TICK938,2024-10-15,189.36,140.53,174.69,137.6,73570339
TICK939,2023-12-04,105.29,143.63,123.71,132.58,67964439
TICK940,2023-03-24,131.57,138.39,154.18,174.68,40264657
TICK941,2024-09-23,193.99,199.29,181.29,113.39,66727793
TICK942,2023-04-12,147.81,164.53,135.99,113.77,92376737
TICK943,2024-04-20,192.93,112.67,186.32,196.2,67276884
TICK944,2023-05-29,197.27,154.16,191.7,153.22,88007578
TICK945,2023-06-14,147.11,171.7,194.15,168.12,91294835
TICK946,2023-01-08,115.78,130.02,149.83,134.34,73312890
TICK947,2023-01-05,103.67,189.89,184.27,126.01,14277618
TICK948,2024-05-15,161.36,194.96,191.19,126.38,65068086
TICK949,2023-06-20,125.65,105.76,184.6,113.82,12079331
TICK950,2023-05-31,115.51,156.01,146.08,157.29,79503945
TICK951,2024-04-09,134.36,109.93,151.83,130.96,70559266
TICK952,2023-05-27,134.31,116.09,102.5,131.25,5139176
TICK953,2024-06-26,118.87,160.2,120.69,197.95,99475970
TICK954,2023-04-29,149.18,174.35,103.0,113.22,88137941
TICK955,2023-06-05,124.97,167.94,117.43,115.07,85355071
TICK956,2023-07-24,162.83,137.71,119.15,109.39,75164350
TICK957,2024-06-08,159.87,179.41,163.35,113.71,92260172
TICK958,2023-03-01,159.58,131.44,152.31,190.68,79932176
TICK959,2024-04-14,140.35,157.8,197.95,181.22,92895551
TICK960,2024-02-13,130.19,161.04,127.6,173.88,88381150
TICK961,2023-09-12,181.42,160.71,131.83,193.01,69720343
TICK962,2023-11-24,116.85,181.96,158.36,159.12,97682066
TICK963,2024-11-11,167.56,195.91,199.36,143.63,10316324
TICK964,2023-04-21,131.89,168.85,195.47,133.39,75043693
TICK965,2024-03-16,187.14,126.95,150.91,156.17,10602069
TICK966,2023-08-05,190.53,182.94,180.63,113.08,72907820
TICK967,2024-02-18,108.73,105.33,115.06,142.77,63322407
TICK968,2023-08-19,139.42,141.05,181.87,147.5,55720828
TICK969,2024-02-09,187.53,154.77,142.68,120.37,65993222
TICK970,2024-02-25,184.17,104.23,113.42,149.9,17681326
TICK971,2023-12-04,102.83,199.74,114.23,114.85,38376776
TICK972,2023-01-16,108.81,127.75,115.99,148.19,52425701
TICK973,2023-12-18,157.27,158.18,168.06,178.42,69034275
TICK974,2023-01-09,166.77,193.98,140.46,101.46,51323752
TICK975,2023-03-13,187.28,184.45,132.14,117.77,3771587
TICK976,2023-01-22,186.97,139.38,142.81,167.3,16889850
TICK977,2023-07-05,192.77,193.16,175.44,103.24,92589616
TICK978,2023-03-27,163.62,152.62,195.3,124.1,2546718
TICK979,2023-02-22,183.42,156.93,166.64,140.7,9360936
TICK980,2024-05-09,192.53,143.08,129.29,184.87,22104005
TICK981,2024-06-20,123.96,122.38,149.89,168.02,21974599
TICK982,2023-05-08,120.5,196.29,198.42,120.19,81512394
TICK983,2024-10-15,114.79,104.63,183.99,104.44,38238993
TICK984,2023-05-02,155.99,100.01,197.39,198.64,77251602
TICK985,2023-08-23,149.21,151.36,173.17,146.32,85293597
TICK986,2023-07-08,167.72,170.46,145.0,199.42,44296577
TICK987,2024-10-21,167.38,149.08,173.25,195.41,92289761
TICK988,2023-08-21,115.67,127.79,179.85,184.56,5425879
TICK989,2024-01-24,158.02,140.92,162.21,112.82,42656654
TICK990,2024-12-10,116.33,176.26,175.37,137.54,55993878
TICK991,2023-02-27,173.85,141.13,156.72,130.49,79032332
TICK992,2023-01-05,111.01,149.94,161.37,160.72,66257113
TICK993,2023-12-26,140.99,146.42,159.09,167.81,72481785
TICK994,2023-02-25,128.19,129.58,140.96,130.86,12863314
TICK995,2024-12-05,129.74,194.34,102.05,190.94,29496300
TICK996,2023-10-01,194.46,190.48,178.65,121.17,76872000
TICK997,2024-08-20,128.03,123.27,153.74,108.33,34726573
TICK998,2024-12-14,140.41,148.64,174.3,151.84,79069404
TICK999,2023-12-16,116.87,153.49,117.58,181.44,77406316
TICK1000,2023-09-21,164.89,188.92,181.69,177.02,13423904
TICK1001,2024-01-28,113.3,145.3,182.56,164.79,38734043
TICK1002,2023-03-14,133.77,174.67,168.34,129.62,74429839
TICK1003,2024-10-26,149.0,171.48,193.69,141.62,93217322
TICK1004,2024-09-27,105.24,167.53,163.78,154.48,60029368
TICK1005,2023-05-13,111.62,173.4,149.38,127.13,63279323
TICK1006,2024-05-03,178.81,122.6,123.34,104.88,15623226
TICK1007,2024-03-26,126.14,106.62,113.24,194.12,12110647
TICK1008,2024-09-18,126.73,155.39,153.69,128.7,12862847
TICK1009,2024-05-03,119.64,133.29,163.23,178.82,56675576
TICK1010,2023-09-01,159.39,154.06,109.48,100.8,87722683
TICK1011,2024-05-26,152.25,130.16,115.16,157.25,97133820
TICK1012,2023-03-13,115.2,131.2,163.89,158.51,86668681
TICK1013,2023-05-04,170.82,120.71,183.25,107.32,83761363
TICK1014,2023-08-29,163.84,156.24,193.59,164.01,19652015
TICK1015,2023-03-20,179.42,176.96,189.99,175.85,33740978
TICK1016,2024-12-23,129.18,148.25,196.7,170.69,92718668
TICK1017,2023-04-22,145.49,133.78,191.83,160.75,27568436
TICK1018,2023-12-30,198.75,199.83,159.64,170.13,8545967
TICK1019,2024-05-25,165.43,170.01,138.14,135.05,86111756
TICK1020,2023-08-28,104.98,101.45,126.27,103.22,92104796
TICK1021,2024-06-11,124.87,199.86,125.67,152.7,49593838
TICK1022,2024-01-27,176.61,194.73,163.87,172.29,53005168
TICK1023,2023-04-22,181.41,159.4,191.98,148.45,11461381
TICK1024,2024-03-04,157.15,172.75,116.1,170.75,2172142
TICK1025,2024-03-21,191.93,166.56,194.02,141.52,22455134
TICK1026,2023-08-19,140.18,186.61,159.3,188.34,32045668
TICK1027,2024-04-08,187.81,181.64,156.52,154.25,30187034
TICK1028,2024-06-07,114.63,152.73,117.57,127.42,15714811
TICK1029,2023-04-21,136.72,195.9,131.85,105.66,45919067
TICK1030,2024-04-10,192.95,192.54,103.88,111.53,60907870
TICK1031,2024-01-03,156.29,117.25,198.1,155.05,92316737
TICK1032,2023-08-10,140.56,170.75,178.03,146.75,39925267
TICK1033,2024-08-12,154.06,114.83,170.31,189.39,13277073
TICK1034,2024-02-06,102.82,126.56,126.72,168.79,15833874
TICK1035,2023-03-08,121.78,161.61,136.86,147.67,95403281
TICK1036,2023-10-30,187.28,141.13,118.07,105.41,66955838
TICK1037,2023-01-02,150.27,191.5,136.35,165.16,89832139
TICK1038,2023-09-17,159.53,140.29,111.34,132.27,41029356
TICK1039,2024-09-16,154.79,163.64,113.99,138.68,30717297
TICK1040,2024-01-29,125.5,170.47,107.79,125.01,45252278
TICK1041,2023-02-11,131.93,183.19,140.12,131.35,59643347
TICK1042,2024-04-13,187.4,128.6,142.81,154.23,42693019
TICK1043,2023-09-04,195.99,167.88,153.13,120.52,45894618
TICK1044,2024-09-01,148.63,130.63,105.03,154.86,88979710
TICK1045,2024-03-28,123.8,127.02,114.64,135.97,55691527
TICK1046,2023-03-25,158.56,189.36,184.73,141.78,99374957
TICK1047,2023-05-14,130.39,191.79,174.17,109.91,13282424
TICK1048,2024-07-24,189.86,133.22,137.78,118.47,9882618
TICK1049,2023-12-09,146.83,197.01,143.46,161.83,16167818
TICK1050,2023-05-19,153.62,110.28,157.28,147.24,15405455
TICK1051,2024-06-22,160.04,156.17,100.44,199.6,24808093
TICK1052,2024-03-25,111.37,103.64,184.67,190.05,56290513
TICK1053,2023-10-17,192.42,172.47,121.93,109.86,60806814
TICK1054,2024-09-12,189.32,179.96,176.07,107.88,26720793
TICK1055,2024-05-08,145.66,174.36,135.67,187.92,79794264
TICK1056,2024-08-12,146.82,177.82,149.73,141.54,8967886
TICK1057,2023-02-02,102.51,190.64,121.85,187.29,86576723
TICK1058,2024-05-07,162.67,111.07,137.24,198.7,26807765
TICK1059,2024-01-04,188.08,158.61,109.16,140.79,92999786
TICK1060,2024-09-03,117.21,108.42,121.51,188.37,19712886
TICK1061,2024-12-25,166.32,151.26,133.72,125.71,74814593
TICK1062,2023-04-11,128.33,174.02,102.42,131.05,52865439
TICK1063,2023-02-16,105.87,166.78,106.13,193.76,44167977
TICK1064,2024-09-10,188.34,165.88,113.96,147.0,51436812
TICK1065,2023-12-30,163.38,170.61,158.41,157.52,27478946
TICK1066,2024-04-10,144.26,121.67,162.47,165.68,34773463
TICK1067,2024-08-02,106.83,136.59,184.89,142.99,99138609
TICK1068,2023-05-27,164.38,172.18,151.12,109.64,26671831
TICK1069,2023-04-05,131.05,121.49,197.81,196.52,28243170
TICK1070,2024-12-30,154.75,194.29,129.93,174.77,32671938
TICK1071,2023-01-26,101.12,191.24,139.83,104.35,84618999
TICK1072,2024-08-04,157.55,130.84,102.87,157.01,29620889
TICK1073,2023-10-25,118.79,129.23,112.93,172.48,34837142
TICK1074,2024-10-12,100.09,149.91,100.85,104.36,70958677
TICK1075,2024-04-24,125.27,111.07,113.04,186.71,70123854
TICK1076,2023-10-13,175.76,154.36,191.98,136.04,6852284
TICK1077,2023-11-18,179.07,160.87,163.52,152.85,81939734
TICK1078,2023-03-15,195.58,114.81,188.11,101.12,5996101
TICK1079,2024-01-21,117.22,116.43,169.83,136.98,5191061
TICK1080,2023-06-26,156.44,134.72,131.92,170.99,2558186
TICK1081,2023-11-07,178.95,153.83,151.1,142.82,31925180
TICK1082,2024-12-30,127.04,160.22,159.21,192.5,26904862
TICK1083,2023-10-17,174.66,102.53,163.67,123.99,66736208
TICK1084,2023-01-24,145.03,109.79,162.87,126.6,91377317
TICK1085,2023-11-13,136.89,100.75,176.14,105.79,11030480
TICK1086,2023-09-25,105.26,135.51,199.02,193.26,71721217
TICK1087,2023-10-19,139.45,109.99,187.88,114.46,56497191
TICK1088,2023-12-19,146.7,101.89,149.81,147.64,16141728
TICK1089,2024-12-10,102.21,115.67,128.07,113.88,17654109
TICK1090,2024-01-01,195.52,179.64,133.09,111.33,95742955
TICK1091,2023-01-11,128.33,171.14,107.05,107.97,5597250
TICK1092,2024-01-18,169.9,107.13,112.72,170.9,7309108
TICK1093,2023-07-11,119.93,170.46,183.08,136.31,93165951
TICK1094,2023-11-30,170.12,151.77,179.31,163.8,67174327
TICK1095,2023-08-15,110.34,196.52,131.18,111.28,36648394
TICK1096,2023-03-03,198.36,101.02,168.55,135.5,58642189
TICK1097,2023-10-22,177.17,174.29,132.26,128.05,75469991
TICK1098,2023-03-30,174.29,140.0,185.45,154.9,38801331
TICK1099,2024-03-20,146.01,195.01,111.57,163.14,44920340
TICK1100,2024-09-11,173.69,152.39,131.8,117.64,51500743
TICK1101,2023-06-23,133.36,133.04,147.54,150.65,92281788
TICK1102,2024-11-15,133.66,176.29,101.56,160.23,22501863
TICK1103,2024-01-21,153.25,166.03,137.58,177.48,60138770
TICK1104,2023-12-15,142.06,105.59,179.38,101.4,32449998
TICK1105,2023-12-24,157.32,100.63,138.27,127.81,66097360
TICK1106,2024-10-28,159.92,117.19,135.45,116.74,15373697
TICK1107,2024-02-19,104.42,158.39,119.29,164.66,30860641
TICK1108,2024-06-23,100.72,181.6,104.68,147.27,74422863
TICK1109,2023-09-12,129.98,174.38,135.23,184.87,47637451
TICK1110,2023-04-22,172.3,180.37,119.63,155.85,81798219
TICK1111,2023-03-03,138.62,185.8,123.87,128.8,89607963
TICK1112,2023-12-22,107.29,112.21,112.78,100.39,63194780
TICK1113,2023-12-03,166.54,169.57,137.84,178.17,74247668
TICK1114,2023-04-27,187.86,162.29,121.64,119.04,92460308
TICK1115,2024-01-26,126.78,111.5,149.39,103.93,50171449
TICK1116,2023-05-27,143.61,115.51,144.27,148.41,78652191
TICK1117,2024-03-07,130.32,180.75,199.04,191.32,93772037
TICK1118,2023-07-19,152.4,138.16,102.55,110.56,32563897
TICK1119,2023-07-28,123.95,175.2,112.9,113.79,11153429
TICK1120,2024-12-03,152.41,118.62,128.99,129.25,8517607
TICK1121,2023-07-23,184.29,104.86,145.05,112.96,92530960
TICK1122,2023-01-28,171.28,130.61,196.29,163.87,39410920
TICK1123,2023-06-11,177.08,152.29,158.41,148.04,86282224
TICK1124,2023-02-16,168.36,110.16,137.49,197.8,99926829
TICK1125,2023-03-21,183.14,171.67,154.65,191.96,4697531
TICK1126,2024-06-29,185.55,184.16,192.07,157.81,44493216
TICK1127,2024-11-02,189.17,168.73,196.35,145.76,76919056
TICK1128,2023-03-30,134.75,138.66,109.0,115.7,37140644
TICK1129,2023-08-17,115.09,174.44,149.64,120.78,27761792
TICK1130,2023-06-07,143.65,166.45,139.79,131.95,45126502
TICK1131,2024-05-24,116.72,106.12,158.26,105.78,15845080
TICK1132,2024-12-31,132.3,181.07,117.4,189.8,97764921
TICK1133,2024-01-28,156.45,182.76,104.86,122.38,76900350
TICK1134,2023-04-30,147.08,152.98,146.27,125.51,66598673
TICK1135,2023-02-11,132.87,100.41,199.9,176.44,12558792
TICK1136,2023-11-07,108.39,195.56,157.5,131.45,57244012
TICK1137,2024-01-14,101.21,114.49,123.12,159.49,86413625
TICK1138,2024-04-08,148.85,166.61,146.83,130.11,30917232
TICK1139,2023-01-27,141.37,150.93,161.91,167.47,99250272
TICK1140,2023-05-04,149.49,112.58,175.16,187.36,3041631
TICK1141,2023-02-23,168.75,142.39,155.43,191.02,8088756
TICK1142,2023-11-16,193.36,191.76,160.37,101.33,70783391
TICK1143,2023-06-19,108.51,169.73,185.36,168.62,32046875
TICK1144,2024-04-07,160.06,191.77,161.78,144.3,72330706
TICK1145,2023-11-09,165.5,191.33,170.3,199.84,76529271
TICK1146,2023-01-26,128.71,182.16,119.15,128.8,39000940
TICK1147,2023-07-13,181.62,106.21,137.85,157.44,53760398
TICK1148,2024-12-30,178.94,162.57,164.79,107.45,51153739
TICK1149,2023-10-17,148.22,175.44,177.96,100.55,89333100
TICK1150,2023-03-18,104.17,118.87,152.88,113.73,24018435
TICK1151,2023-06-07,145.73,173.36,106.53,116.59,74783125
TICK1152,2023-09-07,191.34,104.26,117.47,184.59,40265493
TICK1153,2024-03-21,140.94,149.17,159.15,198.58,31938892
TICK1154,2023-06-16,111.48,167.6,154.02,101.98,56474523
TICK1155,2023-01-26,170.84,169.22,169.26,153.29,11941243
TICK1156,2023-12-15,147.38,174.83,109.6,149.02,53348440
TICK1157,2024-10-11,189.05,130.92,183.76,142.55,79454764
TICK1158,2023-04-12,176.15,130.14,115.38,106.86,76383898
TICK1159,2023-04-29,170.6,161.51,175.82,126.78,72767455
TICK1160,2023-04-24,149.31,160.81,182.39,185.81,71612634
TICK1161,2024-04-04,191.49,183.75,170.69,170.85,72458654
TICK1162,2023-08-14,195.33,199.32,139.37,108.6,55660649
TICK1163,2024-02-20,127.61,171.44,125.02,153.9,91515711
TICK1164,2024-08-05,197.39,168.55,120.86,181.15,39454021
TICK1165,2024-10-21,175.21,150.06,118.0,199.61,82059043
TICK1166,2023-08-11,164.73,116.96,121.65,173.0,11698509
TICK1167,2023-05-15,130.56,162.54,134.75,112.3,35702010
TICK1168,2024-06-29,109.3,197.57,140.46,137.44,70072377
TICK1169,2023-03-07,130.81,136.94,153.95,162.32,29466557
TICK1170,2023-02-01,154.83,179.53,171.87,124.5,38198091
TICK1171,2024-11-01,169.99,127.4,188.57,178.45,37911716
TICK1172,2024-02-18,164.7,151.73,107.98,117.77,84306108
TICK1173,2024-04-15,199.03,195.27,116.52,157.46,78260881
TICK1174,2023-10-24,126.32,118.17,187.91,170.07,85676800
TICK1175,2024-01-09,111.85,144.85,161.24,120.74,89388562
TICK1176,2023-10-02,122.71,136.16,188.82,101.36,50971141
TICK1177,2023-07-24,149.66,170.41,159.86,179.12,22566424
TICK1178,2024-03-07,145.49,115.01,168.94,137.34,77020494
TICK1179,2024-09-30,118.11,179.99,126.49,159.51,61795695
TICK1180,2023-04-04,114.48,190.27,110.16,194.63,6977078
TICK1181,2024-02-24,159.33,147.24,128.5,196.6,5712494
TICK1182,2024-04-14,133.27,138.35,175.47,105.54,96999214
TICK1183,2024-03-23,186.64,163.69,106.43,171.47,19326134
TICK1184,2023-12-12,104.17,125.21,132.08,185.38,7622079
TICK1185,2023-09-04,115.46,186.59,114.77,146.41,65868329
TICK1186,2023-09-20,110.94,184.81,103.78,117.94,97733252
TICK1187,2023-09-28,150.06,154.1,194.45,143.17,47394443
TICK1188,2023-01-14,129.94,193.99,162.83,145.76,25400669
TICK1189,2023-02-09,178.77,123.02,145.76,195.01,30250600
TICK1190,2024-04-08,155.02,145.04,117.26,168.45,83657893
TICK1191,2023-11-21,184.32,133.71,158.89,155.26,65743267
TICK1192,2023-03-13,122.36,153.8,127.52,163.78,99391108
TICK1193,2023-06-24,156.7,107.78,121.32,132.32,84916033
TICK1194,2024-07-13,173.95,196.88,177.85,135.05,88179827
TICK1195,2024-02-09,171.78,145.41,116.85,134.62,29698046
TICK1196,2023-03-29,178.09,148.48,141.59,150.32,65543840
TICK1197,2023-04-30,166.67,168.93,129.26,127.49,16416961
TICK1198,2023-02-03,134.12,102.69,109.41,150.47,70075457
TICK1199,2023-09-22,195.99,112.69,142.0,113.91,44997030
TICK1200,2023-08-06,192.11,169.0,192.13,187.52,98952469
TICK1201,2023-10-16,105.5,168.91,147.53,102.36,35787452
TICK1202,2023-09-07,133.33,155.49,141.95,101.69,15871546
TICK1203,2024-03-08,128.1,115.93,190.81,132.1,93272262
TICK1204,2023-08-26,135.36,144.17,192.32,187.49,24590606
TICK1205,2023-12-09,166.11,133.47,114.02,132.28,84905943
TICK1206,2024-10-23,128.85,145.97,188.47,113.92,55648647
TICK1207,2023-08-01,128.55,119.55,109.06,152.59,36254288
TICK1208,2023-11-29,119.24,108.0,153.02,116.4,53549874
TICK1209,2023-08-05,184.74,180.04,108.29,115.92,23049290
TICK1210,2023-03-11,146.63,172.54,108.98,173.44,42868381
TICK1211,2023-02-17,193.04,104.95,119.17,189.06,32850454
TICK1212,2023-03-01,188.26,161.07,142.07,107.19,29935331
TICK1213,2023-02-23,141.09,127.28,182.41,133.96,58450318
TICK1214,2024-04-09,146.9,195.65,165.69,125.62,81856429
TICK1215,2023-09-23,180.65,161.28,175.33,140.85,41273907
TICK1216,2023-10-07,198.83,182.83,186.87,186.37,92081539
TICK1217,2024-02-10,196.83,195.48,106.83,105.11,51505099
TICK1218,2024-03-25,117.18,176.0,119.44,195.6,60468655
TICK1219,2024-08-29,144.7,145.51,140.65,127.84,17534091
TICK1220,2023-11-27,173.78,161.07,176.91,102.33,25409936
TICK1221,2023-05-15,194.81,162.81,128.2,198.55,48590272
TICK1222,2023-02-05,147.31,193.08,178.23,196.36,47938103
TICK1223,2023-10-29,110.8,138.91,169.02,178.36,26819899
TICK1224,2024-11-29,176.42,123.03,174.21,128.28,79090566
TICK1225,2024-09-01,163.61,193.73,119.47,188.98,16087360
TICK1226,2023-01-22,139.94,129.74,150.77,185.19,8034299
TICK1227,2024-02-22,175.68,117.38,125.48,181.79,87360237
TICK1228,2023-11-18,111.45,131.04,120.72,141.95,9932399
TICK1229,2023-10-31,191.39,194.56,191.16,199.61,43376182
TICK1230,2023-12-23,138.17,159.22,117.82,160.72,65712643
TICK1231,2023-09-29,178.98,191.54,128.64,126.34,93839243
TICK1232,2024-04-01,130.76,115.06,195.97,163.51,34085122
TICK1233,2024-02-04,124.11,196.77,108.55,159.06,70439734
TICK1234,2024-08-14,145.95,156.54,111.66,175.61,88983752
TICK1235,2023-10-28,169.2,170.86,192.01,192.04,8362741
TICK1236,2024-08-21,193.15,132.99,172.26,121.73,60060741
TICK1237,2023-12-20,128.89,102.52,166.94,195.28,81059089
TICK1238,2024-08-18,173.59,105.32,103.89,110.39,43214928
TICK1239,2023-12-15,141.34,166.54,146.62,147.84,88948290
TICK1240,2024-12-07,179.34,170.72,124.78,175.47,12112405
TICK1241,2023-08-25,108.58,188.33,101.43,136.03,72245073
TICK1242,2023-12-20,148.8,183.16,185.29,143.64,99993865
TICK1243,2024-07-13,179.65,104.15,106.63,168.82,14794585
TICK1244,2023-11-10,133.21,175.96,183.35,180.94,40705857
TICK1245,2023-09-24,113.87,150.6,134.49,120.81,65573969
TICK1246,2024-04-20,165.02,142.49,117.67,161.84,34116038
TICK1247,2024-04-04,124.16,185.49,176.01,119.31,59979215
TICK1248,2024-03-10,104.98,107.12,111.93,102.29,72840670
TICK1249,2024-10-09,142.55,185.22,197.82,119.34,68452113
TICK1250,2023-03-20,194.23,143.57,119.71,116.21,42073756
TICK1251,2024-09-06,179.54,156.95,124.26,169.44,14483145
TICK1252,2024-01-26,189.89,113.94,122.96,145.46,32493686
TICK1253,2024-06-16,191.64,170.89,175.81,164.8,65744417
TICK1254,2023-08-09,186.99,197.09,131.83,125.48,63831958
TICK1255,2023-05-11,176.95,135.6,126.03,157.31,66749330
TICK1256,2023-07-27,116.29,122.78,195.52,141.61,70069546
TICK1257,2024-04-13,190.81,176.21,127.63,185.64,98145048
TICK1258,2024-03-16,147.8,171.41,166.8,120.63,35362131
TICK1259,2024-03-09,101.55,149.59,151.56,112.0,41604270
TICK1260,2023-07-22,147.16,152.79,125.87,184.68,89624447
TICK1261,2023-04-01,146.48,102.88,140.76,173.89,69604313
TICK1262,2024-05-16,139.06,193.52,179.35,164.85,20997047
TICK1263,2023-11-21,180.59,189.58,126.85,195.18,62392411
TICK1264,2024-01-05,123.69,160.3,148.58,148.93,75840838
TICK1265,2024-01-03,130.55,134.76,119.35,157.41,98892013
TICK1266,2024-02-17,146.09,154.88,144.5,183.5,6827896
TICK1267,2023-08-06,113.07,133.87,163.8,166.59,59048655
TICK1268,2023-12-25,153.81,151.55,138.97,110.56,7548784
TICK1269,2023-05-30,141.38,106.0,117.28,167.31,74809940
TICK1270,2024-09-11,143.66,116.3,182.28,126.59,66120315
TICK1271,2024-07-11,194.73,149.93,105.89,146.18,96753662
TICK1272,2024-08-25,111.82,133.72,119.41,163.87,88748917
TICK1273,2023-06-22,174.52,188.21,184.88,143.4,6977121
TICK1274,2024-04-29,196.2,156.06,114.39,128.7,49789443
TICK1275,2023-08-23,105.89,172.22,184.34,147.28,57436712
TICK1276,2024-12-19,197.25,100.79,114.82,178.9,10784785
TICK1277,2024-03-08,187.53,191.45,179.9,148.64,46702953
TICK1278,2024-06-25,115.38,180.69,124.39,152.98,25799359
TICK1279,2023-03-12,189.27,179.66,111.57,155.89,16769947
TICK1280,2024-06-13,161.28,176.07,103.69,138.55,25681764
TICK1281,2023-03-03,164.78,127.46,138.46,169.95,45010863
TICK1282,2023-11-21,181.71,177.05,140.71,141.42,25788569
TICK1283,2023-06-17,150.76,199.2,140.58,110.66,88908377
TICK1284,2024-04-25,141.19,134.68,123.11,114.04,57592260
TICK1285,2024-06-15,167.55,162.87,157.14,150.42,91166761
TICK1286,2023-12-10,144.91,115.1,167.25,184.4,37912295
TICK1287,2024-03-21,167.85,150.53,113.82,134.16,9850982
TICK1288,2024-03-26,127.17,174.54,119.9,132.3,94339253
TICK1289,2023-06-06,197.52,194.05,159.51,126.45,4820002
TICK1290,2023-10-23,127.97,171.77,134.95,115.57,40878069
TICK1291,2023-02-05,197.25,135.67,125.33,129.13,98309978
TICK1292,2023-03-14,191.49,198.16,184.23,199.49,9255953
TICK1293,2023-02-01,107.66,118.58,121.16,142.07,88433575
TICK1294,2023-03-07,127.15,171.81,123.17,144.46,68204862
TICK1295,2023-11-07,103.7,123.51,122.1,175.57,66465490
TICK1296,2023-03-13,132.6,191.34,169.49,191.48,14103188
TICK1297,2024-05-12,174.46,144.95,152.05,163.29,83674809
TICK1298,2024-05-17,129.72,125.99,102.51,103.16,65269138
TICK1299,2024-12-26,118.22,125.53,115.47,192.18,55755478
TICK1300,2023-02-23,125.94,108.06,186.97,129.94,2930172
TICK1301,2023-02-03,184.9,176.79,135.93,162.04,50281259
TICK1302,2023-09-05,176.02,104.41,149.0,121.56,54450662
TICK1303,2023-08-22,119.58,129.22,125.36,169.88,36948680
TICK1304,2023-08-18,184.65,130.7,175.61,167.32,80924070
TICK1305,2023-03-10,123.91,123.88,182.49,196.23,3424220
TICK1306,2023-03-05,131.95,156.27,114.81,103.88,67644161
TICK1307,2024-12-09,173.2,111.09,195.6,185.67,45194009
TICK1308,2024-09-25,142.0,169.64,123.34,107.8,45991807
TICK1309,2024-12-11,183.62,105.97,151.58,109.46,59243168
TICK1310,2024-07-11,113.19,139.93,115.36,187.59,25139952
TICK1311,2024-05-06,174.76,168.78,101.21,134.44,80164642
TICK1312,2024-05-10,131.49,138.62,117.33,112.04,19426824
TICK1313,2024-09-28,163.15,194.58,167.57,124.47,58273791
TICK1314,2024-01-01,118.14,100.41,155.78,104.51,86988538
TICK1315,2023-08-10,105.04,100.91,152.9,140.9,80682289
TICK1316,2024-03-17,157.26,190.56,149.07,175.97,20847781
TICK1317,2024-03-12,183.99,169.9,186.03,195.54,55195242
TICK1318,2023-09-06,151.91,155.83,110.87,150.94,27646131
TICK1319,2024-11-19,193.32,131.73,130.39,177.88,79436369
TICK1320,2024-06-03,100.32,105.81,172.58,154.26,18735460
TICK1321,2023-07-25,141.94,109.23,143.73,140.25,33887876
TICK1322,2024-10-01,172.73,106.54,179.71,104.74,7180156
TICK1323,2024-05-22,101.49,134.07,173.73,117.23,30214072
TICK1324,2024-07-24,169.36,109.65,136.47,178.46,63584298
TICK1325,2023-09-01,143.42,188.97,172.03,122.62,8791848
TICK1326,2024-04-05,199.81,161.79,142.15,129.28,57841327
TICK1327,2024-08-26,173.73,124.61,113.26,163.02,17953291
TICK1328,2024-03-04,102.62,166.49,151.88,117.92,94026943
TICK1329,2023-10-06,186.06,147.99,110.92,116.2,77865322
