des,close_approach_date,dist_km,relative_velocity_km_s,is_potentially_hazardous
NEO664,2025-10-06,92613,12.3,True
NEO665,2025-09-16,55728,8.9,False
NEO666,2025-07-23,164415,4.6,True
NEO667,2025-10-24,276745,6.7,False
NEO668,2025-10-30,189014,5.1,False
NEO669,2025-08-19,30127,12.5,True
NEO670,2025-01-07,101460,4.2,True
NEO671,2025-05-01,244115,15.0,True
NEO672,2025-11-29,116864,9.5,True
NEO673,2025-08-14,172425,4.0,False
NEO674,2025-10-16,124139,6.5,True
NEO675,2025-09-24,255415,5.4,False
NEO676,2025-05-21,191718,7.7,True
NEO677,2025-06-12,151647,13.0,True
NEO678,2025-02-25,199568,4.9,False
NEO679,2025-10-05,102221,6.7,False
NEO680,2025-03-25,171019,6.4,False
NEO681,2025-10-23,125847,14.8,True
NEO682,2025-10-13,225616,5.9,False
NEO683,2025-05-11,77378,5.6,False
NEO684,2025-11-23,141903,8.5,True
NEO685,2025-12-20,82574,7.5,True
NEO686,2025-08-06,150933,11.4,True
NEO687,2025-08-13,69638,10.9,False
NEO688,2025-03-26,181065,11.4,False
NEO689,2025-12-03,96963,8.5,False
NEO690,2025-05-31,104078,6.9,False
NEO691,2025-09-05,124978,13.7,True
NEO692,2025-06-14,251659,5.1,True
NEO693,2025-10-26,209796,13.0,False
NEO694,2025-02-10,263094,8.0,True
NEO695,2025-05-12,114791,12.3,True
NEO696,2025-08-09,237040,13.7,True
NEO697,2025-04-03,259296,11.9,True
NEO698,2025-10-15,139590,9.6,False
NEO699,2025-03-13,93853,5.0,True
NEO700,2025-01-13,83256,9.5,False
NEO701,2025-06-07,178687,7.2,False
NEO702,2025-10-03,113968,7.9,True
NEO703,2025-08-21,169087,14.9,True
NEO704,2025-09-01,139859,14.5,True
NEO705,2025-07-20,276132,8.4,False
NEO706,2025-04-04,279128,14.1,False
NEO707,2025-08-23,172988,8.4,True
NEO708,2025-08-04,63623,14.2,False
NEO709,2025-10-28,286701,9.9,True
NEO710,2025-01-24,297242,13.3,False
NEO711,2025-12-12,219735,8.9,False
NEO712,2025-04-19,97531,4.6,False
NEO713,2025-09-19,117413,11.5,True
NEO714,2025-10-19,204750,8.9,False
NEO715,2025-10-10,166900,8.9,True
NEO716,2025-08-09,289443,8.9,False
NEO717,2025-05-21,159225,8.9,False
NEO718,2025-02-08,265229,5.0,True
NEO719,2025-02-12,81398,10.7,False
NEO720,2025-03-30,149639,11.1,True
NEO721,2025-03-03,93419,8.0,True
NEO722,2025-09-18,116965,8.6,False
NEO723,2025-01-30,146360,7.5,True
NEO724,2025-05-11,103274,6.4,False
NEO725,2025-02-21,78124,10.3,False
NEO726,2025-04-28,134766,9.6,True
NEO727,2025-11-04,189588,13.6,False
NEO728,2025-06-14,92970,10.2,True
NEO729,2025-04-26,198352,10.9,False
NEO730,2025-07-11,263595,9.5,True
NEO731,2025-05-07,200235,9.4,True
NEO732,2025-03-23,264822,14.6,True
NEO733,2025-04-10,179055,12.1,True
NEO734,2025-08-21,295454,9.3,False
NEO735,2025-08-13,92467,8.1,False
NEO736,2025-09-08,228230,11.5,True
NEO737,2025-05-15,206940,9.8,False
NEO738,2025-01-28,101463,13.6,False
NEO739,2025-08-22,255922,12.2,False
NEO740,2025-08-27,185684,13.2,True
NEO741,2025-10-24,247082,6.9,True
NEO742,2025-04-13,250605,11.6,False
NEO743,2025-09-25,188299,6.8,True
NEO744,2025-10-28,34831,5.7,False
NEO745,2025-06-16,85758,12.0,True
NEO746,2025-03-06,297263,9.4,False
NEO747,2025-03-06,35916,13.0,True
NEO748,2025-10-10,260981,10.9,False
NEO749,2025-10-01,216561,9.6,False
NEO750,2025-09-15,112539,10.2,True
NEO751,2025-10-26,172107,14.0,False
NEO752,2025-03-23,181073,8.3,False
NEO753,2025-08-04,186960,5.7,True
NEO754,2025-02-12,224797,6.4,False
NEO755,2025-11-23,287363,5.9,False
NEO756,2025-01-17,108419,7.6,False
NEO757,2025-08-08,293742,8.9,False
NEO758,2025-08-10,239605,11.8,False
NEO759,2025-08-12,181469,5.8,True
NEO760,2025-10-24,56844,6.5,False
NEO761,2025-05-02,195425,13.6,False
NEO762,2025-04-16,252629,9.6,False
NEO763,2025-10-04,35292,7.7,True
NEO764,2025-03-10,96081,9.0,False
NEO765,2025-05-08,284832,11.8,False
NEO766,2025-03-23,266761,13.9,True
NEO767,2025-12-14,239778,7.7,True
NEO768,2025-10-02,269069,9.2,True
NEO769,2025-01-02,89562,5.5,True
NEO770,2025-08-24,73954,5.1,True
NEO771,2025-07-19,182437,3.9,True
NEO772,2025-10-16,183958,10.4,False
NEO773,2025-07-16,275133,14.7,False
NEO774,2025-08-11,43349,5.6,True
NEO775,2025-11-02,277641,9.8,False
NEO776,2025-07-11,242594,3.7,False
NEO777,2025-09-28,168910,10.6,False
NEO778,2025-08-24,65917,6.1,False
NEO779,2025-03-18,240268,5.1,True
NEO780,2025-10-28,276199,3.5,True
NEO781,2025-02-15,223550,8.3,True
NEO782,2025-02-16,214061,4.9,False
NEO783,2025-01-03,124799,14.0,True
NEO784,2025-07-26,282402,13.3,False
NEO785,2025-11-18,30873,11.2,False
NEO786,2025-04-16,42857,11.0,False
NEO787,2025-07-21,60683,10.8,False
NEO788,2025-11-05,108872,8.0,True
NEO789,2025-02-05,33851,9.3,False
NEO790,2025-01-26,167922,12.8,False
NEO791,2025-04-10,286439,8.1,False
NEO792,2025-10-29,268160,12.4,False
NEO793,2025-08-05,102013,9.6,True
NEO794,2025-07-10,82152,11.9,False
NEO795,2025-12-21,143861,9.7,False
NEO796,2025-02-21,168900,12.5,True
NEO797,2025-03-18,224272,7.5,True
NEO798,2025-11-07,161881,9.1,True
NEO799,2025-05-12,40927,13.7,True
NEO800,2025-01-13,60103,7.1,False
NEO801,2025-03-31,240317,8.8,False
NEO802,2025-06-18,103556,11.8,False
NEO803,2025-07-09,248771,11.7,False
NEO804,2025-01-16,248373,12.3,False
NEO805,2025-10-26,168517,14.5,True
NEO806,2025-05-01,203670,12.4,True
NEO807,2025-04-02,94911,6.1,True
NEO808,2025-06-15,65329,8.7,False
NEO809,2025-11-13,247259,9.6,True
NEO810,2025-01-20,119429,5.2,True
NEO811,2025-12-17,203272,7.9,False
NEO812,2025-06-28,114575,8.2,True
NEO813,2025-07-19,213271,5.5,True
NEO814,2025-07-17,265166,14.0,True
NEO815,2025-09-02,183302,9.9,False
NEO816,2025-09-14,255749,8.1,True
NEO817,2025-11-22,268655,12.5,True
NEO818,2025-06-05,162714,7.0,True
NEO819,2025-04-30,162686,14.9,False
NEO820,2025-06-08,107967,15.0,False
NEO821,2025-01-13,254605,9.9,True
NEO822,2025-01-05,36890,4.9,True
NEO823,2025-03-07,155538,13.6,True
NEO824,2025-04-15,183409,8.2,True
NEO825,2025-07-02,208787,10.7,True
NEO826,2025-01-03,217439,12.0,False
NEO827,2025-10-13,101005,12.9,True
NEO828,2025-08-11,134617,8.5,True
NEO829,2025-03-19,96004,3.3,True
NEO830,2025-03-01,166993,8.2,False
NEO831,2025-03-08,106141,11.4,False
NEO832,2025-11-30,155784,14.3,False
NEO833,2025-07-01,279047,8.4,False
NEO834,2025-08-06,277236,8.2,True
NEO835,2025-08-25,252041,11.3,True
NEO836,2025-12-16,271944,5.7,False
NEO837,2025-10-04,113949,12.5,True
NEO838,2025-08-21,150847,12.3,True
NEO839,2025-12-04,273616,9.9,False
NEO840,2025-02-19,137487,9.3,False
NEO841,2025-10-24,213076,7.2,False
NEO842,2025-11-07,235091,5.4,True
NEO843,2025-11-20,96613,4.6,True
NEO844,2025-10-28,203390,14.8,True
NEO845,2025-12-28,286607,11.5,True
NEO846,2025-06-17,110178,7.9,False
NEO847,2025-10-26,259488,13.7,True
NEO848,2025-01-10,277625,11.9,False
NEO849,2025-10-02,83163,12.6,False
NEO850,2025-09-09,107250,7.9,False
NEO851,2025-01-14,217749,8.7,True
NEO852,2025-02-17,215526,9.7,True
NEO853,2025-06-04,277696,4.7,True
NEO854,2025-10-15,269699,9.0,False
NEO855,2025-08-16,66282,5.7,True
NEO856,2025-04-01,165621,10.3,False
NEO857,2025-06-23,56326,14.7,True
NEO858,2025-01-18,53780,8.6,False
NEO859,2025-10-18,246824,12.8,True
NEO860,2025-01-04,224703,4.9,False
NEO861,2025-12-29,116352,11.8,True
NEO862,2025-02-19,88208,8.9,False
NEO863,2025-01-17,172919,6.3,False
NEO864,2025-11-13,289976,5.8,True
NEO865,2025-08-30,235255,10.4,False
NEO866,2025-07-10,148004,10.8,False
NEO867,2025-08-09,194891,10.0,True
NEO868,2025-02-10,165717,5.7,True
NEO869,2025-08-03,102944,11.2,True
NEO870,2025-01-12,189416,11.0,True
NEO871,2025-01-29,72776,7.3,False
NEO872,2025-01-23,250880,11.8,False
NEO873,2025-11-03,45526,3.9,True
NEO874,2025-06-30,212512,9.8,False
NEO875,2025-06-28,110898,12.3,False
NEO876,2025-11-08,269896,10.7,False
NEO877,2025-06-18,107348,10.0,False
NEO878,2025-02-03,140675,5.0,False
NEO879,2025-09-17,293476,8.5,False
NEO880,2025-08-20,277106,10.8,True
NEO881,2025-04-07,281293,7.9,True
NEO882,2025-09-29,160269,9.6,False
NEO883,2025-07-21,271879,11.5,True
NEO884,2025-12-24,33205,14.8,False
NEO885,2025-06-26,77662,5.8,True
NEO886,2025-10-17,260342,13.6,False
NEO887,2025-10-28,137319,11.1,True
NEO888,2025-04-12,129575,5.3,True
NEO889,2025-03-31,193445,14.5,True
NEO890,2025-01-16,78270,10.1,False
NEO891,2025-06-02,131366,4.6,True
NEO892,2025-05-02,247276,12.6,True
NEO893,2025-12-31,217567,4.9,False
NEO894,2025-08-28,146755,8.4,False
NEO895,2025-08-14,214343,5.6,False
NEO896,2025-06-03,79080,5.8,True
NEO897,2025-09-22,230030,7.6,False
NEO898,2025-10-05,268880,12.1,False
NEO899,2025-07-18,121068,9.8,False
NEO900,2025-09-06,98396,7.5,False
NEO901,2025-02-15,236810,3.8,True
NEO902,2025-07-13,146941,14.7,False
NEO903,2025-12-21,230757,13.4,False
NEO904,2025-08-04,283661,10.0,True
NEO905,2025-04-19,198377,9.8,False
NEO906,2025-04-14,159092,13.6,True
NEO907,2025-07-10,290410,9.8,False
NEO908,2025-02-02,101242,12.4,False
NEO909,2025-02-07,166098,7.3,True
NEO910,2025-07-31,174726,13.2,False
NEO911,2025-07-13,296880,10.9,True
NEO912,2025-07-13,151919,10.9,False
NEO913,2025-06-22,223018,8.9,True
NEO914,2025-09-24,118597,4.5,False
NEO915,2025-02-12,187437,4.0,False
NEO916,2025-05-08,292758,14.1,True
NEO917,2025-05-18,68849,7.6,False
NEO918,2025-07-05,192856,7.5,True
NEO919,2025-04-20,267691,14.6,True
NEO920,2025-02-06,143037,12.7,False
NEO921,2025-01-23,73495,8.9,False
NEO922,2025-08-05,299822,4.6,True
NEO923,2025-04-19,154430,14.6,False
NEO924,2025-01-06,225466,10.8,False
NEO925,2025-12-22,226480,13.9,True
NEO926,2025-07-15,272345,11.9,True
NEO927,2025-09-09,30041,11.1,True
NEO928,2025-05-08,298156,9.5,True
NEO929,2025-10-10,113102,5.1,True
NEO930,2025-08-17,270188,3.6,False
NEO931,2025-05-10,103018,5.0,True
NEO932,2025-09-29,156851,10.3,False
NEO933,2025-07-24,109062,12.9,True
NEO934,2025-09-10,296399,13.2,True
NEO935,2025-08-21,225095,11.0,False
NEO936,2025-08-08,106276,12.5,False
NEO937,2025-09-02,93896,4.1,True
NEO938,2025-05-13,174301,7.3,False
NEO939,2025-03-08,268131,10.3,True
NEO940,2025-10-01,262334,12.0,False
NEO941,2025-11-09,59681,4.1,False
NEO942,2025-11-10,107761,14.2,False
NEO943,2025-11-15,42637,8.1,True
NEO944,2025-06-15,186757,11.4,True
NEO945,2025-03-20,80758,13.2,False
NEO946,2025-08-20,262467,14.1,False
NEO947,2025-08-06,258535,4.4,False
NEO948,2025-12-30,128590,5.5,True
NEO949,2025-04-15,184040,7.9,False
NEO950,2025-06-30,142829,12.7,True
NEO951,2025-02-28,218802,3.3,False
NEO952,2025-06-07,121980,11.6,False
NEO953,2025-04-09,145085,13.7,True
NEO954,2025-12-18,195539,14.9,False
NEO955,2025-07-09,31286,13.0,True
NEO956,2025-03-12,200340,7.0,True
NEO957,2025-07-11,253243,9.9,False
NEO958,2025-11-18,38324,10.8,True
NEO959,2025-03-06,267452,13.5,True
NEO960,2025-05-18,126756,8.0,False
NEO961,2025-06-13,148760,12.3,False
NEO962,2025-03-08,163543,8.2,False
NEO963,2025-04-29,129945,3.0,False
NEO964,2025-12-31,134639,8.5,True
NEO965,2025-12-28,56597,9.2,True
NEO966,2025-05-03,228722,12.6,False
NEO967,2025-06-04,158542,14.6,False
NEO968,2025-02-25,163930,13.6,False
NEO969,2025-04-25,165010,5.2,False
NEO970,2025-11-29,53973,3.9,True
NEO971,2025-10-01,228801,7.2,False
NEO972,2025-02-09,159253,9.3,True
NEO973,2025-03-31,70779,6.5,False
NEO974,2025-09-06,110072,7.9,True
NEO975,2025-09-05,157752,9.1,False
NEO976,2025-01-16,215668,4.4,False
NEO977,2025-10-06,264513,4.2,False
NEO978,2025-06-28,218175,3.3,True
NEO979,2025-10-09,162178,10.1,False
NEO980,2025-02-25,139369,10.9,True
NEO981,2025-06-16,176453,14.4,False
NEO982,2025-08-30,246769,12.1,True
NEO983,2025-12-28,232027,7.3,False
NEO984,2025-05-14,116827,9.7,False
NEO985,2025-10-12,246776,12.7,False
NEO986,2025-10-15,229834,13.0,True
NEO987,2025-03-05,175035,14.2,False
NEO988,2025-08-23,146257,8.0,False
NEO989,2025-09-07,215049,11.1,False
NEO990,2025-01-29,180889,12.1,False
NEO991,2025-11-07,130226,10.3,False
NEO992,2025-03-21,192612,12.3,False
NEO993,2025-01-12,99440,8.7,True
NEO994,2025-10-14,167451,13.1,False
NEO995,2025-01-02,219856,5.4,True
NEO996,2025-04-03,134581,4.7,True
NEO997,2025-05-21,243619,11.7,True
NEO998,2025-12-11,139828,10.2,True
NEO999,2025-05-30,139138,14.7,True
NEO1000,2025-10-28,128325,13.6,False
NEO1001,2025-10-07,86704,14.9,True
NEO1002,2025-01-29,207651,8.6,True
NEO1003,2025-09-05,127103,9.2,False
NEO1004,2025-01-05,159739,11.3,True
NEO1005,2025-06-20,60468,7.5,False
NEO1006,2025-02-07,139402,10.0,False
NEO1007,2025-08-12,243730,14.2,False
NEO1008,2025-02-25,207399,12.4,False
NEO1009,2025-03-15,269265,12.8,False
NEO1010,2025-01-30,198483,3.4,True
NEO1011,2025-02-03,209313,13.4,False
NEO1012,2025-12-01,51392,5.5,True
NEO1013,2025-01-24,245687,11.8,False
NEO1014,2025-09-29,196180,13.2,False
NEO1015,2025-12-19,37905,6.2,True
NEO1016,2025-07-09,178342,9.0,True
NEO1017,2025-04-18,152884,6.6,True
NEO1018,2025-04-04,48593,10.4,True
NEO1019,2025-02-25,212900,6.1,True
NEO1020,2025-12-03,158658,14.1,True
NEO1021,2025-11-27,62237,14.6,True
NEO1022,2025-01-29,133868,10.1,False
NEO1023,2025-01-13,178971,6.4,False
NEO1024,2025-02-01,282556,9.1,True
NEO1025,2025-11-02,296060,14.1,False
NEO1026,2025-10-01,46336,14.1,True
NEO1027,2025-04-21,188822,12.4,False
NEO1028,2025-07-06,207052,3.6,True
NEO1029,2025-01-06,124868,4.4,True
NEO1030,2025-07-29,45772,14.6,False
NEO1031,2025-10-21,120805,14.1,False
NEO1032,2025-10-30,137871,8.5,True
NEO1033,2025-06-28,186209,14.6,False
NEO1034,2025-02-18,182889,3.8,False
NEO1035,2025-03-10,83269,14.1,False
NEO1036,2025-09-13,255452,6.1,True
NEO1037,2025-04-24,116739,6.5,False
NEO1038,2025-02-19,49214,10.0,True
NEO1039,2025-01-31,279610,13.3,False
NEO1040,2025-05-14,194465,9.6,True
NEO1041,2025-07-03,224710,13.1,False
NEO1042,2025-06-24,88734,9.5,False
NEO1043,2025-12-28,142607,5.2,False
NEO1044,2025-02-26,53305,3.4,False
NEO1045,2025-04-28,191737,12.1,True
NEO1046,2025-02-12,137511,11.3,True
NEO1047,2025-09-05,230083,3.9,False
NEO1048,2025-06-04,152664,8.3,True
NEO1049,2025-07-30,120436,9.8,False
NEO1050,2025-02-08,228491,13.8,False
NEO1051,2025-12-22,31672,12.7,True
NEO1052,2025-07-08,98291,13.8,True
NEO1053,2025-10-18,99456,3.3,True
NEO1054,2025-03-23,40540,11.0,False
NEO1055,2025-04-12,78163,4.5,False
NEO1056,2025-11-12,59853,9.9,True
NEO1057,2025-12-12,121400,4.6,False
NEO1058,2025-05-19,185540,6.6,True
NEO1059,2025-04-04,151985,10.0,False
NEO1060,2025-08-30,117838,14.9,True
NEO1061,2025-09-05,65094,11.9,True
NEO1062,2025-12-04,79783,8.8,False
NEO1063,2025-09-16,73008,9.3,False
NEO1064,2025-12-19,132872,6.4,False
NEO1065,2025-04-10,256190,13.4,True
NEO1066,2025-10-10,77929,13.8,True
NEO1067,2025-03-26,62589,13.9,True
NEO1068,2025-01-04,35238,11.3,False
NEO1069,2025-12-07,214906,6.8,True
NEO1070,2025-05-19,142125,3.1,False
NEO1071,2025-09-16,190409,14.5,False
NEO1072,2025-08-11,60040,11.0,True
NEO1073,2025-09-01,78859,12.6,True
NEO1074,2025-05-19,138262,4.5,False
NEO1075,2025-08-13,101530,7.3,False
NEO1076,2025-10-10,292301,6.1,False
NEO1077,2025-02-12,168061,7.1,True
NEO1078,2025-09-23,187357,6.8,True
NEO1079,2025-01-26,124616,4.2,False
NEO1080,2025-01-10,74054,13.4,False
NEO1081,2025-11-29,140645,13.3,False
NEO1082,2025-12-01,210491,6.7,False
NEO1083,2026-01-01,58195,8.7,False
NEO1084,2025-08-22,55955,7.1,False
NEO1085,2025-03-15,89751,6.5,False
NEO1086,2025-08-22,131817,4.0,True
NEO1087,2025-02-25,123000,11.8,False
NEO1088,2025-05-01,289923,9.3,True
NEO1089,2025-01-21,167416,7.5,False
NEO1090,2025-04-27,237512,9.7,True
NEO1091,2025-05-11,99326,5.5,True
NEO1092,2025-06-03,93676,10.0,True
NEO1093,2025-12-25,251294,3.8,True
NEO1094,2025-06-27,187083,12.9,False
NEO1095,2025-01-23,217066,11.2,True
NEO1096,2025-05-16,232048,3.2,False
NEO1097,2025-08-13,90973,5.4,False
NEO1098,2025-07-10,203992,11.2,True
NEO1099,2025-04-14,279849,13.4,True
NEO1100,2025-12-18,246457,5.8,False
NEO1101,2025-04-11,75239,5.9,False
NEO1102,2025-07-31,110840,7.9,False
NEO1103,2025-05-07,280422,7.4,False
NEO1104,2025-03-17,68413,7.9,False
NEO1105,2025-07-06,250504,8.4,True
NEO1106,2025-08-30,58505,5.5,False
NEO1107,2025-04-30,103316,9.0,False
NEO1108,2025-09-13,202429,13.8,True
NEO1109,2025-02-01,149730,14.8,True
NEO1110,2025-08-16,65687,14.6,True
NEO1111,2025-09-27,92731,13.5,False
NEO1112,2025-06-03,219574,3.3,True
NEO1113,2025-06-13,188930,4.5,True
NEO1114,2025-12-01,225136,5.6,True
NEO1115,2025-07-19,58829,6.2,True
NEO1116,2025-08-02,240856,10.3,True
NEO1117,2025-03-18,169166,6.4,False
NEO1118,2025-09-07,210781,5.6,True
NEO1119,2025-03-13,231398,9.9,False
NEO1120,2025-10-12,88313,8.9,True
NEO1121,2025-06-12,247981,11.1,True
NEO1122,2025-12-23,185739,10.5,True
NEO1123,2025-05-26,174154,3.5,True
NEO1124,2025-11-22,128888,10.7,False
NEO1125,2025-09-08,227617,6.9,False
NEO1126,2025-02-08,238724,10.2,True
NEO1127,2025-08-22,298867,9.5,True
NEO1128,2025-12-23,69670,5.9,False
NEO1129,2025-07-07,37374,14.6,True
NEO1130,2025-09-19,97449,10.9,True
NEO1131,2025-09-26,213648,11.7,True
NEO1132,2025-10-10,121546,7.9,True
NEO1133,2025-03-09,237444,4.2,False
NEO1134,2025-10-12,113328,11.4,True
NEO1135,2025-05-18,192391,12.4,True
NEO1136,2025-03-21,163424,9.8,True
NEO1137,2025-03-14,142997,13.4,False
NEO1138,2025-09-27,285718,14.6,False
NEO1139,2025-04-25,152171,4.4,True
NEO1140,2025-09-07,110197,5.7,False
NEO1141,2025-12-23,261550,8.6,False
NEO1142,2025-12-13,137564,9.6,True
NEO1143,2025-09-11,126903,11.7,False
NEO1144,2025-05-01,202011,6.4,True
NEO1145,2025-07-07,251264,14.2,True
NEO1146,2025-04-18,115421,10.8,True
NEO1147,2025-10-07,147065,13.4,True
NEO1148,2025-05-23,35662,12.7,True
NEO1149,2025-04-18,116362,8.6,False
NEO1150,2025-12-16,153912,9.1,True
NEO1151,2025-05-16,202572,4.5,True
NEO1152,2025-09-10,83288,14.9,True
NEO1153,2025-11-08,42809,12.3,False
NEO1154,2025-06-29,151401,13.9,False
NEO1155,2025-12-17,237536,9.0,True
NEO1156,2025-10-15,225536,3.5,False
NEO1157,2025-07-31,65499,14.5,True
NEO1158,2025-08-17,254136,10.1,True
NEO1159,2025-06-14,45466,13.6,False
NEO1160,2025-09-19,192210,7.7,False
NEO1161,2025-02-15,265936,12.0,False
NEO1162,2025-03-14,62401,14.4,True
NEO1163,2025-09-12,174729,9.4,False
NEO1164,2025-10-03,259758,9.0,True
NEO1165,2025-04-27,138136,14.3,False
NEO1166,2025-02-09,286085,11.2,True
NEO1167,2025-03-14,114859,12.0,False
NEO1168,2025-10-09,212466,13.8,False
NEO1169,2025-08-29,183099,6.4,True
NEO1170,2025-04-22,193685,13.5,True
NEO1171,2025-01-06,199691,8.2,True
NEO1172,2025-02-22,76350,8.1,False
NEO1173,2025-10-15,72580,8.3,False
NEO1174,2025-08-19,296509,13.3,True
NEO1175,2025-06-29,144972,6.9,True
NEO1176,2026-01-01,155212,9.5,True
NEO1177,2025-08-20,62780,13.4,True
NEO1178,2025-03-31,269361,7.4,True
NEO1179,2025-03-28,257279,6.9,True
NEO1180,2025-02-08,60167,7.6,False
NEO1181,2025-04-08,229613,5.3,False
NEO1182,2025-05-16,58344,5.7,True
NEO1183,2025-01-14,118136,13.8,True
NEO1184,2025-07-28,37219,14.7,False
NEO1185,2025-11-14,245064,10.0,True
NEO1186,2025-10-12,118935,9.6,True
NEO1187,2025-05-26,104794,10.5,False
NEO1188,2025-11-08,132249,11.1,False
NEO1189,2025-02-17,249617,3.1,False
NEO1190,2025-01-12,153877,13.2,True
NEO1191,2025-04-25,246960,13.5,False
NEO1192,2025-01-06,222166,8.7,True
NEO1193,2025-03-01,156669,11.4,False
NEO1194,2025-05-27,61057,8.8,True
NEO1195,2025-07-12,115947,6.9,False
NEO1196,2025-12-17,229878,14.9,True
NEO1197,2025-05-14,78783,11.7,False
NEO1198,2025-11-25,246277,12.3,False
NEO1199,2025-12-04,226545,11.7,False
NEO1200,2025-01-20,60016,5.8,False
NEO1201,2025-04-05,101451,14.7,False
NEO1202,2025-08-31,260636,6.1,True
NEO1203,2025-01-26,103393,7.4,False
NEO1204,2025-06-06,281869,9.4,False
NEO1205,2025-09-15,153007,12.6,False
NEO1206,2025-10-24,124768,6.3,True
NEO1207,2025-01-22,181363,10.2,False
NEO1208,2025-11-16,154113,10.1,True
NEO1209,2025-05-31,146348,10.3,False
NEO1210,2025-08-27,165573,3.7,False
NEO1211,2025-12-18,232777,4.8,True
NEO1212,2025-05-19,81939,15.0,False
NEO1213,2025-01-26,31783,4.8,False
NEO1214,2025-03-18,86118,4.8,True
NEO1215,2025-07-23,264187,14.1,False
NEO1216,2025-12-02,209706,6.2,False
NEO1217,2025-10-13,68845,14.8,False
NEO1218,2025-05-03,130894,14.6,True
NEO1219,2025-09-11,138405,15.0,False
NEO1220,2025-02-01,222623,11.0,True
NEO1221,2025-06-25,57283,10.6,False
NEO1222,2025-04-15,270829,11.2,True
NEO1223,2025-10-05,159368,4.7,False
NEO1224,2025-08-30,165126,7.6,False
NEO1225,2025-07-26,157077,10.6,True
NEO1226,2025-04-21,236777,8.8,False
NEO1227,2025-06-13,34336,9.0,False
NEO1228,2025-04-01,180054,4.5,False
NEO1229,2025-10-13,242062,5.3,False
NEO1230,2025-10-23,97081,11.2,False
NEO1231,2025-07-02,178271,6.6,True
NEO1232,2025-11-25,195689,4.6,False
NEO1233,2025-06-12,75603,11.5,False
NEO1234,2025-06-20,261743,12.5,True
NEO1235,2025-09-02,124344,6.7,False
NEO1236,2025-02-12,285795,13.8,True
NEO1237,2025-11-04,155659,12.5,True
NEO1238,2025-06-13,41866,12.3,False
NEO1239,2025-06-17,156872,8.8,True
NEO1240,2025-10-04,69222,11.6,False
NEO1241,2025-06-11,125622,10.9,True
NEO1242,2025-04-23,74468,3.4,True
NEO1243,2025-03-28,140186,14.6,False
NEO1244,2025-01-23,188511,3.0,False
NEO1245,2025-02-19,171834,7.9,False
NEO1246,2025-10-17,296738,12.4,False
NEO1247,2025-07-12,171794,13.2,True
NEO1248,2025-03-21,234852,4.2,True
NEO1249,2025-02-11,48450,14.3,False
NEO1250,2025-02-11,56345,6.1,True
NEO1251,2025-08-06,87917,5.3,True
NEO1252,2025-08-01,180395,8.8,True
NEO1253,2025-11-21,226104,13.9,False
NEO1254,2025-10-10,80749,14.9,False
NEO1255,2025-01-05,226358,9.5,True
NEO1256,2025-07-24,49376,12.3,False
NEO1257,2025-06-11,81328,10.3,False
NEO1258,2025-12-31,153833,4.1,False
NEO1259,2025-09-24,58414,3.9,True
NEO1260,2025-06-30,255630,3.6,False
NEO1261,2025-02-16,229283,10.2,False
NEO1262,2025-11-08,59914,11.3,True
NEO1263,2025-07-04,51720,4.9,False
NEO1264,2025-08-16,158942,8.1,True
NEO1265,2025-05-30,111457,5.2,False
NEO1266,2025-11-22,246991,14.0,False
NEO1267,2025-12-26,259639,6.1,True
NEO1268,2025-04-15,130339,14.9,True
NEO1269,2025-01-18,176354,6.5,True
NEO1270,2025-08-21,200096,5.6,True
NEO1271,2025-04-16,193323,9.7,True
NEO1272,2025-06-02,242712,14.2,True
NEO1273,2025-06-07,35326,7.6,False
NEO1274,2025-07-01,194847,5.2,False
NEO1275,2025-03-06,238625,7.0,False
NEO1276,2025-04-04,174837,4.0,False
NEO1277,2025-05-04,235464,7.8,True
NEO1278,2025-10-03,213663,4.5,False
NEO1279,2025-09-16,159270,4.3,True
NEO1280,2025-10-01,212205,12.9,False
NEO1281,2025-07-25,247696,12.3,False
NEO1282,2025-12-03,291173,14.5,False
NEO1283,2025-12-19,209529,6.3,False
NEO1284,2025-07-15,93021,11.1,True
NEO1285,2025-02-06,226465,3.8,False
NEO1286,2025-09-21,258311,7.1,True
NEO1287,2025-01-14,176131,14.0,False
NEO1288,2025-07-11,177138,14.3,False
NEO1289,2025-04-06,53814,8.7,False
NEO1290,2025-10-02,288214,13.6,True
NEO1291,2025-06-25,176528,8.6,True
NEO1292,2025-09-28,151550,9.1,True
NEO1293,2025-08-16,276911,14.0,True
NEO1294,2025-01-11,46931,6.8,False
NEO1295,2025-04-22,132526,11.0,False
NEO1296,2025-01-26,76836,10.4,True
NEO1297,2025-09-26,212415,5.0,True
NEO1298,2025-12-26,171411,8.4,False
NEO1299,2025-06-29,174252,13.5,False
NEO1300,2025-10-10,172250,4.9,False
NEO1301,2025-07-07,219270,5.4,True
NEO1302,2025-11-27,267288,4.7,False
NEO1303,2025-06-14,30504,10.6,False
NEO1304,2025-09-13,172929,12.7,False
NEO1305,2025-07-04,223983,7.2,True
NEO1306,2025-07-30,246312,5.3,True
NEO1307,2025-06-25,223197,14.5,True
NEO1308,2025-03-05,209395,4.7,False
NEO1309,2025-03-01,78480,8.2,True
NEO1310,2025-08-03,106277,11.2,False
NEO1311,2025-09-13,224186,6.0,True
NEO1312,2025-01-10,281458,13.1,False
NEO1313,2025-12-15,265023,4.1,True
