CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
99,Company_99,Healthcare,Asia,2019,6399.4,0.8,1003.3,14.7,61.1,38.2,74.5,70.6,596625.0,596625.0,1193249.9
344,Company_344,Technology,Africa,2015,2844.8,22.7,13275.5,,48.4,76.4,57.6,11.2,94586.9,56752.2,189173.9
946,Company_946,Healthcare,Oceania,2018,2045.2,10.1,3119.1,9.1,70.5,67.4,70.5,73.6,148966.1,148966.1,297932.1
95,Company_95,Retail,North America,2020,1121.3,10.4,2287.0,9.7,73.9,68.2,53.6,100.0,81038.6,40519.3,162077.3
463,Company_463,Technology,Latin America,2023,120210.2,21.6,485151.6,-2.1,76.7,90.3,96.2,43.5,3414305.9,2048583.6,6828611.9
983,Company_983,Retail,Oceania,2025,624.9,9.0,903.6,10.8,68.5,75.6,49.1,80.8,41897.7,20948.9,83795.5
94,Company_94,Utilities,North America,2018,332.7,8.8,332.4,4.0,55.4,44.2,56.8,65.2,237105.5,148190.9,2371054.8
24,Company_24,Technology,Middle East,2025,16884.5,32.2,108912.3,1.5,56.7,91.0,28.2,51.0,475072.2,285043.3,950144.4
359,Company_359,Consumer Goods,Latin America,2019,1077.2,12.4,1376.4,5.9,29.4,14.5,56.1,17.8,236686.9,295858.7,1183434.7
114,Company_114,Energy,North America,2019,2343.0,-9.9,6132.3,2.2,74.3,78.9,67.4,76.6,1517626.8,455288.0,15176268.0
957,Company_957,Technology,Latin America,2021,1204.9,17.0,5326.1,28.0,51.6,82.4,45.5,26.9,37530.2,22518.1,75060.5
686,Company_686,Transportation,Middle East,2019,448.5,-0.4,596.1,-10.7,26.6,25.7,40.1,13.9,274445.8,45741.0,914819.4
60,Company_60,Manufacturing,Middle East,2021,1045.1,16.3,3321.0,-11.1,30.3,49.0,39.2,2.9,268771.6,358362.1,4479526.4
57,Company_57,Utilities,Middle East,2022,975.2,-4.6,514.7,3.0,30.0,39.5,17.8,32.7,720654.4,450409.0,7206544.0
995,Company_995,Healthcare,Latin America,2024,2390.3,8.2,4801.1,6.8,64.0,100.0,40.3,51.8,119515.8,119515.8,239031.5
570,Company_570,Energy,Latin America,2016,738.6,13.7,1218.7,-16.8,42.3,30.1,70.5,26.2,730806.0,219241.8,7308060.2
626,Company_626,Healthcare,Europe,2015,3514.5,15.0,7413.8,,68.2,49.5,73.9,81.2,299926.5,299926.5,599853.0
483,Company_483,Transportation,Asia,2019,648.8,-3.7,2526.4,-7.3,27.3,38.2,8.0,35.8,362969.6,60494.9,1209898.5
218,Company_218,Utilities,Middle East,2016,902.5,11.1,937.5,-9.4,41.6,54.3,29.7,40.8,591853.5,369908.4,5918535.0
235,Company_235,Healthcare,Middle East,2023,661.0,13.1,2096.5,-11.6,32.8,71.2,27.1,0.2,46383.2,46383.2,92766.5
529,Company_529,Finance,Asia,2023,20659.7,16.6,65291.4,-1.6,53.9,100.0,41.8,19.8,206596.5,103298.3,516491.3
560,Company_560,Technology,Latin America,2022,4499.4,18.0,13692.0,8.1,57.3,88.1,63.6,20.1,131298.0,78778.8,262596.1
163,Company_163,Energy,Asia,2024,2017.0,-4.2,1309.3,6.9,55.5,26.2,49.4,91.0,2050124.8,615037.4,20501247.9
428,Company_428,Manufacturing,Oceania,2018,3994.1,2.0,1634.4,0.5,68.3,73.4,90.0,41.5,822024.5,1096032.7,13700408.5
107,Company_107,Finance,Asia,2015,9026.6,16.0,27717.6,,60.4,97.4,54.2,29.8,93575.5,46787.8,233938.8
101,Company_101,Energy,Oceania,2022,3562.6,-14.3,14818.2,-3.1,65.8,52.9,90.3,54.3,2955162.7,886548.8,29551626.9
938,Company_938,Consumer Goods,North America,2022,1612.7,17.4,5779.5,6.1,68.0,44.4,88.9,70.6,286828.3,358535.4,1434141.4
753,Company_753,Healthcare,Europe,2016,1375.7,22.1,3987.0,6.1,76.9,62.8,74.7,93.2,104632.3,104632.3,209264.5
891,Company_891,Manufacturing,North America,2025,30093.5,8.2,52872.6,20.6,60.9,35.8,68.5,78.2,8568674.4,11424899.2,142811240.4
638,Company_638,Healthcare,Oceania,2021,6421.3,19.1,18167.3,9.5,72.0,77.4,50.1,88.6,422470.9,422470.9,844941.8
473,Company_473,Retail,Asia,2019,616.1,7.6,834.3,-3.1,60.7,81.6,66.2,34.3,38726.6,19363.3,77453.2
990,Company_990,Consumer Goods,Asia,2023,3092.3,12.2,6371.6,-12.0,39.3,46.4,31.1,40.5,541199.7,676499.7,2705998.6
53,Company_53,Utilities,North America,2020,809.3,5.5,590.9,0.1,73.5,34.9,100.0,85.5,618659.2,386662.0,6186591.6
509,Company_509,Technology,Europe,2022,19477.3,14.3,60654.6,6.7,67.6,100.0,74.0,28.8,486931.8,292159.1,973863.6
794,Company_794,Technology,North America,2016,8278.7,19.7,28142.4,5.7,68.7,79.0,63.1,64.0,267925.1,160755.1,535850.2
418,Company_418,Manufacturing,Oceania,2015,992.8,12.4,2390.4,,61.8,33.2,85.7,66.3,288101.2,384135.0,4801687.1
598,Company_598,Utilities,North America,2019,1270.1,13.5,1431.8,14.1,47.6,20.9,47.0,74.8,1070513.3,669070.8,10705133.1
825,Company_825,Utilities,Middle East,2017,827.6,5.1,442.5,6.4,61.7,66.0,56.0,63.2,488768.0,305480.0,4887680.5
975,Company_975,Consumer Goods,Oceania,2016,1269.0,11.6,2165.6,12.3,71.2,54.3,65.7,93.6,208060.9,260076.1,1040304.3
805,Company_805,Healthcare,Middle East,2019,907.4,-0.5,3920.5,17.1,55.1,86.9,42.5,36.0,53663.9,53663.9,107327.8
277,Company_277,Transportation,Middle East,2016,473.4,8.7,694.8,5.0,37.5,68.2,39.5,4.7,205170.2,34195.0,683900.7
795,Company_795,Technology,Europe,2020,39210.6,9.0,94036.8,4.6,78.9,99.5,64.4,72.8,986656.0,591993.6,1973312.0
483,Company_483,Transportation,Asia,2016,615.8,-0.6,2957.8,8.7,24.3,38.1,4.9,30.0,344941.0,57490.2,1149803.5
710,Company_710,Manufacturing,Middle East,2024,3457.8,10.2,5645.5,-9.7,32.0,44.2,36.0,15.8,923907.5,1231876.6,15398457.7
178,Company_178,Transportation,Latin America,2022,4242.0,7.9,4487.3,22.2,26.3,26.4,13.1,39.3,2583781.6,430630.3,8612605.2
38,Company_38,Energy,Africa,2017,634.6,25.0,2446.0,5.2,37.2,34.5,49.8,27.2,608066.8,182420.0,6080667.6
787,Company_787,Utilities,North America,2019,1070.7,7.0,965.4,2.0,42.6,46.2,68.5,13.0,750998.9,469374.3,7509988.8
516,Company_516,Utilities,North America,2024,278.6,13.3,380.7,-6.3,36.6,27.8,15.9,66.3,224184.0,140115.0,2241839.9
7,Company_7,Healthcare,Oceania,2025,6444.2,0.1,38.0,5.9,58.4,87.6,41.6,46.1,378090.2,378090.2,756180.5
349,Company_349,Utilities,Europe,2020,1628.5,-3.6,7623.1,7.8,60.5,51.9,84.5,45.1,1089717.9,681073.7,10897179.0
473,Company_473,Retail,Asia,2016,654.2,6.7,658.7,-1.7,54.9,70.9,64.1,29.7,46024.6,23012.3,92049.2
683,Company_683,Manufacturing,Asia,2023,1165.3,6.2,1041.2,4.8,30.8,34.7,38.0,19.8,334701.5,446268.6,5578358.1
897,Company_897,Utilities,Oceania,2015,586.1,7.3,523.7,,74.9,69.3,83.5,71.8,335224.3,209515.2,3352242.6
609,Company_609,Manufacturing,Latin America,2018,4485.3,6.4,5840.1,3.1,40.9,31.3,76.6,14.7,1320064.4,1760085.8,22001072.6
581,Company_581,Energy,Oceania,2021,4889.4,-3.5,11916.0,30.6,60.6,25.7,84.0,72.0,4987892.5,1496367.8,49878925.5
850,Company_850,Healthcare,Latin America,2016,1934.6,18.3,7053.6,17.6,56.8,74.0,67.7,28.8,132000.6,132000.6,264001.2
398,Company_398,Finance,Latin America,2023,1566.5,9.7,2884.0,1.0,68.9,100.0,100.0,6.6,15665.0,7832.5,39162.4
882,Company_882,Energy,Europe,2021,8175.8,-6.8,23960.4,14.1,76.2,82.3,86.6,59.6,5098507.0,1529552.1,50985070.3
386,Company_386,Utilities,Asia,2018,2431.9,7.5,2538.9,23.2,56.6,58.4,68.1,43.3,1538923.4,961827.1,15389234.0
226,Company_226,Healthcare,Middle East,2024,2819.5,29.4,15592.1,1.4,30.0,68.7,4.7,16.5,202745.1,202745.1,405490.2
349,Company_349,Utilities,Europe,2024,1622.5,-3.9,1273.1,-16.3,66.1,55.1,91.4,51.6,1056641.8,660401.2,10566418.5
157,Company_157,Consumer Goods,Europe,2017,4872.4,17.4,9839.1,8.7,88.1,85.5,91.4,87.4,586332.3,732915.4,2931661.5
9,Company_9,Technology,North America,2020,3584.9,10.1,10662.5,11.7,63.1,39.7,84.7,64.9,165277.3,99166.4,330554.5
282,Company_282,Transportation,Latin America,2024,2034.1,8.2,2884.2,6.8,52.3,48.8,35.2,73.0,1047880.6,174646.8,3492935.2
626,Company_626,Healthcare,Europe,2019,4835.8,12.7,9500.9,7.9,70.7,49.1,80.4,82.6,413927.6,413927.6,827855.1
63,Company_63,Consumer Goods,Europe,2016,845.2,16.6,1900.9,-1.0,66.2,43.1,71.1,84.4,151808.9,189761.1,759044.5
345,Company_345,Consumer Goods,Oceania,2015,678.2,8.5,1172.9,,79.4,66.5,94.1,77.4,99645.1,124556.4,498225.5
59,Company_59,Utilities,Africa,2024,650.2,14.6,826.2,-8.0,37.2,35.1,39.0,37.5,496492.3,310307.7,4964923.3
278,Company_278,Utilities,Europe,2021,2027.6,8.6,1845.6,15.9,43.9,12.3,54.5,65.0,1807047.7,1129404.8,18070476.8
65,Company_65,Transportation,Europe,2025,814.4,-4.4,1099.8,1.3,68.9,42.0,91.4,73.2,442830.5,73805.1,1476101.7
666,Company_666,Finance,Middle East,2016,6261.1,13.1,11692.6,10.5,34.9,68.8,33.9,2.0,89976.5,44988.3,224941.3
98,Company_98,Energy,North America,2024,20599.5,7.6,23344.7,16.8,47.3,21.4,55.6,64.8,21635018.9,6490505.7,216350188.6
27,Company_27,Healthcare,Europe,2019,2367.2,11.4,3867.1,15.4,63.4,100.0,47.2,42.9,118359.2,118359.2,236718.3
848,Company_848,Manufacturing,Asia,2022,425.8,9.1,670.4,-2.7,66.6,62.1,65.7,72.0,97776.3,130368.4,1629604.4
853,Company_853,Energy,North America,2015,801.3,14.2,1037.3,,52.2,4.9,67.0,84.9,934175.0,280252.5,9341750.1
558,Company_558,Finance,Middle East,2021,4002.3,3.3,2352.2,-0.6,53.8,52.0,50.1,59.2,66936.5,33468.2,167341.2
203,Company_203,Energy,Oceania,2020,4466.5,15.4,8684.3,-1.8,56.3,35.2,90.7,42.9,4259881.8,1277964.5,42598817.5
776,Company_776,Consumer Goods,Asia,2015,2070.7,10.7,5150.9,,39.7,31.3,76.5,11.3,406176.9,507721.1,2030884.4
815,Company_815,Technology,North America,2022,16463.9,14.8,45005.4,3.6,58.5,91.9,55.8,27.7,458181.5,274908.9,916363.0
578,Company_578,Transportation,Middle East,2019,1551.5,9.9,2449.9,11.4,63.4,63.7,55.0,71.4,701977.7,116996.3,2339925.7
679,Company_679,Retail,Latin America,2023,1077.7,5.6,901.0,14.5,42.0,33.2,33.0,59.8,104274.1,52137.1,208548.2
136,Company_136,Manufacturing,Latin America,2018,642.9,11.5,1180.1,13.1,49.5,51.0,42.2,55.2,162546.9,216729.2,2709115.4
801,Company_801,Finance,Africa,2024,10700.3,7.0,9139.6,16.9,50.6,100.0,8.3,43.6,107003.1,53501.6,267507.8
733,Company_733,Utilities,Latin America,2018,1204.3,8.2,1094.8,0.1,71.1,41.4,95.1,76.9,876718.9,547949.3,8767188.8
878,Company_878,Consumer Goods,Asia,2017,732.6,10.8,1497.1,4.0,25.3,9.8,34.8,31.2,165750.4,207188.0,828752.2
792,Company_792,Finance,Africa,2024,2385.3,18.5,5020.5,11.2,58.4,84.8,35.8,54.5,28922.5,14461.3,72306.3
857,Company_857,Retail,Europe,2023,3095.9,1.2,631.3,6.7,76.5,45.9,100.0,83.7,272078.2,136039.1,544156.5
224,Company_224,Manufacturing,Europe,2020,1601.9,14.0,2705.5,-0.6,45.1,10.7,75.4,49.1,540518.6,720691.5,9008643.4
504,Company_504,Retail,Europe,2019,2636.1,-3.4,13041.5,13.6,62.7,54.3,93.1,40.9,216205.8,108102.9,432411.5
468,Company_468,Utilities,Asia,2023,875.3,-1.0,611.5,4.5,54.9,40.9,36.9,87.0,639694.2,399808.9,6396942.1
296,Company_296,Utilities,Latin America,2017,565.7,8.3,480.1,3.6,51.4,49.5,70.0,34.9,386345.8,241466.1,3863457.8
820,Company_820,Energy,Europe,2021,1195.6,-2.6,2189.5,21.2,51.7,25.8,52.1,77.0,1219070.6,365721.2,12190706.3
571,Company_571,Retail,Middle East,2016,3787.7,-2.6,18929.8,-3.1,37.5,90.5,11.9,10.1,214495.3,107247.6,428990.6
343,Company_343,Finance,Asia,2025,13978.9,11.8,25453.5,2.2,68.2,100.0,37.8,66.9,139788.6,69894.3,349471.4
17,Company_17,Utilities,Oceania,2024,4012.2,15.7,5680.9,-1.3,67.4,64.7,86.8,50.8,2398691.0,1499181.9,23986910.4
446,Company_446,Manufacturing,Oceania,2019,2032.8,15.9,3511.4,-0.1,54.0,61.3,58.3,42.3,470190.3,626920.4,7836504.7
738,Company_738,Consumer Goods,Middle East,2017,604.5,13.7,1411.8,0.4,35.3,16.1,31.8,58.0,131453.8,164317.3,657269.1
712,Company_712,Healthcare,Asia,2025,4173.7,24.7,13086.8,11.8,61.5,66.9,49.3,68.2,305393.5,305393.5,610787.0
615,Company_615,Transportation,Europe,2021,922.2,-4.9,1983.7,1.3,78.2,53.0,85.1,96.5,458532.2,76422.0,1528440.7
518,Company_518,Utilities,Middle East,2025,345.2,3.9,170.4,1.4,57.0,88.7,47.8,34.6,160005.5,100003.5,1600055.3
955,Company_955,Transportation,Asia,2023,1028.7,-14.5,4597.1,1.5,65.7,63.1,65.1,69.0,468027.7,78004.6,1560092.2
2,Company_2,Retail,Asia,2023,3691.6,-0.7,2523.2,18.8,66.0,66.6,61.6,70.0,271015.1,135507.6,542030.3
118,Company_118,Retail,Asia,2025,1054.9,1.9,419.7,8.9,68.1,85.7,66.6,52.1,63309.1,31654.5,126618.1
913,Company_913,Transportation,Oceania,2022,1189.3,1.8,362.7,-5.4,61.2,41.8,95.9,46.1,647685.9,107947.7,2158953.0
415,Company_415,Energy,North America,2022,2330.1,1.5,501.1,10.2,47.5,34.4,79.5,28.5,2234926.2,670477.8,22349261.6
302,Company_302,Energy,Latin America,2018,2570.2,8.9,2555.2,8.3,12.5,16.7,19.2,1.6,2784000.2,835200.1,27840002.2
781,Company_781,Technology,Asia,2019,7788.2,27.4,43800.3,0.6,59.7,100.0,32.6,46.6,194703.8,116822.3,389407.6
321,Company_321,Energy,Africa,2023,3605.9,10.0,4785.9,11.7,59.6,72.8,74.9,31.1,2488729.7,746618.9,24887296.6
736,Company_736,Finance,Europe,2018,1712.8,10.3,1545.6,-3.3,62.2,77.3,60.7,48.7,22572.4,11286.2,56430.9
562,Company_562,Transportation,Africa,2024,414.5,19.9,1026.8,3.6,22.7,22.1,22.3,23.8,260025.1,43337.5,866750.5
713,Company_713,Energy,Oceania,2023,1879.0,-20.0,4001.2,-4.7,64.2,55.4,89.8,47.3,1525895.2,457768.5,15258951.6
852,Company_852,Energy,Latin America,2022,189.4,19.9,646.2,-18.8,32.1,24.6,41.1,30.7,194754.6,58426.4,1947546.2
290,Company_290,Transportation,Africa,2023,2685.5,13.0,3304.9,13.9,28.4,30.8,28.5,25.8,1586526.9,264421.2,5288423.1
487,Company_487,Technology,Europe,2018,10510.1,19.4,34330.7,7.4,70.9,89.4,69.4,54.1,301883.5,181130.1,603766.9
800,Company_800,Transportation,Asia,2016,1542.4,12.3,2899.7,6.6,39.1,4.7,69.9,42.6,1079947.2,179991.2,3599824.0
930,Company_930,Transportation,Africa,2023,455.1,-3.1,373.1,10.8,42.8,38.2,69.0,21.3,254673.0,42445.5,848910.0
35,Company_35,Healthcare,Middle East,2022,1375.3,11.1,3350.8,1.2,70.7,78.0,88.4,45.6,89926.6,89926.6,179853.3
316,Company_316,Healthcare,Africa,2015,8657.0,13.0,25582.7,,49.2,67.7,32.6,47.4,628483.0,628483.0,1256965.9
863,Company_863,Healthcare,Asia,2018,1375.7,17.0,4098.8,16.2,28.1,33.5,19.1,31.8,132854.9,132854.9,265709.9
392,Company_392,Consumer Goods,Latin America,2017,1821.3,10.0,4251.9,-9.8,22.3,18.6,18.8,29.3,389587.5,486984.4,1947937.7
164,Company_164,Retail,Oceania,2017,446.4,7.4,688.2,11.8,64.9,54.1,88.7,51.9,36664.2,18332.1,73328.4
882,Company_882,Energy,Europe,2024,11562.7,-3.9,42305.1,2.1,76.3,86.9,82.0,59.8,6840277.2,2052083.2,68402772.5
697,Company_697,Healthcare,North America,2022,2168.3,6.1,1564.1,10.7,60.1,56.9,61.1,62.4,173798.8,173798.8,347597.5
389,Company_389,Energy,Middle East,2020,8054.3,25.1,31289.3,-11.4,29.3,21.6,26.6,39.7,8445338.7,2533601.6,84453386.9
261,Company_261,Utilities,Asia,2023,794.0,8.7,622.6,0.1,56.2,46.3,78.5,43.8,556394.0,347746.3,5563940.1
1000,Company_1000,Consumer Goods,Latin America,2020,3405.5,19.5,8599.9,21.7,50.4,68.0,42.6,40.5,492885.5,616106.9,2464427.6
731,Company_731,Finance,Middle East,2022,5532.0,21.9,19372.6,11.3,78.5,100.0,41.4,94.1,55319.9,27660.0,138299.8
114,Company_114,Energy,North America,2025,754.7,0.3,43.2,-22.6,77.3,82.7,69.9,79.4,468707.4,140612.2,4687074.1
622,Company_622,Transportation,Latin America,2020,1629.2,8.1,1860.1,6.1,24.2,17.3,20.9,34.4,1054831.1,175805.2,3516103.8
299,Company_299,Consumer Goods,North America,2016,2185.1,9.6,3950.9,-5.3,49.7,42.9,59.9,46.3,393131.1,491413.8,1965655.3
204,Company_204,Retail,Middle East,2021,655.3,11.9,1863.0,9.8,22.7,12.0,44.7,11.5,73124.1,36562.0,146248.1
837,Company_837,Healthcare,Latin America,2021,1805.9,18.3,4386.8,12.5,65.9,73.7,66.8,57.3,123499.9,123499.9,246999.7
886,Company_886,Retail,Oceania,2018,1297.3,8.2,1684.5,7.6,56.8,60.5,53.7,56.1,100743.9,50372.0,201487.8
498,Company_498,Technology,Europe,2022,22609.6,13.8,67722.0,9.1,78.1,98.9,76.5,58.9,573980.3,344388.2,1147960.6
38,Company_38,Energy,Africa,2023,931.9,0.9,94.6,0.4,42.4,39.6,56.0,31.5,859999.0,257999.7,8599990.5
427,Company_427,Manufacturing,Asia,2016,608.5,13.4,950.0,4.4,42.4,22.7,31.2,73.2,189991.6,253322.2,3166527.2
200,Company_200,Consumer Goods,Asia,2017,2611.0,16.4,5055.1,-4.4,45.1,27.9,67.5,39.9,524815.0,656018.8,2624075.2
434,Company_434,Transportation,Latin America,2018,471.1,11.4,835.1,9.2,52.1,27.1,53.8,75.6,285674.8,47612.5,952249.2
179,Company_179,Finance,Europe,2022,2069.9,12.1,3974.6,-7.1,88.5,90.4,97.3,77.6,23470.5,11735.3,58676.3
604,Company_604,Retail,Latin America,2016,700.9,10.7,1358.2,-5.7,54.0,49.6,29.8,82.7,59784.3,29892.1,119568.6
323,Company_323,Healthcare,Europe,2015,1988.2,19.1,8716.0,,75.6,53.4,91.7,81.6,164276.4,164276.4,328552.7
908,Company_908,Technology,Africa,2021,6241.0,8.3,13974.2,16.1,61.6,90.8,29.9,64.0,176113.4,105668.0,352226.7
147,Company_147,Energy,Latin America,2017,11689.1,-7.8,12720.6,3.1,47.3,47.0,70.9,24.0,10179494.0,3053848.2,101794940.0
401,Company_401,Energy,Europe,2019,3632.5,33.0,17648.7,-7.1,62.1,56.0,34.8,95.4,2934377.1,880313.1,29343770.8
952,Company_952,Energy,Africa,2018,9428.2,-7.1,46532.8,-6.7,29.9,22.5,33.3,34.0,9828322.8,2948496.8,98283227.5
313,Company_313,Utilities,Europe,2016,550.7,6.8,350.8,-5.9,67.6,66.9,59.7,76.2,322262.2,201413.9,3222622.4
892,Company_892,Transportation,Latin America,2017,856.8,3.4,325.9,7.1,35.1,24.2,58.8,22.4,529678.5,88279.7,1765594.8
460,Company_460,Technology,North America,2024,5393.0,21.3,26687.3,12.0,58.9,63.5,59.8,53.6,203778.0,122266.8,407556.0
530,Company_530,Manufacturing,Asia,2021,907.2,11.1,1665.2,5.7,34.9,23.1,21.4,60.3,282612.8,376817.1,4710213.8
798,Company_798,Transportation,Oceania,2020,182.0,7.3,128.2,3.4,54.8,31.8,66.1,66.5,106702.0,17783.7,355673.4
982,Company_982,Technology,Europe,2024,5928.5,29.2,49894.3,13.2,76.2,76.6,96.8,55.3,196802.3,118081.4,393604.5
308,Company_308,Finance,Asia,2016,2433.7,18.8,4877.8,-10.4,71.3,99.5,60.7,53.5,24495.9,12247.9,61239.6
49,Company_49,Retail,Middle East,2017,467.7,6.4,572.1,-14.7,14.6,6.7,28.5,8.4,53914.9,26957.5,107829.9
125,Company_125,Finance,Middle East,2019,3443.0,8.8,3678.2,-13.6,40.3,95.8,25.0,0.0,36432.3,18216.1,91080.7
943,Company_943,Transportation,Oceania,2016,518.3,7.1,424.8,9.9,46.2,7.8,53.3,77.4,356245.3,59374.2,1187484.4
624,Company_624,Healthcare,Africa,2016,1526.4,17.0,6118.8,17.2,46.4,50.6,28.2,60.5,129132.2,129132.2,258264.4
501,Company_501,Retail,Europe,2021,632.7,4.2,414.4,0.7,50.3,33.3,85.6,32.0,61194.3,30597.2,122388.6
840,Company_840,Utilities,Africa,2016,1157.7,5.2,602.3,0.6,51.9,63.1,34.4,58.2,702322.9,438951.8,7023228.7
522,Company_522,Transportation,Oceania,2024,252.0,-10.6,1211.3,-2.0,34.6,72.3,21.8,9.7,104924.0,17487.3,349746.8
197,Company_197,Energy,Latin America,2016,5060.4,13.7,8480.8,-8.1,17.3,20.5,8.4,22.9,5345102.8,1603530.8,53451027.8
131,Company_131,Finance,Latin America,2022,35455.9,18.5,66175.7,5.6,72.8,85.8,88.2,44.6,425234.7,212617.3,1063086.7
632,Company_632,Transportation,Europe,2020,1917.1,-1.3,9225.8,6.7,51.8,53.9,29.7,71.9,946269.1,157711.5,3154230.4
686,Company_686,Transportation,Middle East,2016,619.4,3.5,422.0,-8.3,26.4,23.2,43.3,12.7,385682.3,64280.4,1285607.7
345,Company_345,Consumer Goods,Oceania,2021,745.6,10.5,1267.4,7.1,81.2,75.4,88.5,79.9,100278.3,125347.8,501391.3
998,Company_998,Healthcare,Oceania,2019,1589.7,23.1,4561.5,9.7,62.8,98.9,23.3,66.1,80656.8,80656.8,161313.6
25,Company_25,Utilities,Middle East,2025,522.7,10.1,542.4,-1.5,49.4,22.5,73.2,52.6,435890.6,272431.6,4358905.6
14,Company_14,Transportation,Middle East,2016,865.3,3.9,279.9,11.7,40.0,22.4,60.9,36.7,541578.0,90263.0,1805260.1
366,Company_366,Manufacturing,Africa,2023,922.4,5.4,1027.5,-4.2,23.0,30.5,10.6,27.9,273048.4,364064.5,4550806.2
170,Company_170,Energy,Europe,2018,847.3,-6.8,943.3,-6.3,46.9,24.7,31.8,84.4,870157.0,261047.1,8701569.9
661,Company_661,Retail,Europe,2015,1697.8,6.7,1619.6,,78.0,52.1,94.3,87.6,141832.9,70916.4,283665.8
662,Company_662,Finance,Middle East,2022,18705.6,-0.4,37330.5,0.9,60.6,98.3,27.2,56.2,191633.9,95816.9,479084.7
480,Company_480,Retail,Middle East,2024,649.7,2.9,257.1,4.0,33.7,22.4,24.4,54.3,67798.0,33899.0,135596.0
471,Company_471,Utilities,Africa,2015,1158.5,13.8,1376.3,,37.4,28.3,62.7,21.3,928617.5,580386.0,9286175.5
375,Company_375,Transportation,Middle East,2024,346.8,2.3,76.8,-9.0,19.2,9.2,23.2,25.2,236225.9,39371.0,787419.8
633,Company_633,Utilities,Europe,2025,412.1,12.1,575.1,15.6,67.3,60.8,68.5,72.6,255307.9,159567.5,2553079.3
69,Company_69,Energy,North America,2025,10995.3,29.4,44934.3,6.0,52.7,21.4,67.4,69.1,11544965.1,3463489.5,115449651.2
434,Company_434,Transportation,Latin America,2022,745.1,8.1,1161.8,14.8,54.0,33.0,53.9,75.1,433237.5,72206.2,1444124.9
801,Company_801,Finance,Africa,2025,11988.7,6.8,11955.7,12.0,50.5,96.2,10.5,44.8,126348.1,63174.0,315870.2
289,Company_289,Healthcare,Asia,2016,3558.3,15.5,11323.5,-5.3,30.8,23.4,15.9,53.1,368801.8,368801.8,737603.6
693,Company_693,Retail,Africa,2023,604.5,1.6,215.3,-14.2,52.1,65.1,71.7,19.5,45002.9,22501.5,90005.8
453,Company_453,Energy,Middle East,2021,3326.5,-1.8,6437.4,4.1,28.3,20.0,38.7,26.2,3526656.8,1057997.0,35266567.6
483,Company_483,Transportation,Asia,2017,608.5,1.7,118.1,-1.2,25.2,38.2,6.1,31.4,340619.8,56770.0,1135399.4
348,Company_348,Healthcare,Latin America,2017,3184.7,17.9,10131.0,16.6,51.2,66.0,68.5,19.0,234921.2,234921.2,469842.5
249,Company_249,Healthcare,Asia,2019,1162.1,13.1,2213.3,9.7,58.5,68.2,52.6,54.7,84003.0,84003.0,168006.1
797,Company_797,Manufacturing,North America,2024,1338.3,11.0,1723.5,5.6,70.4,63.8,52.7,94.9,302588.1,403450.8,5043134.4
165,Company_165,Manufacturing,Latin America,2018,2039.5,7.1,1332.8,5.9,30.1,15.4,59.1,15.7,668118.6,890824.8,11135310.0
72,Company_72,Utilities,Latin America,2022,604.5,7.9,670.6,1.5,44.2,42.4,40.2,50.1,436797.9,272998.7,4367979.2
866,Company_866,Utilities,Oceania,2015,864.0,7.7,994.2,,55.0,58.2,66.7,40.2,547874.4,342421.5,5478743.5
957,Company_957,Technology,Latin America,2016,623.5,20.2,2284.8,10.2,48.1,80.9,39.0,24.5,19758.2,11854.9,39516.3
664,Company_664,Finance,Latin America,2024,7897.3,15.2,18434.3,1.6,72.8,92.7,79.5,46.1,87038.8,43519.4,217597.0
493,Company_493,Energy,Latin America,2022,1235.8,-20.0,2557.3,11.0,47.2,52.7,68.2,20.7,1027054.7,308116.4,10270546.8
128,Company_128,Utilities,Africa,2020,680.0,2.8,163.0,2.7,31.4,47.5,33.2,13.5,472014.0,295008.8,4720140.4
939,Company_939,Consumer Goods,Europe,2016,781.9,16.1,1670.1,4.2,62.3,34.1,94.5,58.4,150359.7,187949.6,751798.3
611,Company_611,Energy,Latin America,2025,22642.5,30.5,115357.9,14.3,28.3,21.2,49.9,13.9,23816985.7,7145095.7,238169856.7
371,Company_371,Retail,Middle East,2016,899.1,3.7,730.5,5.3,44.4,73.0,24.6,35.6,61973.6,30986.8,123947.2
608,Company_608,Finance,Latin America,2016,12921.8,12.5,26813.4,3.9,56.7,97.8,24.3,48.0,133166.0,66583.0,332915.0
759,Company_759,Energy,Oceania,2023,134141.9,-12.8,667399.7,17.0,58.1,26.4,65.7,82.1,136181429.6,40854428.9,1361814295.8
204,Company_204,Retail,Middle East,2018,532.3,8.9,845.2,15.2,25.5,16.0,44.8,15.8,57905.4,28952.7,115810.7
160,Company_160,Utilities,Latin America,2024,1608.5,11.0,2372.3,-2.5,51.6,51.1,34.0,69.7,1083634.1,677271.3,10836341.2
848,Company_848,Manufacturing,Asia,2024,351.4,10.2,536.3,-5.2,69.1,65.7,66.8,74.8,78011.1,104014.7,1300184.2
558,Company_558,Finance,Middle East,2022,4593.6,1.8,831.9,14.8,55.7,51.0,54.0,62.2,77468.7,38734.3,193671.7
