tweet_id,user_id,created_at,text
TW2030,U2030,2023-07-30,Sample tweet #SQL
TW2031,U2031,2023-07-04,Sample tweet #DataSci
TW2032,U2032,2023-06-04,Sample tweet #SQL
TW2033,U2033,2023-06-30,Sample tweet #SQL
TW2034,U2034,2023-05-11,Sample tweet #SQL
TW2035,U2035,2023-11-15,Sample tweet #Analytics
TW2036,U2036,2023-03-31,Sample tweet #AgriTech
TW2037,U2037,2023-12-03,Sample tweet #DataSci
TW2038,U2038,2023-03-24,Sample tweet #AgriTech
TW2039,U2039,2023-08-01,Sample tweet #Analytics
TW2040,U2040,2023-04-24,Sample tweet #AgriTech
TW2041,U2041,2023-02-16,Sample tweet #DataSci
TW2042,U2042,2023-06-16,Sample tweet #Analytics
TW2043,U2043,2023-07-24,Sample tweet #DataSci
TW2044,U2044,2023-09-08,Sample tweet #SQL
TW2045,U2045,2023-06-18,Sample tweet #DataSci
TW2046,U2046,2023-12-27,Sample tweet #Analytics
TW2047,U2047,2023-11-15,Sample tweet #AgriTech
TW2048,U2048,2023-11-23,Sample tweet #DataSci
TW2049,U2049,2023-07-31,Sample tweet #DataSci
TW2050,U2050,2023-01-27,Sample tweet #SQL
TW2051,U2051,2023-05-12,Sample tweet #Analytics
TW2052,U2052,2023-10-12,Sample tweet #DataSci
TW2053,U2053,2023-08-01,Sample tweet #Analytics
TW2054,U2054,2023-10-13,Sample tweet #DataSci
TW2055,U2055,2023-06-18,Sample tweet #Analytics
TW2056,U2056,2023-12-31,Sample tweet #SQL
TW2057,U2057,2023-03-05,Sample tweet #AgriTech
TW2058,U2058,2023-09-20,Sample tweet #AgriTech
TW2059,U2059,2023-07-28,Sample tweet #SQL
TW2060,U2060,2023-08-21,Sample tweet #SQL
TW2061,U2061,2023-06-16,Sample tweet #AgriTech
TW2062,U2062,2023-03-13,Sample tweet #Analytics
TW2063,U2063,2023-11-17,Sample tweet #SQL
TW2064,U2064,2023-09-09,Sample tweet #Analytics
TW2065,U2065,2023-12-30,Sample tweet #Analytics
TW2066,U2066,2023-05-12,Sample tweet #AgriTech
TW2067,U2067,2023-11-02,Sample tweet #AgriTech
TW2068,U2068,2023-12-16,Sample tweet #DataSci
TW2069,U2069,2023-10-09,Sample tweet #SQL
TW2070,U2070,2023-04-04,Sample tweet #Analytics
TW2071,U2071,2023-05-22,Sample tweet #DataSci
TW2072,U2072,2023-10-10,Sample tweet #DataSci
TW2073,U2073,2023-03-04,Sample tweet #DataSci
TW2074,U2074,2023-06-19,Sample tweet #AgriTech
TW2075,U2075,2023-03-06,Sample tweet #AgriTech
TW2076,U2076,2023-11-14,Sample tweet #AgriTech
TW2077,U2077,2023-02-04,Sample tweet #SQL
TW2078,U2078,2023-11-01,Sample tweet #DataSci
TW2079,U2079,2023-04-05,Sample tweet #DataSci
TW2080,U2080,2023-04-16,Sample tweet #Analytics
TW2081,U2081,2023-12-13,Sample tweet #DataSci
TW2082,U2082,2023-08-31,Sample tweet #DataSci
TW2083,U2083,2023-06-03,Sample tweet #DataSci
TW2084,U2084,2023-05-28,Sample tweet #Analytics
TW2085,U2085,2023-10-06,Sample tweet #AgriTech
TW2086,U2086,2023-05-06,Sample tweet #DataSci
TW2087,U2087,2023-08-09,Sample tweet #SQL
TW2088,U2088,2023-02-09,Sample tweet #AgriTech
TW2089,U2089,2023-10-14,Sample tweet #SQL
TW2090,U2090,2023-10-03,Sample tweet #Analytics
TW2091,U2091,2023-03-29,Sample tweet #Analytics
TW2092,U2092,2023-03-11,Sample tweet #DataSci
TW2093,U2093,2023-10-08,Sample tweet #DataSci
TW2094,U2094,2023-02-12,Sample tweet #AgriTech
TW2095,U2095,2023-10-06,Sample tweet #Analytics
TW2096,U2096,2023-02-23,Sample tweet #SQL
TW2097,U2097,2023-07-07,Sample tweet #DataSci
TW2098,U2098,2023-02-11,Sample tweet #Analytics
TW2099,U2099,2023-01-24,Sample tweet #Analytics
TW2100,U2100,2023-05-07,Sample tweet #AgriTech
TW2101,U2101,2023-05-24,Sample tweet #Analytics
TW2102,U2102,2023-05-02,Sample tweet #DataSci
TW2103,U2103,2023-09-12,Sample tweet #DataSci
TW2104,U2104,2023-08-16,Sample tweet #Analytics
TW2105,U2105,2023-11-18,Sample tweet #SQL
TW2106,U2106,2023-05-14,Sample tweet #Analytics
TW2107,U2107,2023-02-14,Sample tweet #SQL
TW2108,U2108,2023-01-29,Sample tweet #DataSci
TW2109,U2109,2023-05-21,Sample tweet #Analytics
TW2110,U2110,2023-08-31,Sample tweet #Analytics
TW2111,U2111,2023-02-15,Sample tweet #Analytics
TW2112,U2112,2023-09-06,Sample tweet #Analytics
TW2113,U2113,2023-10-17,Sample tweet #SQL
TW2114,U2114,2023-06-22,Sample tweet #DataSci
TW2115,U2115,2023-01-11,Sample tweet #SQL
TW2116,U2116,2023-07-29,Sample tweet #Analytics
TW2117,U2117,2023-12-06,Sample tweet #AgriTech
TW2118,U2118,2023-08-03,Sample tweet #DataSci
TW2119,U2119,2023-03-15,Sample tweet #AgriTech
TW2120,U2120,2023-04-22,Sample tweet #SQL
TW2121,U2121,2023-07-04,Sample tweet #Analytics
TW2122,U2122,2023-09-04,Sample tweet #DataSci
TW2123,U2123,2023-08-25,Sample tweet #AgriTech
TW2124,U2124,2023-03-29,Sample tweet #SQL
TW2125,U2125,2023-05-04,Sample tweet #AgriTech
TW2126,U2126,2023-08-14,Sample tweet #AgriTech
TW2127,U2127,2023-12-25,Sample tweet #AgriTech
TW2128,U2128,2023-05-22,Sample tweet #AgriTech
TW2129,U2129,2023-10-02,Sample tweet #SQL
TW2130,U2130,2023-12-31,Sample tweet #Analytics
TW2131,U2131,2023-01-08,Sample tweet #AgriTech
TW2132,U2132,2023-10-21,Sample tweet #AgriTech
TW2133,U2133,2023-03-24,Sample tweet #Analytics
TW2134,U2134,2023-12-12,Sample tweet #SQL
TW2135,U2135,2023-01-11,Sample tweet #AgriTech
TW2136,U2136,2023-08-17,Sample tweet #AgriTech
TW2137,U2137,2023-12-24,Sample tweet #SQL
TW2138,U2138,2023-08-03,Sample tweet #AgriTech
TW2139,U2139,2023-10-27,Sample tweet #Analytics
TW2140,U2140,2023-08-28,Sample tweet #Analytics
TW2141,U2141,2023-11-02,Sample tweet #Analytics
TW2142,U2142,2023-07-21,Sample tweet #SQL
TW2143,U2143,2023-07-03,Sample tweet #DataSci
TW2144,U2144,2023-12-07,Sample tweet #AgriTech
TW2145,U2145,2023-01-04,Sample tweet #SQL
TW2146,U2146,2023-09-30,Sample tweet #AgriTech
TW2147,U2147,2023-11-09,Sample tweet #SQL
TW2148,U2148,2023-12-23,Sample tweet #SQL
TW2149,U2149,2023-08-17,Sample tweet #Analytics
TW2150,U2150,2023-05-21,Sample tweet #DataSci
TW2151,U2151,2023-04-01,Sample tweet #Analytics
TW2152,U2152,2023-04-23,Sample tweet #DataSci
TW2153,U2153,2023-07-01,Sample tweet #SQL
TW2154,U2154,2023-01-19,Sample tweet #Analytics
TW2155,U2155,2023-11-07,Sample tweet #AgriTech
TW2156,U2156,2023-02-04,Sample tweet #DataSci
TW2157,U2157,2023-08-30,Sample tweet #DataSci
TW2158,U2158,2023-07-11,Sample tweet #SQL
TW2159,U2159,2023-05-16,Sample tweet #AgriTech
TW2160,U2160,2023-10-22,Sample tweet #SQL
TW2161,U2161,2023-08-01,Sample tweet #DataSci
TW2162,U2162,2023-01-07,Sample tweet #DataSci
TW2163,U2163,2023-05-12,Sample tweet #Analytics
TW2164,U2164,2023-12-15,Sample tweet #Analytics
TW2165,U2165,2023-06-21,Sample tweet #AgriTech
TW2166,U2166,2023-04-29,Sample tweet #DataSci
TW2167,U2167,2023-05-14,Sample tweet #DataSci
TW2168,U2168,2023-01-16,Sample tweet #AgriTech
TW2169,U2169,2023-03-01,Sample tweet #SQL
TW2170,U2170,2023-03-31,Sample tweet #Analytics
TW2171,U2171,2023-11-16,Sample tweet #SQL
TW2172,U2172,2023-12-11,Sample tweet #SQL
TW2173,U2173,2023-08-20,Sample tweet #Analytics
TW2174,U2174,2023-05-11,Sample tweet #AgriTech
TW2175,U2175,2023-12-30,Sample tweet #DataSci
TW2176,U2176,2023-06-11,Sample tweet #Analytics
TW2177,U2177,2023-11-10,Sample tweet #DataSci
TW2178,U2178,2023-11-02,Sample tweet #AgriTech
TW2179,U2179,2023-03-12,Sample tweet #DataSci
TW2180,U2180,2023-10-02,Sample tweet #SQL
TW2181,U2181,2023-10-24,Sample tweet #DataSci
TW2182,U2182,2023-02-11,Sample tweet #DataSci
TW2183,U2183,2023-08-20,Sample tweet #DataSci
TW2184,U2184,2023-03-19,Sample tweet #Analytics
TW2185,U2185,2023-05-01,Sample tweet #DataSci
TW2186,U2186,2023-09-11,Sample tweet #DataSci
TW2187,U2187,2023-11-06,Sample tweet #SQL
TW2188,U2188,2023-05-25,Sample tweet #Analytics
TW2189,U2189,2023-10-22,Sample tweet #DataSci
TW2190,U2190,2024-01-01,Sample tweet #SQL
TW2191,U2191,2023-08-07,Sample tweet #DataSci
TW2192,U2192,2023-02-03,Sample tweet #Analytics
TW2193,U2193,2023-05-07,Sample tweet #DataSci
TW2194,U2194,2023-08-08,Sample tweet #Analytics
TW2195,U2195,2023-03-22,Sample tweet #Analytics
TW2196,U2196,2023-03-12,Sample tweet #DataSci
TW2197,U2197,2023-06-26,Sample tweet #Analytics
TW2198,U2198,2023-05-20,Sample tweet #AgriTech
TW2199,U2199,2023-04-15,Sample tweet #Analytics
TW2200,U2200,2023-06-14,Sample tweet #DataSci
TW2201,U2201,2023-01-06,Sample tweet #SQL
TW2202,U2202,2023-01-26,Sample tweet #Analytics
TW2203,U2203,2023-08-17,Sample tweet #AgriTech
TW2204,U2204,2023-04-19,Sample tweet #SQL
TW2205,U2205,2023-10-19,Sample tweet #Analytics
TW2206,U2206,2023-12-01,Sample tweet #Analytics
TW2207,U2207,2023-03-16,Sample tweet #SQL
TW2208,U2208,2023-04-02,Sample tweet #DataSci
TW2209,U2209,2023-01-05,Sample tweet #DataSci
TW2210,U2210,2023-11-08,Sample tweet #Analytics
TW2211,U2211,2023-06-28,Sample tweet #DataSci
TW2212,U2212,2023-03-21,Sample tweet #Analytics
TW2213,U2213,2023-02-09,Sample tweet #Analytics
TW2214,U2214,2023-10-20,Sample tweet #Analytics
TW2215,U2215,2023-02-20,Sample tweet #DataSci
TW2216,U2216,2023-03-03,Sample tweet #SQL
TW2217,U2217,2023-04-13,Sample tweet #SQL
TW2218,U2218,2023-04-08,Sample tweet #Analytics
TW2219,U2219,2023-12-15,Sample tweet #DataSci
TW2220,U2220,2023-06-26,Sample tweet #DataSci
TW2221,U2221,2023-03-10,Sample tweet #Analytics
TW2222,U2222,2023-07-05,Sample tweet #Analytics
TW2223,U2223,2023-03-13,Sample tweet #AgriTech
TW2224,U2224,2023-10-04,Sample tweet #DataSci
TW2225,U2225,2023-08-20,Sample tweet #Analytics
TW2226,U2226,2023-03-02,Sample tweet #Analytics
TW2227,U2227,2023-09-08,Sample tweet #SQL
TW2228,U2228,2023-08-01,Sample tweet #SQL
TW2229,U2229,2023-05-11,Sample tweet #SQL
TW2230,U2230,2023-03-19,Sample tweet #AgriTech
TW2231,U2231,2023-11-07,Sample tweet #DataSci
TW2232,U2232,2023-10-25,Sample tweet #AgriTech
TW2233,U2233,2023-11-01,Sample tweet #AgriTech
TW2234,U2234,2023-05-24,Sample tweet #Analytics
TW2235,U2235,2023-11-16,Sample tweet #AgriTech
TW2236,U2236,2023-05-08,Sample tweet #DataSci
TW2237,U2237,2023-01-24,Sample tweet #SQL
TW2238,U2238,2023-05-13,Sample tweet #SQL
TW2239,U2239,2023-10-28,Sample tweet #DataSci
TW2240,U2240,2023-11-25,Sample tweet #SQL
TW2241,U2241,2023-10-06,Sample tweet #AgriTech
TW2242,U2242,2023-05-04,Sample tweet #Analytics
TW2243,U2243,2023-11-18,Sample tweet #AgriTech
TW2244,U2244,2023-08-15,Sample tweet #Analytics
TW2245,U2245,2023-03-17,Sample tweet #Analytics
TW2246,U2246,2023-03-08,Sample tweet #DataSci
TW2247,U2247,2023-07-27,Sample tweet #AgriTech
TW2248,U2248,2023-02-20,Sample tweet #AgriTech
TW2249,U2249,2023-02-27,Sample tweet #DataSci
TW2250,U2250,2023-11-29,Sample tweet #AgriTech
TW2251,U2251,2023-07-18,Sample tweet #SQL
TW2252,U2252,2023-03-18,Sample tweet #Analytics
TW2253,U2253,2023-04-14,Sample tweet #DataSci
TW2254,U2254,2023-03-20,Sample tweet #DataSci
TW2255,U2255,2023-08-17,Sample tweet #SQL
TW2256,U2256,2023-02-24,Sample tweet #AgriTech
TW2257,U2257,2023-10-28,Sample tweet #DataSci
TW2258,U2258,2023-02-17,Sample tweet #SQL
TW2259,U2259,2023-05-26,Sample tweet #SQL
TW2260,U2260,2023-02-19,Sample tweet #AgriTech
TW2261,U2261,2023-01-25,Sample tweet #DataSci
TW2262,U2262,2023-12-17,Sample tweet #SQL
TW2263,U2263,2023-12-30,Sample tweet #SQL
TW2264,U2264,2023-10-31,Sample tweet #SQL
TW2265,U2265,2023-01-14,Sample tweet #DataSci
TW2266,U2266,2023-01-31,Sample tweet #SQL
TW2267,U2267,2023-12-21,Sample tweet #DataSci
TW2268,U2268,2023-09-11,Sample tweet #SQL
TW2269,U2269,2023-06-08,Sample tweet #SQL
TW2270,U2270,2023-07-26,Sample tweet #AgriTech
TW2271,U2271,2023-01-10,Sample tweet #SQL
TW2272,U2272,2023-10-17,Sample tweet #AgriTech
TW2273,U2273,2023-06-10,Sample tweet #Analytics
TW2274,U2274,2023-07-30,Sample tweet #Analytics
TW2275,U2275,2023-05-15,Sample tweet #DataSci
TW2276,U2276,2023-09-29,Sample tweet #AgriTech
TW2277,U2277,2023-10-20,Sample tweet #DataSci
TW2278,U2278,2023-11-29,Sample tweet #DataSci
TW2279,U2279,2023-11-21,Sample tweet #DataSci
TW2280,U2280,2023-06-14,Sample tweet #AgriTech
TW2281,U2281,2023-04-30,Sample tweet #DataSci
TW2282,U2282,2023-06-20,Sample tweet #Analytics
TW2283,U2283,2023-07-27,Sample tweet #AgriTech
TW2284,U2284,2023-03-17,Sample tweet #SQL
TW2285,U2285,2023-11-26,Sample tweet #SQL
TW2286,U2286,2023-07-22,Sample tweet #DataSci
TW2287,U2287,2023-04-26,Sample tweet #Analytics
TW2288,U2288,2023-10-27,Sample tweet #AgriTech
TW2289,U2289,2023-05-15,Sample tweet #AgriTech
TW2290,U2290,2023-09-18,Sample tweet #SQL
TW2291,U2291,2023-03-16,Sample tweet #Analytics
TW2292,U2292,2023-01-09,Sample tweet #Analytics
TW2293,U2293,2023-06-27,Sample tweet #DataSci
TW2294,U2294,2023-05-06,Sample tweet #Analytics
TW2295,U2295,2023-06-01,Sample tweet #AgriTech
TW2296,U2296,2023-02-15,Sample tweet #DataSci
TW2297,U2297,2023-11-06,Sample tweet #AgriTech
TW2298,U2298,2023-11-14,Sample tweet #SQL
TW2299,U2299,2023-12-03,Sample tweet #SQL
TW2300,U2300,2023-01-07,Sample tweet #DataSci
TW2301,U2301,2023-11-16,Sample tweet #AgriTech
TW2302,U2302,2023-06-30,Sample tweet #AgriTech
TW2303,U2303,2023-12-09,Sample tweet #DataSci
TW2304,U2304,2023-12-05,Sample tweet #DataSci
TW2305,U2305,2023-02-09,Sample tweet #Analytics
TW2306,U2306,2023-06-22,Sample tweet #Analytics
TW2307,U2307,2023-07-31,Sample tweet #SQL
TW2308,U2308,2023-12-04,Sample tweet #SQL
TW2309,U2309,2023-04-28,Sample tweet #Analytics
TW2310,U2310,2023-10-06,Sample tweet #Analytics
TW2311,U2311,2023-03-06,Sample tweet #AgriTech
TW2312,U2312,2023-02-24,Sample tweet #SQL
TW2313,U2313,2023-04-05,Sample tweet #SQL
TW2314,U2314,2023-07-21,Sample tweet #AgriTech
TW2315,U2315,2023-05-19,Sample tweet #DataSci
TW2316,U2316,2023-03-22,Sample tweet #DataSci
TW2317,U2317,2023-09-13,Sample tweet #Analytics
TW2318,U2318,2023-03-04,Sample tweet #SQL
TW2319,U2319,2023-01-16,Sample tweet #Analytics
TW2320,U2320,2023-03-09,Sample tweet #Analytics
TW2321,U2321,2023-11-26,Sample tweet #AgriTech
TW2322,U2322,2023-04-26,Sample tweet #AgriTech
TW2323,U2323,2023-03-20,Sample tweet #Analytics
TW2324,U2324,2023-10-06,Sample tweet #DataSci
TW2325,U2325,2023-08-02,Sample tweet #Analytics
TW2326,U2326,2023-08-17,Sample tweet #SQL
TW2327,U2327,2023-12-24,Sample tweet #AgriTech
TW2328,U2328,2023-12-16,Sample tweet #SQL
TW2329,U2329,2023-08-12,Sample tweet #Analytics
TW2330,U2330,2023-03-13,Sample tweet #AgriTech
TW2331,U2331,2023-11-13,Sample tweet #AgriTech
TW2332,U2332,2023-07-14,Sample tweet #SQL
TW2333,U2333,2023-08-28,Sample tweet #AgriTech
TW2334,U2334,2023-05-19,Sample tweet #SQL
TW2335,U2335,2023-10-25,Sample tweet #AgriTech
TW2336,U2336,2023-03-16,Sample tweet #SQL
TW2337,U2337,2023-02-18,Sample tweet #Analytics
TW2338,U2338,2023-08-27,Sample tweet #DataSci
TW2339,U2339,2023-10-08,Sample tweet #AgriTech
TW2340,U2340,2023-08-24,Sample tweet #Analytics
TW2341,U2341,2023-03-15,Sample tweet #SQL
TW2342,U2342,2023-09-29,Sample tweet #SQL
TW2343,U2343,2023-12-07,Sample tweet #DataSci
TW2344,U2344,2023-05-17,Sample tweet #AgriTech
TW2345,U2345,2023-10-05,Sample tweet #AgriTech
TW2346,U2346,2023-12-25,Sample tweet #SQL
TW2347,U2347,2023-12-02,Sample tweet #Analytics
TW2348,U2348,2023-01-18,Sample tweet #Analytics
TW2349,U2349,2023-04-11,Sample tweet #DataSci
TW2350,U2350,2023-04-09,Sample tweet #SQL
TW2351,U2351,2023-08-05,Sample tweet #AgriTech
TW2352,U2352,2023-08-28,Sample tweet #AgriTech
TW2353,U2353,2023-10-14,Sample tweet #Analytics
TW2354,U2354,2023-05-01,Sample tweet #Analytics
TW2355,U2355,2023-03-02,Sample tweet #AgriTech
TW2356,U2356,2023-10-17,Sample tweet #DataSci
TW2357,U2357,2023-07-05,Sample tweet #DataSci
TW2358,U2358,2023-02-23,Sample tweet #DataSci
TW2359,U2359,2023-12-27,Sample tweet #Analytics
TW2360,U2360,2023-06-18,Sample tweet #DataSci
TW2361,U2361,2023-09-27,Sample tweet #DataSci
TW2362,U2362,2023-12-27,Sample tweet #AgriTech
TW2363,U2363,2023-12-25,Sample tweet #Analytics
TW2364,U2364,2023-08-04,Sample tweet #SQL
TW2365,U2365,2023-07-18,Sample tweet #SQL
TW2366,U2366,2023-08-12,Sample tweet #SQL
TW2367,U2367,2023-03-25,Sample tweet #SQL
TW2368,U2368,2023-09-05,Sample tweet #Analytics
TW2369,U2369,2023-03-01,Sample tweet #AgriTech
TW2370,U2370,2023-01-19,Sample tweet #SQL
TW2371,U2371,2023-01-19,Sample tweet #DataSci
TW2372,U2372,2023-01-13,Sample tweet #DataSci
TW2373,U2373,2023-10-20,Sample tweet #DataSci
TW2374,U2374,2023-04-28,Sample tweet #AgriTech
TW2375,U2375,2023-10-18,Sample tweet #Analytics
TW2376,U2376,2023-08-07,Sample tweet #DataSci
TW2377,U2377,2023-10-11,Sample tweet #DataSci
TW2378,U2378,2023-04-13,Sample tweet #Analytics
TW2379,U2379,2023-06-17,Sample tweet #AgriTech
TW2380,U2380,2023-10-04,Sample tweet #AgriTech
TW2381,U2381,2023-12-19,Sample tweet #DataSci
TW2382,U2382,2023-07-14,Sample tweet #DataSci
TW2383,U2383,2023-04-22,Sample tweet #Analytics
TW2384,U2384,2023-09-29,Sample tweet #Analytics
TW2385,U2385,2023-03-11,Sample tweet #Analytics
TW2386,U2386,2023-03-11,Sample tweet #AgriTech
TW2387,U2387,2023-01-17,Sample tweet #AgriTech
TW2388,U2388,2023-03-30,Sample tweet #AgriTech
TW2389,U2389,2023-03-21,Sample tweet #Analytics
TW2390,U2390,2023-02-08,Sample tweet #AgriTech
TW2391,U2391,2023-07-17,Sample tweet #SQL
TW2392,U2392,2023-09-09,Sample tweet #AgriTech
TW2393,U2393,2023-10-03,Sample tweet #DataSci
TW2394,U2394,2023-10-03,Sample tweet #AgriTech
TW2395,U2395,2023-05-04,Sample tweet #AgriTech
TW2396,U2396,2023-07-13,Sample tweet #DataSci
TW2397,U2397,2023-01-02,Sample tweet #Analytics
TW2398,U2398,2023-02-23,Sample tweet #AgriTech
TW2399,U2399,2023-10-28,Sample tweet #AgriTech
TW2400,U2400,2023-10-10,Sample tweet #Analytics
TW2401,U2401,2023-06-14,Sample tweet #Analytics
TW2402,U2402,2023-06-09,Sample tweet #AgriTech
TW2403,U2403,2023-10-30,Sample tweet #Analytics
TW2404,U2404,2023-07-18,Sample tweet #AgriTech
TW2405,U2405,2023-04-16,Sample tweet #DataSci
TW2406,U2406,2023-05-17,Sample tweet #Analytics
TW2407,U2407,2023-08-22,Sample tweet #DataSci
TW2408,U2408,2023-03-08,Sample tweet #DataSci
TW2409,U2409,2023-06-16,Sample tweet #AgriTech
TW2410,U2410,2023-03-08,Sample tweet #SQL
TW2411,U2411,2023-08-06,Sample tweet #AgriTech
TW2412,U2412,2023-01-06,Sample tweet #DataSci
TW2413,U2413,2023-11-24,Sample tweet #Analytics
TW2414,U2414,2023-05-07,Sample tweet #AgriTech
TW2415,U2415,2023-06-28,Sample tweet #DataSci
TW2416,U2416,2023-01-13,Sample tweet #SQL
TW2417,U2417,2023-02-27,Sample tweet #AgriTech
TW2418,U2418,2023-06-07,Sample tweet #AgriTech
TW2419,U2419,2023-10-18,Sample tweet #SQL
TW2420,U2420,2023-12-17,Sample tweet #DataSci
TW2421,U2421,2023-08-01,Sample tweet #SQL
TW2422,U2422,2023-05-15,Sample tweet #AgriTech
TW2423,U2423,2023-06-28,Sample tweet #Analytics
TW2424,U2424,2023-05-18,Sample tweet #AgriTech
TW2425,U2425,2023-04-21,Sample tweet #SQL
TW2426,U2426,2023-06-06,Sample tweet #SQL
TW2427,U2427,2023-04-10,Sample tweet #DataSci
TW2428,U2428,2023-06-06,Sample tweet #AgriTech
TW2429,U2429,2023-11-04,Sample tweet #Analytics
TW2430,U2430,2023-07-23,Sample tweet #Analytics
TW2431,U2431,2023-10-22,Sample tweet #DataSci
TW2432,U2432,2023-03-02,Sample tweet #AgriTech
TW2433,U2433,2023-08-07,Sample tweet #DataSci
TW2434,U2434,2023-12-07,Sample tweet #DataSci
TW2435,U2435,2023-09-17,Sample tweet #AgriTech
TW2436,U2436,2023-04-06,Sample tweet #DataSci
TW2437,U2437,2024-01-01,Sample tweet #AgriTech
TW2438,U2438,2023-04-18,Sample tweet #SQL
TW2439,U2439,2023-02-15,Sample tweet #SQL
TW2440,U2440,2023-09-15,Sample tweet #Analytics
TW2441,U2441,2023-07-03,Sample tweet #SQL
TW2442,U2442,2023-12-10,Sample tweet #Analytics
TW2443,U2443,2023-06-02,Sample tweet #SQL
TW2444,U2444,2023-11-14,Sample tweet #Analytics
TW2445,U2445,2023-05-04,Sample tweet #AgriTech
TW2446,U2446,2023-09-07,Sample tweet #AgriTech
TW2447,U2447,2023-11-25,Sample tweet #SQL
TW2448,U2448,2023-11-27,Sample tweet #AgriTech
TW2449,U2449,2023-09-28,Sample tweet #DataSci
TW2450,U2450,2023-04-04,Sample tweet #AgriTech
TW2451,U2451,2023-08-22,Sample tweet #DataSci
TW2452,U2452,2023-01-29,Sample tweet #DataSci
TW2453,U2453,2023-09-24,Sample tweet #SQL
TW2454,U2454,2023-03-25,Sample tweet #SQL
TW2455,U2455,2023-03-27,Sample tweet #SQL
TW2456,U2456,2023-06-16,Sample tweet #SQL
TW2457,U2457,2023-05-03,Sample tweet #DataSci
TW2458,U2458,2023-06-12,Sample tweet #Analytics
TW2459,U2459,2023-04-20,Sample tweet #Analytics
TW2460,U2460,2023-02-26,Sample tweet #SQL
TW2461,U2461,2023-05-18,Sample tweet #DataSci
TW2462,U2462,2023-07-09,Sample tweet #Analytics
TW2463,U2463,2023-03-05,Sample tweet #AgriTech
TW2464,U2464,2023-07-05,Sample tweet #SQL
TW2465,U2465,2023-08-26,Sample tweet #SQL
TW2466,U2466,2023-04-17,Sample tweet #AgriTech
TW2467,U2467,2023-07-31,Sample tweet #AgriTech
TW2468,U2468,2023-09-04,Sample tweet #DataSci
TW2469,U2469,2023-08-14,Sample tweet #DataSci
TW2470,U2470,2023-03-30,Sample tweet #SQL
TW2471,U2471,2023-11-06,Sample tweet #AgriTech
TW2472,U2472,2023-09-19,Sample tweet #AgriTech
TW2473,U2473,2023-10-23,Sample tweet #DataSci
TW2474,U2474,2023-02-18,Sample tweet #DataSci
TW2475,U2475,2023-08-27,Sample tweet #Analytics
TW2476,U2476,2023-12-26,Sample tweet #SQL
TW2477,U2477,2023-12-06,Sample tweet #AgriTech
TW2478,U2478,2023-05-12,Sample tweet #Analytics
TW2479,U2479,2023-09-24,Sample tweet #DataSci
TW2480,U2480,2023-07-19,Sample tweet #DataSci
TW2481,U2481,2023-12-28,Sample tweet #SQL
TW2482,U2482,2023-01-10,Sample tweet #DataSci
TW2483,U2483,2023-01-19,Sample tweet #SQL
TW2484,U2484,2023-08-26,Sample tweet #DataSci
TW2485,U2485,2023-07-15,Sample tweet #AgriTech
TW2486,U2486,2023-12-15,Sample tweet #DataSci
TW2487,U2487,2023-01-23,Sample tweet #AgriTech
TW2488,U2488,2023-06-19,Sample tweet #SQL
TW2489,U2489,2023-05-17,Sample tweet #Analytics
TW2490,U2490,2023-01-26,Sample tweet #DataSci
TW2491,U2491,2023-01-07,Sample tweet #DataSci
TW2492,U2492,2023-12-13,Sample tweet #DataSci
TW2493,U2493,2023-05-25,Sample tweet #SQL
TW2494,U2494,2023-02-25,Sample tweet #Analytics
TW2495,U2495,2023-08-09,Sample tweet #DataSci
TW2496,U2496,2023-04-14,Sample tweet #AgriTech
TW2497,U2497,2023-06-27,Sample tweet #SQL
TW2498,U2498,2023-04-21,Sample tweet #SQL
TW2499,U2499,2023-10-04,Sample tweet #Analytics
TW2500,U2500,2023-12-29,Sample tweet #AgriTech
TW2501,U2501,2023-08-11,Sample tweet #AgriTech
TW2502,U2502,2023-08-28,Sample tweet #Analytics
TW2503,U2503,2023-09-11,Sample tweet #SQL
TW2504,U2504,2023-11-25,Sample tweet #Analytics
TW2505,U2505,2023-07-22,Sample tweet #DataSci
TW2506,U2506,2023-05-31,Sample tweet #SQL
TW2507,U2507,2023-04-14,Sample tweet #SQL
TW2508,U2508,2023-12-11,Sample tweet #Analytics
TW2509,U2509,2023-02-14,Sample tweet #SQL
TW2510,U2510,2023-10-03,Sample tweet #AgriTech
TW2511,U2511,2023-06-25,Sample tweet #SQL
TW2512,U2512,2023-03-04,Sample tweet #DataSci
TW2513,U2513,2023-03-09,Sample tweet #Analytics
TW2514,U2514,2023-04-26,Sample tweet #AgriTech
TW2515,U2515,2023-11-17,Sample tweet #Analytics
TW2516,U2516,2023-10-25,Sample tweet #SQL
TW2517,U2517,2023-04-11,Sample tweet #DataSci
TW2518,U2518,2023-12-04,Sample tweet #AgriTech
TW2519,U2519,2023-10-19,Sample tweet #AgriTech
TW2520,U2520,2023-01-17,Sample tweet #AgriTech
TW2521,U2521,2023-12-10,Sample tweet #SQL
TW2522,U2522,2023-11-05,Sample tweet #DataSci
TW2523,U2523,2023-08-10,Sample tweet #AgriTech
TW2524,U2524,2023-03-17,Sample tweet #Analytics
TW2525,U2525,2023-12-07,Sample tweet #Analytics
TW2526,U2526,2023-05-04,Sample tweet #SQL
TW2527,U2527,2023-09-22,Sample tweet #SQL
TW2528,U2528,2023-01-07,Sample tweet #Analytics
